,구분,이자보상배율1999,영업이익1999,차입금의존도1999,총자본증가율1999,유동자산증가율1999,매출액증가율1999,순이익증가율1999,영업이익증가율1999,매출액순이익률1999,매출액총이익률1999,자기자본순이익률1999,총자본순이익률1999,매출원가 대 매출액비율1999,매출채권회전률1999,재고자산회전률1999,총자본회전률1999,유형자산회전율1999,부채비율1999,유동비율1999,자기자본배율1999,당좌비율1999,비유동비율1999,순운전자본비율1999,현금비율1999,부채1999,자산1999,매출액1999,부채/현금흐름1999,유동부채1999,유동자산1999,매출/현금흐름1999,차입금평균이자율1999,정상기업여부
134,한성기업(주),1.33,14644084,65.04,2.59,10.49,3.23,-73.52,12.24,0.35,24.15,1.41,0.31,75.85,6.03,5.75,0.9,4.73,379.18,107.9,181.76,78.84,178.12,4.6,2.39,119883379,151500232,134755214,4.56,88215208,95184340,4.06,11.44,1
135,한솔테크닉스(주),0.1,2187621,26.67,10.48,127.54,20.99,0,0,-18.79,7.23,0,-15.44,92.77,2.81,25.6,0.82,2.26,173.23,111.29,42.56,104.02,105.09,6.24,8.24,158869448,250577607,196152711,-12.6,138553188,154198144,-10.2,15.18,0
136,한신기계공업(주),-4.12,-4435068,22.87,-0.9,-5.67,25.29,0,0,-57.02,16.34,-69.38,-33.43,83.66,2,3.16,0.59,7.6,124.21,155.44,124.02,119.51,49.14,27.85,5.96,20941913,37802610,22266763,-7.61,18989435,29516732,-7.16,9.4,0
137,한일단조공업(주),-0.16,-97690,20.43,12.33,8.61,25.86,0,0,1.92,8.35,5.53,1.83,91.65,7.4,7.38,0.95,3.47,197.15,127.97,680.6,90.33,148.75,10.92,2.97,21469074,32358686,29064582,4.92,12628431,16160922,3.64,8.77,0
138,한일사료(주),2.51,4579225,24.93,2.15,-6.73,-2.39,394.63,116.6,6.06,21.88,28.66,11.68,78.12,4.81,17.25,1.93,6.95,81.95,140.05,148.17,107.92,72.47,17.21,3.03,12808902,28439207,54222304,8.55,12218889,17112009,2.02,21.01,1
139,현대건설(주),0.52,313890089,55.14,8.35,-0.11,-1.71,0,-37.25,-2.11,10.49,-6.58,-1.35,89.51,2.09,6.8,0.64,4.79,299.35,137.44,174.09,114.32,159.8,16.34,3.81,6959186195,9283989754,5726955538,4.24,4051846288,5568985755,5.15,11.59,0
140,현대비앤지스틸(주),0.94,37787582,86.24,14.47,-4.28,14.21,0,2230.5,0.14,13.87,0,0.11,86.13,7.04,11.13,0.77,1.33,0,142.73,0,108.26,0,8.45,4.89,676365964,497221689,357926611,2.35,98380686,140415292,4.43,8.62,0
141,현대코퍼레이션(주),0.85,66596353,33.92,-9.15,-17.35,10.25,171.08,27.5,0.06,0.41,6.36,1.97,99.59,103.74,17573.44,32.39,986.14,156.18,140.97,119.76,140.27,131.02,14.2,2.3,674614301,1106567674,37648871621,-12.3,383487165,540606097,-0.22,15.76,0
142,화성산업(주),1.37,78149924,51.68,-9.92,-3.31,18.33,0,155.93,2.81,18.51,15.06,2.57,81.49,7.06,4.61,0.91,1.92,398.65,139.26,345.74,81.54,281.36,12.28,15.14,689156601,862029015,831157600,5.56,269742272,375638947,4.61,11.14,1
143,화천기계(주),0.99,1095647,14.72,14.34,29.4,114.58,0,0,1.4,17.83,3.04,1.47,82.17,3.12,9.42,1.05,5.06,118.25,146.95,274.48,119.71,76.18,20.8,6.18,35701766,65894682,64856539,5.44,29189492,42895169,2.99,12.2,0
144,흥구석유(주),-15.83,-3809909,4.59,7.85,2.55,3.67,-0.07,0,0.69,4.01,9.46,1.99,95.99,9.48,167.02,2.86,5.65,354.5,56.62,2056.23,54.45,264.03,-32.11,6,35718234,45793764,126277597,4.55,33895694,19190917,1.29,12.56,0
