구분,항목,자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)한컴MDS,086960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223113,,,,2213,,,,,,,,271352
(주)한컴위드,054920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10514708,-3370823,-2558600,,12,0,0,,,0,0,,770615,621101,515617
(주)한탑,002680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49508,125664,720107,-315580,4637447,4449250,2219395,1156702,15.5,18.7,9.8,4.55,17032494,20058592,19394421,19641281
(주)한화,000880,3963601072,8454313879,8068940832,37734722393,491637138,1134840982,1164479859,3796360478,992705705,2032898096,2145308323,5160378616,2970895367,6421415783,5923632509,21147233930,2404128325,6553999516,6579129329,35517137897,1399705088,4099435563,4089484417,3813046004,85819680,237946361,389582286,372371196,480718344,1758840967,939493810,1272747867,0,0,0,0,36158844,167015515,168520689,737820804,32139394,289189981,198430658,133603335,1559472747,1900314363,1489811503,2217584496,321301943,511760089,574797165,572054784,2705506396,3804563725,6977465291,6407908368,501068567,898057114,980828464,1364018138,207875722,229621862,679634914,719861481,3065153086,4200843658,7990712542,7474405856,359646690,396279933,1013247251,1066497488,151770968,166658071,333612337,346636007,245028186,115926580,-358290701,-170120522,-70371227,-4879782,41806309,-41295481,177797402,173876488,186228023,135644819,13.03,11.75,11.91,9.9,1298536331,1424883834,1410596468,783077906
(주)해성티피씨,059270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298723,,,,311478,,,,,,,,2530549
(주)헬릭스미스,084990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708826,-1581861,,,0,0,,,,0,,,476508,2068902
(주)현대공업,170030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341974,-468599,211008,-293606,506629,423101,368540,215823,,10.2,10.87,7.57,9618876,10067987,10652527,11162826
(주)현대그린푸드,005440,1936848506,2521205580,2819311833,392116010,354819142,399847913,495872662,187726931,522068617,685007536,805219745,208405036,1414779889,1836198044,2014092088,183710974,1307130465,1600648625,1808117152,186275590,979860000,1029587302,1407611557,166421201,15936192,36664282,42172419,0,300189718,201650360,143063657,20427012,0,0,0,0,11401287,12711299,21636578,54746435,2477929,10872127,33041506,503000,629718041,920556955,1011194681,205840420,253455385,314249641,403965916,121459221,1627113666,2092013990,2305999672,2477446555,167249475,285159624,309347083,20678105,379416554,498794627,566544460,733447441,2123621228,2793820496,3092011617,3388824790,496507562,701806506,786011945,911378235,117091008,203011879,219467485,177930794,47303068,107349330,118862075,103193055,-690273,321415,901400,43397129,43759901,34633476,29124835,31203995,14.34,10.85,8.48,17.17,821631207,902591228,991788929,59489068
(주)현대리바트,079430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095590,-3656727,1812416,-2211398,155161,224158,25320,543424,,10.76,0.5,6.01,1004817,3047039,17055344,18452754
(주)현대미포조선,010620,766373279,1095323492,1209736389,1172945964,165064740,383649111,468997730,447972460,183699799,464459368,512174338,485515923,582673480,630864123,697562051,687430041,425133287,775874393,940105098,976615294,202214840,629106621,606898542,700637213,150962695,103589450,163082022,94250079,74310288,103200613,186916990,256562375,0,0,0,0,1591582,4561459,8978611,40741406,47576440,53120980,53143275,0,341239992,319449099,269631291,196330670,54782377,302664677,355780093,363358978,535588120,718158460,1049425682,1025773111,18635059,80810258,43176608,37543463,20066538,16162266,20237730,74596171,611082071,783530336,1076905191,1043299431,75493951,65371876,27479508,17526320,55427413,49209610,7241778,-57069851,37241990,4626768,-61433421,-71039485,25516,295294,-292157,27379074,48231716,15862382,25927417,28082225,23.8,8.88,7.88,6.11,335188429,374739294,429949212,427129166
(주)현대바이오랜드,052260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805752,-553647,249405,,84948,97606,66109,,,8.19,12.04,,2789256,5742371,7472791
(주)현대백화점,069960,,,,3368253079,,,,695387785,,,,1067134637,,,,2301118442,,,,2225949288,,,,1707573230,,,,86774484,,,,328572852,,,,0,,,,87829083,,,,10535827,,,,1142303791,,,,502236759,,,,581762787,,,,371746852,,,,170657360,,,,783224708,,,,201461921,,,,30804561,,,,12363060,,,,-18136286,,,,5714112,,,,,,,,956475974
(주)현대에버다임,041440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-843850,-113375,217818,1019737,54418,57668,83308,5915,,4.79,12.26,7.67,590911,2022655,377088,4343760
(주)현대퓨처넷,126560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868887,,,,105668,,,,,,,,2743816
(주)현대홈쇼핑,057050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14448392,,,,0,,,,,,,,11981431
(주)형지아이앤씨,011080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134417,-273330,958311,1174319,262133,314430,338063,251607,,7.21,7.77,6.79,2230016,1865887,1637080,2416485
(주)혜인,003010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767988,1504869,4091215,-1130235,3256795,2955139,2249570,1182215,9.92,9.91,9.09,5.7,33432386,35387928,34245335,41992739
(주)호텔신라,008770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26832441,-12401553,-59139511,30347283,40082718,37675684,16573574,11283494,15.51,17.6,9.86,9.43,489490966,488737272,446279845,445985300
(주)홈센타홀딩스,060560,,,,30443865,,,,19056253,,,,20835799,,,,9608065,,,,16630312,,,,14188521,,,,1620000,,,,4109544,,,,0,,,,3562666,,,,1955193,,,,13813553,,,,13074991,,,,41550202,,,,1779546,,,,3165268,,,,50018396,,,,8468193,,,,5302926,,,,3385917,-72612,-253234,309298,2825401,87057,234551,126842,96915,,39.92,14.36,14.3,2384570,2377203,2191065,2369675
(주)홈캐스트,064240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464000,2202131,1424908,,3075,62795,197976,,,5.74,7.56,,296972,506799,3541985
(주)화승인더스트리,006060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756684,-744534,-1745332,3421133,8486145,7279892,5564063,3041836,11.71,10.68,9.94,7.27,89423473,89771368,51473618,42216775
(주)화승코퍼레이션,013520,207235397,188173796,230087250,387726547,71679156,65547905,99900870,150246183,83310575,77099643,113992782,179962149,123924822,111074153,116094468,207764398,89875514,74433258,117964325,240985862,68990255,57823794,98757529,189152459,9092305,2956488,2600316,19966764,5517215,25000000,61699326,106473934,0,0,0,0,5972740,4129408,17290778,32083290,11117500,19000000,39034859,22605000,117359883,113740538,112122925,146740685,47380690,39362742,36721161,80705640,187441231,181456959,216371350,391741232,11631419,11551738,14091912,29715966,19645108,18894999,23185833,45333046,227246167,216575883,253907740,461207955,39804936,35118924,37536390,69466723,20159828,16223925,14350557,24133677,10890998,11475407,1145630,15113337,-11952416,624384,12899053,2149552,3558159,2365607,2523281,3595406,12.75,9.26,6.69,7.26,72795806,72279727,71378622,70528550
(주)화신,010690,81842661,129820895,121845117,131606658,27400044,54108099,58190469,61381496,30949951,60256776,63928384,66715281,50892710,69564119,57916733,64891377,39511813,67377375,52777154,52460456,22483249,52813285,43016018,45960818,16017880,13102097,7667141,3565745,0,7500000,6300000,0,0,0,0,0,4205240,4149323,24377817,5995597,5577298,19500000,9171500,9200000,42330848,62443520,69067963,79146202,13706854,27913073,23443784,35233973,156304949,179492403,172130778,193796799,3549907,6148678,5737915,5333785,9751050,12594131,13998972,15833505,175973086,198068216,195373528,219664075,19668137,18575813,23242750,25867276,9917087,5981682,9243778,10033771,7153335,3816448,8723853,10492821,923232,823858,18381261,-17858204,2481897,1686810,935659,408949,9.88,12.43,7.34,6.53,31871206,50648877,46134646,46906839
(주)황금에스티,032560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-365794,694832,386034,1965513,421817,524869,463460,642435,8.65,8.58,4.82,3.92,5333210,5599916,8756245,12902131
(주)효성,004800,6473173070,5817064327,5753265500,5660151786,1716784497,1907946580,1880534135,1967010871,2269199192,2423959646,2441848251,2525937494,4203973878,3393104681,3311417249,3134214292,4039215706,4087425203,3904633402,3824545206,2972979480,3223605772,2758755524,2546826125,397444438,366329284,369740176,411140762,1563212701,1509125452,1203267118,1086708889,0,0,0,0,30100599,94299720,41701721,71461195,82284868,67125631,27537127,44146740,2433957364,1729639124,1848632098,1835606581,890556432,955672588,988315561,1133063163,3694703990,3676955153,4087193258,3835633921,552414695,516013066,561314116,558926623,370395196,363667742,417725031,463858172,4418462992,4474590675,4832592496,4597313469,723759002,797635522,745399237,761679548,353363806,433967781,327674206,297821376,83771364,48235102,58798000,62392616,-43180597,11664561,-504870,-6570983,314145655,243615432,206520527,157555079,12.47,11.28,9.88,7.9,2690366695,2755283794,2721789716,2510518473
(주)휠라홀딩스,081660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4209098,5218658,-3572274,875718,632331,119,71676,730136,,0,0,24.34,31735636,32693884,33244568,34847378
(주)휴니드테크놀러지스,005870,193080848,,,,50478998,,,,115141167,,,,77939681,,,,144631641,,,,82426932,,,,4799338,,,,48701613,,,,0,,,,2661239,,,,5486668,,,,48449207,,,,11868501,,,,131317924,,,,64662169,,,,10955569,,,,142455232,,,,11137308,,,,181739,,,,7896583,,,,-3276605,-1428372,2760678,15090125,12950702,11744186,17583416,3031681,11.92,10.8,14.15,3.43,20800252,42322668,38575060,30106578
(주)휴맥스홀딩스,028080,,,278285212,337718658,,,176323130,234823872,,,225637858,286807259,,,52647354,50911398,,,60890389,57315276,,,56211591,47482249,,,44750,200634,,,144918,0,,,0,0,,,39255044,38497907,,,54727000,31554302,,,217394823,280403381,,,25513702,36455605,,,183110822,273876590,,,49314728,51983387,,,46022951,55673004,,,330726700,422043958,,,147615879,148167368,,,101592928,92494364,,,88140337,78954342,9056896,37693320,-16703789,-7305564,1865937,2882948,1343205,0,11.34,8.87,5.23,0,7591329,19450135,29703805,30930863
(주)휴먼엔,032860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49993,560802,-425915,829468,474986,388638,428578,544315,21.46,8.88,6.97,12.3,445496,449078,3990573,285945
(주)휴비스,079980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056322,-2016320,,,29824198,17989825,,,,8.05,,,570408407,572186838
(주)휴비츠,065510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46735,656966,1264855,,31750,53784,158311,,,2.27,5.23,,325999,1723579,2198652
(주)휴스틸,005010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824802,-1319634,6755282,-6794169,25824798,27109891,4149215,2534723,56.62,72.88,10.04,7.67,133883792,123034834,120691243,124037415
(주)휴온스글로벌,084110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12656,20630,122359,309169,758554,540791,459724,555125,,11.53,7.63,7,4070086,4019964,4401743,6440987
(주)흥국,010240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35816,89830,-5820,-52928,1249520,1226828,1637341,1031897,,14.66,21,13.91,6087841,8169301,7645046,7074653
(주)희림종합건축사사무소,037440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2608299,1276063,-600769,-380757,8572,6360,2447,0,0.81,3.87,4.82,0,7348414,7293031,7031713,7466550
AJ네트웍스(주),095570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85351,-153979,,,975105,1137508,,,,4.89,,,21644545,28840639
CS홀딩스(주),000590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2986858,2044792,1746731,-899219,2097846,1768300,1337986,741700,10.69,10.27,8.58,6.08,29550169,30652435,31933825,36905016
KB오토시스(주),024120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149483,159152,-257523,34366,1552378,1194836,891619,736066,13.28,11.33,8.1,6.59,10498186,14322753,13831308,17077937
KD(주),044180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145701,707468,-444095,-310427,695574,667626,751376,547295,,7.82,8.32,4.33,5130449,5691611,7113959,17643232
KG스틸(주),016380,2628901977,3133332512,3032952171,3030935187,270132388,327106299,392029652,398038833,441118386,685182777,765727735,731173688,2187783591,2448149735,2267224436,2299761499,1811558212,2135112126,2122758569,2098213128,898136908,1409981030,1343621943,1435557025,313900106,252356085,251578541,246493470,84655233,370237222,339636507,396152019,0,0,0,0,4675907,5892769,9456637,22973113,51440297,72249320,29794173,69851122,817343765,998220386,910193603,932722059,171412188,192330074,233881270,204091563,1192037002,1331846115,1916126241,2023976373,170985998,358076477,373698083,333134855,73519363,110307353,251782517,203585166,1353058148,1535990443,2310307522,2397551862,161021146,204144328,394181281,373575489,87501783,93836975,142398764,169990323,30697437,1682703,-11794213,44413354,-184416488,-1087253,-1158268,4078894,125082573,145349111,125096104,95906765,9.39,13.43,11.48,9.56,1777020981,1679854764,1511238327,1457216406
KISCO홀딩스(주),001940,,,,695471474,,,,165871699,,,,212431692,,,,483039782,,,,330812716,,,,259278680,,,,4479840,,,,117565537,,,,0,,,,26192698,,,,12269292,,,,364658758,,,,132266143,,,,495561542,,,,46559993,,,,31184289,,,,563747997,,,,68186455,,,,37002165,,,,15714720,878832,-2715096,25835749,-22169747,28417408,24003784,18292820,10846574,12.27,10.88,9.56,6.68,449792852,420956591,416288966,391818008
LG이노텍(주),011070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5978933,-658729,842589,515954,18062713,18629856,20419751,15563839,,15.99,19.4,24.58,202398139,251642817,236878382,206801831
LS일렉트릭(주),010120,,,1242965740,962357221,,,398431888,221911070,,,442871227,264418920,,,800094513,697938301,,,1124055787,801030346,,,647387682,413283266,,,56761602,15953950,,,9161739,53989958,,,0,0,,,205910960,22304847,,,2035383,3161708,,,118909953,161326874,,,221902628,220093519,,,587938834,619330373,,,44439339,42507850,,,154863731,141512115,,,817888646,873446645,,,229949812,254116272,,,75086082,112604157,,,-16297305,4174229,40875801,-114722937,140014929,-184290914,336651849,249446368,109947227,68042730,23.3,17.44,10.61,8.59,598776182,502905630,511560388,492201450
OCI(주),010060,344214086,392252108,2259955622,2153020134,93370495,113376545,407052122,444880331,118296859,140313406,576198815,600070974,225917227,251938702,1683756807,1552949160,278733984,224739251,1473367948,1290603108,106781393,94839093,575900361,569889294,46134286,29046300,369913246,363399613,26938530,22896237,70963910,55421286,0,0,0,0,12427984,15123112,76867852,53266992,12674531,32582975,8039022,8817112,65480102,167512858,786587674,862417026,65785628,66452853,281366501,341189454,209795470,237138295,1291070486,1428295673,24926364,26936862,169146693,155190643,33428208,29987608,164444336,126024736,303874135,326700347,1604066226,1704296978,94078665,89562053,312995740,276001305,60650457,59574444,148551404,149976569,26157266,36603781,-146878796,60619128,6275484,1038294,7939925,-13337453,18906389,15261206,57393462,51403441,18.71,16.54,15.39,8.53,72885636,127486497,855179855,815836530
SNT모티브(주),064960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596080,,,,8290355,,,,9.31,,,,141310204
SNT중공업(주),003570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687537,1040453,-771583,15925271,141719081,28663339,29569350,36560724,19.91,6.06,12.55,14.51,276269774,265246282,258300246,246153526
STX중공업(주),071970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106125,,,,5413010,,,,,,,,85175470
가온미디어(주),078890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224009,,,,46635,,,,,,,,375569
가온전선(주),000500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20367606,2686816,-3275917,-1116741,8245008,6722830,5454922,3132709,8.62,8.72,7.54,6.21,108657522,105769449,105456447,100634084
감성코퍼레이션(주),036620,,,,309392840,,,,85823488,,,,98381120,,,,211011720,,,,188745788,,,,50519718,,,,121829630,,,,30689357,,,,0,,,,15567976,,,,42184859,,,,120647052,,,,22279537,,,,8169089,,,,12557632,,,,8150450,,,,9032187,,,,863098,,,,-7287353,,,,-14179313,7233121,1663402,-8037695,4925424,87585,46408,12925,4557,9.71,9.47,7.27,7.34,485955,874911,467113,225658
강남제비스코(주),000860,291350044,280131224,247964520,272198047,59741510,54225911,52040714,55927637,94447499,90100395,83332703,94933482,196902545,190030829,164631817,177264565,144488385,126877329,91142816,98512123,69540154,71036126,62572212,77341685,20343471,27744394,12802428,4539095,28884592,20457741,19178809,30806905,0,0,0,0,8024343,7954089,12304575,8505747,12784893,9849960,1409290,1952809,146861659,153253895,156821704,173685924,39221337,35858086,38650397,47766205,159767295,175378945,175387909,190421276,34705989,35874483,31291989,39005845,21325956,21478943,22300751,23591164,191261152,209927800,206521069,232006342,31493857,34548855,31133160,41585067,10167901,13069912,8832409,17993902,9363633,6104595,2421435,18579577,5498405,815226,3706759,-4832890,4044442,7528551,6270024,1937914,6.2,10.26,10.56,5.69,126102062,121014145,106824888,112744499
경남스틸(주),039240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28653,47376,101431,-146119,179811,150160,502718,428800,10.74,11.55,17.17,8.82,3381963,3632549,3703253,3682158
경남제약(주),053950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580101,-284703,-378630,,557424,613884,393980,,,37.18,19.75,,7791404,6250893,7441736
경동제약(주),011040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364991,10446431,12792033,-1048580,343984,98266,6037,31407,9.43,7.16,3.03,15.87,10613602,10102200,11378718,15025993
경인전자(주),009140,,,,83513522,,,,44374325,,,,55002300,,,,28511222,,,,35376486,,,,23819656,,,,11000000,,,,3071994,,,,0,,,,3706961,,,,11723094,,,,48137036,,,,27149763,,,,40869181,,,,10627975,,,,5872893,,,,54835189,,,,13966008,,,,8093114,,,,3802783,-165095,-307471,277335,100692,1252534,980290,637076,409185,8.31,7.93,6.44,6.74,4500028,10061640,9250478,8782414
경창산업(주),024910,,,59780888,78249246,,,20286516,28872365,,,24485893,33229136,,,35294995,45020110,,,28998082,42281664,,,18262296,27887296,,,6495140,9120279,,,6046685,10738544,,,0,0,,,1082773,2368200,,,3981615,3133964,,,30782806,35967583,,,11789876,18545158,,,87800303,103352650,,,4199377,4356770,,,8408721,9975555,,,103903992,120473888,,,16103690,17121238,,,7694968,7145683,,,5290372,5676624,-1171100,50410,701978,-86045,1205919,951897,609202,518225,9.04,9.05,7.35,5.3,19325781,19302843,19276329,25668387
계룡건설산업(주),013580,,,355394150,458672014,,,161411887,189813371,,,215010642,251493876,,,140383508,207178139,,,209688816,255180161,,,167053101,165644701,,,14742133,59580600,,,13700000,22504583,,,0,0,,,70283715,24509369,,,6599800,5648337,,,145705334,203491853,,,54440912,74711076,,,402733230,487825747,,,53598755,61680504,,,18623113,22637378,,,458952443,557011113,,,56219212,69185366,,,37596099,46547988,,,26121413,33396904,-14479752,22762760,24858799,-53432933,427676,939767,235810,5984,1.77,4.73,1.34,0.03,42560865,52333406,57720534,45423415
계양전기(주),012200,,,120317582,130807325,,,43524330,56068384,,,65520461,80509767,,,54797121,50297558,,,20490623,22978666,,,16520842,19412965,,,191237,185901,,,640880,998648,,,0,0,,,14094715,3573603,,,10957959,13881490,,,99826958,107828659,,,12402262,22146217,,,96884042,109339933,,,21996131,24441383,,,12913439,15182610,,,122107938,139566219,,,25223896,30226286,,,12310457,15043676,,,10290414,11496446,1395072,11569103,-130647,-10264689,1675133,1134651,895384,37166,12.51,9.49,17.05,14.42,43851542,43376108,42249329,38556213
고려산업(주),002140,133404371,,,,55144805,,,,60193960,,,,73210411,,,,108765841,,,,37321134,,,,73589682,,,,19610840,,,,0,,,,9579280,,,,1000000,,,,24638530,,,,24717367,,,,74481219,,,,5049155,,,,24384573,,,,98487571,,,,24006352,,,,-378221,,,,-9407708,,,,4701988,-4522706,2333846,5888712,12353396,8893341,7762676,7168062,13.44,12.4,12.14,13.06,46754255,44757431,38948032,35652445
고려신용정보(주),049720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528927,207277,-35015,158911,46702,93512,321319,284648,,3.61,15.28,10.94,1024678,7452426,7483479,8016902
고려아연(주),010130,1607305758,1761879236,1676599831,1629791302,300837107,305218391,390398137,418818475,448519030,466469004,552216669,551084849,1158786728,1251561242,1124383162,1078706453,1045074685,1240819401,1142449914,992905905,467765192,547045782,632233890,452045979,406566165,453180210,423304058,340376850,150293086,115119276,70320447,79518529,0,0,0,0,55560554,32617331,51651022,59656455,100983493,75340608,97687410,51253765,562231073,521059835,534149917,636885397,56979450,73981835,69771555,66296224,1102269252,1424689518,1320153360,1337939667,147681923,161250614,161818532,132266374,36112717,68674345,81461105,74286951,1182969082,1594253218,1509816786,1470390842,80699830,169563700,189663426,132451175,44587113,100889355,108202321,58164224,56465189,3587379,34667693,87603088,-19057281,-23523508,11155112,6994348,20687743,14579515,16451040,10016108,7.72,5.69,6.96,4.06,416494322,461616603,410239888,426095228
