구분,항목,자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)파인디지털,038950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85372,-11927,274144,-291629,124275,133371,91034,41964,,6.33,6.87,7.35,279302,6217276,10577791,12313089
(주)파커스,065690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2007656,-9071,,,103969,38509,,,,0,,,2551491,5051783
(주)파크시스템스,140860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53397,1599223,-1339367,,18165,25284,17205,,,10.01,8.09,,216475,237096,327423,
(주)팜스코,036580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5517206,1512702,4782122,4186399,1025854,2846101,2247286,937053,,9.23,6.64,2.81,35319967,33934744,32745439,30247134
(주)팜스토리,027710,,,,78181057,,,,43149828,,,,54175081,,,,24005976,,,,41793377,,,,33613271,,,,6510598,,,,14746161,,,,0,,,,10897701,,,,11884929,,,,36387680,,,,15826953,,,,140205572,,,,11025253,,,,14045064,,,,160107699,,,,19902126,,,,5857063,,,,7258334,-4084273,4831892,4057969,1053083,1364020,1418346,1630408,819900,9.06,7.98,9.18,4.83,8391093,9270009,9040261,8656143
(주)팬스타엔터프라이즈,054300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-274552,615628,2647607,,168871,135678,146596,,,4.2,2.29,,2645161,2622916,5865081
(주)퍼시스,016800,,127378252,137818525,152521878,,52054924,62770758,68347772,,62043310,71008177,77243622,,65334942,66810349,75278256,,24913345,26143154,25376605,,23422512,24447600,23724601,,0,0,0,,0,0,0,,0,0,0,,44525084,52949875,61578228,,15000,0,0,,102464907,111675371,127145273,,5994260,9278099,6349113,,116362814,94385536,104401671,,9988386,8237418,8895850,,17699962,22159539,26757087,,154093088,132269150,155125157,,37730274,37883613,50723486,,20030312,15724074,23966399,,19740224,14361001,18050106,10990511,29795106,7007988,9005062,58767,0,0,0,4.99,0,0,0,46931939,50288903,51728228,60701851
(주)펩트론,087010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-893710,,,,117263,,,,,,,,2901864
(주)포메탈,119500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491427,-434839,-119266,8432,386417,371326,424814,360697,,7.45,7.34,6.66,6376563,6680352,7876256,6905940
(주)포스코아이씨티,022100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46185,5806,1492318,-63919,1780525,1959700,1668423,2257403,,22.11,8.37,7.2,59250898,84365647,102026413,105317713
(주)포스코엠텍,009520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140032,-2201210,-4216303,15491509,1415253,1000095,893012,861800,8.95,5.7,4.67,3.21,22740256,20876710,18852905,17871023
(주)포스코인터내셔널,047050,,5693143599,2229501970,2201081224,,3431749818,724796851,775383970,,3763304335,867046098,961461400,,1929839264,1362455872,1239619824,,5351635598,2901140652,1761488571,,3676079299,1898609407,885291625,,1767006278,950534693,785590358,,1881920469,1036842966,92066849,,0,0,0,,154725740,216747989,210613426,,54456096,73963828,114678337,,341508002,-671638682,439592653,,1747383808,604742360,465336032,,239848643,6434300730,6227842002,,331554517,142249247,186077430,,3690739,238413132,187694176,,250585805,6771000793,6523610067,,10737162,336700063,295768065,,7046423,98286931,108073889,,2578316,-896246056,84174341,,-152442081,130949145,-3628133,,4341646,138260860,90624754,,,20.93,15.41,,436578268,310283117,259281196
(주)포스코케미칼,003670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-256656,-4877304,-820550,,2693649,3176366,835431,,,19.77,6.59,,40915329,39346640,31867692
(주)폴라리스오피스,041020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170225,,,,545,,,,,,,,93873
(주)푸드웰,005670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2247475,-2395777,147251,-96497,1964434,1362528,1707420,1721767,7.89,5.81,6.18,5.84,16919956,18510480,43603118,42360716
(주)풀무원,017810,205945060,235824348,235011051,239319924,69495536,56898785,67589015,67692094,85488107,72990503,76901690,74733324,120456953,162833845,158109360,164586600,131060114,143778901,134336552,123725556,64962888,63341832,69576837,107130451,2877446,4647971,23268334,10513867,4400000,13060298,6309859,4607177,0,0,0,0,1900060,4379811,4219019,7810095,34276954,13583876,21873207,17841671,74884946,92045446,100674499,115594367,20841332,27817491,34628810,32545109,83012160,147057554,195328112,257930198,15992571,16091718,9312676,7041229,37388586,53862577,65241779,85917081,127960468,214088147,279572787,377937679,44948308,67030593,84244675,120007482,7559722,13168016,19002896,34090401,2685243,4672123,11075262,20797653,-19103682,-1549252,467984,852736,11045860,9517881,6821332,4600974,13.09,11.51,10.24,9.27,87227308,94808154,99106267,107435622
(주)풍산홀딩스,005810,1708749377,1795262490,1718029830,1626398832,291218433,270755942,259993127,206965155,528816548,576173965,505605642,490331075,1179932829,1219088526,1212424188,1136067757,967280382,1053653688,941207844,809356565,651364174,577098301,561737782,473384430,144469813,320336612,239887602,252489804,283749036,277518809,198970867,218627620,0,0,0,0,9796276,9128760,13609119,19519823,52720940,27530208,33145247,14092747,741468995,741608803,776821986,817042266,203495552,197392865,173669449,153351445,954857186,1049512691,1028679685,1043034363,237598115,305418023,245612514,283365920,54934603,66884892,77035107,74130377,1175415076,1320391107,1273022005,1237818336,220557890,270878416,244342320,194783973,165623287,203993524,167307213,120653596,72013372,74171100,56705490,79202690,1326938,717219,-3165192,4623932,49242731,42314401,31613663,19302294,11.44,10.53,7.84,5.96,644485906,647870795,661944071,679180704
(주)프럼파스트,035200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64599,220748,-257886,,385724,409842,238223,,,13.82,7.05,,4686666,5525648,6844787
(주)프로텍,053610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-201157,752221,-132319,,0,52890,253265,,,0.8,4.02,,1538385,1864481,1912843
(주)프리엠스,053160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68398,-1413386,4498,,15850,25073,59356,,,0,11.87,,1801231,2449843,5098622
(주)플래스크,041590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825123,-488222,-69117,369160,118073,288963,589514,754742,,5.44,9.06,9.24,1193030,1633422,3162033,3173558
(주)플랜티넷,075130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365696,,,,158197,,,,,,,,3059045
(주)플레이그램,009810,,,,36824558,,,,6881976,,,,7476438,,,,29348119,,,,35128491,,,,23452148,,,,0,,,,7778921,,,,0,,,,1220170,,,,2374976,,,,1696067,,,,18541158,,,,17263478,,,,594462,,,,6936029,,,,14053109,,,,-3210370,,,,-10146398,,,,-11886306,117272,-473969,557504,482867,3896671,4083784,5505369,2331432,11.37,35.67,45.97,54.13,17852163,5623596,5156484,336927
(주)플레이위드,023770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73745,214787,9581461,-5831289,230245,212113,405207,1193374,8.27,7.24,3.26,5.94,4990332,4810525,3785441,966560
(주)피델릭스,032580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12694952,-7488448,-1132521,-5052047,665460,441677,671898,815412,14.66,14.46,10.26,10.68,1758166,1562494,1650798,1844701
(주)피씨디렉트,051380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391870,-2918125,6062460,,2570,2403,84971,,,0.37,4.12,,133431,143451,176503
(주)피에이치씨,057880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13141,2009778,3465101,,0,65982,119023,,,6.2,10.74,,234697,327860,578384
(주)피엔풍년,024940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-426038,-465132,564689,733331,762516,661339,554371,475378,9.92,19.74,8.72,6.49,15129664,20595990,20387233,20634197
(주)피제이전자,006140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1069211,405055,1158827,803297,1364157,276350,374477,328215,76.85,5.2,5.14,3.92,2709322,12837587,12268192,13475012
(주)피피아이,062970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1572634,,,,336433,,,,,,,,4277362
(주)하나투어,039130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289060,-494436,387261,2507722,2139,1077,958,117,,0,0,0,490323,659506,628168,1180270
(주)하림지주,003380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706523,726893,-2278978,8304705,3134084,1691974,3777864,3123557,,8.14,10.13,5.66,31312590,29015339,26086827,26254740
(주)하이텍팜,106190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0
(주)하이트론씨스템즈,019490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8837000,2415769,3988319,2706540,2973747,2409716,2568837,2954097,9.92,7.79,7.55,7.49,34902208,36201277,35884305,33879007
(주)하츠,066130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143447,12522,42951,593068,483630,461032,448589,279969,,5.7,6.58,8.26,6451902,13859790,16213413,16290390
(주)한국가구,004590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,977311,-801235,998151,258846,399802,439316,340146,8.34,11.38,8.61,5.38,15453962,23270629,25647748,25372592
(주)한국경제티브이,039340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919140,-795469,468904,-84127,0,6583,50360,62780,,0.69,4.69,5.32,2855691,4653269,3843272,3106022
(주)한국전자홀딩스,006200,462956206,428086881,570666339,540120070,141118022,112785976,148172200,159590415,195785994,175055760,221004771,215040557,267170212,253031121,349661568,325079514,343372311,256894106,293622666,252315185,197384415,157988690,172014726,131750122,58043965,33867857,68259981,57686491,59465548,22209411,70120671,65339676,0,0,0,0,43211156,37806556,30876470,52317376,0,24252819,41714651,26420000,119583895,171192775,277043673,287804885,64805107,44414052,68322117,74000278,326662552,425077658,460118537,408152409,54667972,62269784,72832571,55450142,55463804,53055062,59606625,60420585,417022720,557435806,588826769,518556773,90360168,132358148,128708232,110404363,34896364,79303086,69101607,49983778,18644441,29342528,40108391,32496595,-25321058,-10502779,-2137992,25187857,26959997,23201625,20485077,11467556,16.64,22.65,25.68,14.73,169339223,174656252,248266270,229426413
(주)한국종합기술,023350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414236,2368059,1032949,-2122938,263445,170414,311,7,,0,0,0,5737771,5549021,5746075,5760043
(주)한국카본,017960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3194932,-969944,2087644,774095,707569,181018,65584,606190,5.74,1.6,0.69,6.89,25952360,37903047,43846574,39387984
(주)한국코퍼레이션,050540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039917,318714,652108,-1063768,215835,255235,146574,115266,,11.92,7.21,6.61,831608,1674786,1939741,3359091
(주)한국큐빅,021650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61541,2629089,-1588894,,212872,20519,287,,,217.13,6.07,,5519640,7203170,10255289
(주)한국테크놀로지,053590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410044,-28682,-369979,,32410,200136,431697,,,3.64,6.13,,507131,404728,968090
(주)한국특강,007280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4331980,515101,3164648,-2262838,3761637,2814050,1847828,3817607,13.58,10.48,4.81,5.85,22344132,27460198,61198080,64854603
(주)한국파마,032300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42737,21940,8050,20246,894707,757477,668302,374809,,12.56,15.73,11.77,3313566,3082100,3038442,3142689
(주)한국팩키지,037230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333193,1757310,-329179,1083986,1303997,956451,716110,308593,9.47,8.99,6.34,2.81,8813017,9024170,14787039,13787598
(주)한국화장품제조,003350,211134717,201577137,197836462,191857416,40744407,32343487,41200631,33005120,56934751,45911303,56392450,49232299,154199966,155665834,141444012,142625117,53307428,52299140,45456388,39477622,43199034,45669583,36227851,29034957,0,0,0,0,9000000,14480000,5973846,6470000,0,0,0,0,3114223,2313755,2255647,4357308,9877373,5536209,5782000,2140000,157827289,149277997,152380074,152379794,21474192,20299823,29485646,23050074,32370479,30836717,41274112,38727311,16190344,13567816,15191818,16227179,75469037,83341403,98111221,104495881,107971756,109570638,146732363,146158098,75601277,78733921,105458251,107430787,132240,-4607482,7347029,2934906,-3550775,-8313362,3143201,1798558,-4256932,-509439,-78746,2091266,3452090,2561763,1376446,541111,10.4,13.75,14.57,9.84,131053927,130005089,116632658,116800893
(주)한글과컴퓨터,030520,,,96171549,66151453,,,38592759,27293748,,,39400636,27820322,,,56770913,38331131,,,59222059,34633550,,,30149895,10038596,,,0,0,,,23353230,6680775,,,0,0,,,967439,2215981,,,22549973,19183928,,,36949491,31517903,,,5986395,6589306,,,10366656,5416271,,,807877,526574,,,33853203,19371865,,,41137608,23357892,,,30770952,17941621,,,-3082251,-1430244,,,-46905400,-24969809,5348064,-7479868,-10459,1754223,1436192,1085033,4850656,2155623,15.46,3.18,9,6.82,2707178,16127541,17176222,16314436
(주)한네트,052600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558962,6261863,-7095589,,5900,43972,76933,,,0,0,,3272231,6456701,16288785
(주)한농화성,011500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155960,53841,-217507,953156,961325,938779,973018,586762,,10.67,11.74,6.46,8194015,7103678,8475231,8743958
(주)한독,002390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983549,-3133484,-342261,28780,7012387,5960567,4307253,3216373,8.67,8.41,6.98,6.55,78231820,107823169,106389025,100731401
(주)한라,014790,446647929,743930218,729268028,642016103,246993994,267616384,231302292,286643240,305267554,433338179,515602714,469111334,141380375,310592039,213665314,172904769,289098660,478647124,543196923,464289370,207029834,274126411,375541813,337444383,7904000,47337968,62680108,62394009,87379888,81921265,72644365,71309826,0,0,0,0,3127045,18987966,10924855,44877580,10210395,11085273,16228908,32498987,157549269,265283094,186071104,177726733,120542965,96524010,84446543,66215063,344001769,287893184,305241507,469619181,58273560,165721795,284300422,182468094,22895909,32035183,34296058,36554590,398154366,338358525,361435647,537626954,54152597,50465341,56194140,68007773,31256688,18430158,21898082,31453183,14603539,-39692097,2239763,3249780,-51573406,553867,626520,-1549211,16882253,21986833,19962847,22221990,12.4,10.87,8.39,9.06,17890726,20241143,19515796,14486909
(주)한라홀딩스,060980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65618064,-23597863,39969553,20043410,545687,41541013,32525128,26379618,,13.16,10.22,8.91,496114896,497983634,487166493,505889828
(주)한미글로벌건축사사무소,053690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761910,,,,1129,,,,,,,,770343
(주)한빛소프트,047080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432024,47229805,-44290659,,17205,115617,66701,,,20.75,23.94,,847344,5583328,5379622
(주)한샘,009240,,181695867,176401711,280498147,,67111968,65856599,148094811,,88061667,82627981,182970744,,93634200,93773730,97527404,,115510196,100431789,148801513,,64212671,63815745,135509113,,139456,502182,216287,,19156681,9863279,4396250,,0,0,0,,944772,1615443,43289347,,1357500,2112566,6286489,,66185671,75969922,131696635,,43059564,44628087,59359213,,235506243,304556073,373403396,,20949699,16771382,34875933,,69041109,85364704,113927708,,318800971,408027405,527563875,,83294728,103471332,154160480,,14253619,18106628,40232771,,6517241,11175652,22577952,-912099,-1053672,303241,39821023,4844261,4223566,5391519,1376688,,8.7,14.61,9.72,60284634,59693481,58930546,61618019
(주)한섬,020000,178035593,214741330,247611844,316618878,81642940,113743726,106714456,118049552,88056435,121142632,113730278,137187579,89979158,93598697,133881567,179431299,89933496,97524403,95091232,71570273,37249709,42351580,72120441,48266506,14670246,12090946,7995485,2197639,1909954,1301290,564,10228560,0,0,0,0,1281786,1113529,5145218,1165428,11161880,28240111,14050217,7839307,88102097,117216926,152520612,245048605,33824648,46112205,63052022,81833069,54735834,79834003,91978494,110112885,6413495,7398906,7015822,19138027,25399785,36860703,45992082,57865139,102055758,153659354,182498048,227804162,47319924,73825351,90519554,117691276,21920139,36964648,44527472,59826137,14719627,26663703,35053697,48351219,-5858384,6104,3944848,-4305102,1100236,1372804,1355620,446408,6.63,4.32,8.37,11.63,37319609,39176493,62258615,74292588
(주)한솔케미칼,014680,,,312601235,296525098,,,35303772,38540067,,,46696118,49330516,,,265905118,247194582,,,182221138,193409289,,,118832739,131850399,,,31044013,13313529,,,19646850,41659465,,,0,0,,,1679229,1656519,,,9639802,2381148,,,130380097,103115809,,,16195390,17196707,,,139532991,163119611,,,11392346,10790449,,,20253964,21684548,,,173511895,176131607,,,33978904,13011996,,,13724940,-8672552,,,-48373209,-22892304,-65367780,-10257471,-27061542,143491,20343925,14734214,10881487,7369862,14.89,13,10.21,10.81,131954403,137099726,135286555,132599986
(주)한솔홈데코,025750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280283,586656,505133,605658,27123445,19622985,18508378,12994663,,11.23,10.6,7.94,222261174,223668838,225410273,218463597
(주)한익스프레스,014130,65358415,48621104,,,13177474,9379169,,,15043108,10679043,,,50315307,37942061,,,58629999,44325120,,,36916213,33544249,,,8090024,6953334,,,7437805,3655871,,,0,0,,,2415515,379493,,,2288677,1387000,,,6728416,4295983,,,6740753,7097894,,,80778687,76305042,,,1865634,1299874,,,2857056,2001051,,,84874949,81016473,,,4096262,4711432,,,1239206,2710381,,,-3540007,-809403,,,2177833,-2034605,-120782,4570627,6043919,2654081,2157978,2649547,16.12,12.63,11.57,10.56,27116349,22459348,27723015,27521470
(주)한진,002320,733521586,784571016,771172016,,148001436,160701619,135720421,,150953273,163555957,138650210,,582568313,621015059,632521806,,422447160,450845996,417751947,,193495899,221791953,205639140,,10211139,70869480,97076385,,31703561,71879000,29979000,,0,0,0,,10135329,16040604,15305218,,5011853,6174201,7202778,,311074426,333725020,353420070,,107437096,34223239,26647710,,600404502,654947686,605748713,,2951837,2854338,2929789,,26736474,28923555,29447121,,671863059,718845118,678208299,,71458557,63897432,72459585,,44722083,34973877,43012464,,15480576,6808221,10063724,,-2358422,3714767,1653550,-9586127,30421423,24220483,23693786,17324054,15.23,11.59,9.83,6.64,463595322,484493435,503137941,505315829
(주)한진중공업홀딩스,003480,3564368529,3155810118,2888231845,2823360076,1159852707,1147141227,901442746,894642947,1357678494,1303522560,1126708702,1042735405,2206690035,1852287558,1761523143,1780624671,2461800192,2127088802,1855080847,1755978349,1116171589,1002063530,823789651,795384165,209534894,184154028,305438083,260150503,193581502,113466699,106672307,71328296,0,0,0,0,96972952,127858200,96764223,114879397,163808011,197315469,139744054,131595280,1102568337,1028721316,1033150998,1067381727,574310072,566746262,519744879,418375780,1511417811,1763970392,1683257736,1515697520,197825787,156381334,225265956,148092458,91997160,97341523,94906587,105265521,1849513690,2009801040,1920335065,1748112852,338095879,245830648,237077328,232415332,246098719,148489125,142170741,127149812,92413386,7660745,9842018,24183234,-79307735,28843677,-31466329,16615224,118993799,161640959,129837932,98012380,15.35,15.69,14.24,11.06,1260273133,1222357908,1195105265,1198552494
(주)한창,005110,241094835,212082200,151633543,59382657,57418391,48630507,69723153,8947014,133328920,110772255,83041195,10421863,107765915,101309946,68592348,48960794,216272957,178722688,139161637,55908523,103595081,81693380,48527723,27499282,88519612,89222129,94256725,25230666,28858777,37087046,22284464,7081077,0,0,0,0,529167,1465023,2308115,401059,2569259,673297,758706,0,24821878,33359512,12471906,3474134,36197950,31188404,24252465,36062975,208166517,179700977,106190052,69879594,75910529,62141748,13318042,1474849,10206241,8025797,19801023,4363602,213819266,186465371,109789166,76371718,5652749,6764394,3599114,6492124,-4553492,-1261403,-16201909,2128522,-20829426,-4161106,-64011308,-4699066,-4562694,1039679,-24875223,-96573,16040851,15224673,15932523,5883477,12.24,12.28,33.35,8.83,51641871,51024276,47802038,37175978
(주)한창바이오텍,043090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2069720,1410561,-1268292,,0,0,60082,,,0,2.07,,1681584,2914183,3647339
(주)한창제지,009460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4679876,344209,-518689,1869006,12553275,12147386,10036743,7130036,11.73,13.07,12.19,9.08,89258270,90822469,88847549,88965890
