구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
(주)삼산기공,017932,5.75,6.07,672253,725748,2400000,2400000,17.17,17.87
(주)삼선CSA,043261,-1.47,0.51,-82299,50487,812500,812500,38.03,35.78
(주)삼선그라텍,045927,1.47,1.33,607259,675657,700000,700000,55.44,63.29
(주)삼선글로벌,052462,1.97,0.88,1482551,853427,1470000,1470000,46.65,53.69
(주)삼성냉장,040680,1.21,0.97,1138493,942016,2000000,2000000,84.56,83.62
(주)삼성레이저,046192,1.33,-2.99,823375,-1548295,1450000,1450000,45.12,57.01
(주)삼성미트통상,043675,3.8,-3.85,300783,-1375532,100000,100000,26.42,45.16
(주)삼성산업,017936,-3.61,-0.59,-7365103,-796688,3000000,346670,109.19,67.19
(주)삼성엠케이,041934,-6.44,0.71,-3338521,340790,1050000,186360,101.11,48.23
(주)삼성의료설비,049162,2.09,2.66,543222,806828,600000,600000,47.99,52.87
(주)삼성이엔지,048918,1.09,-0.07,875704,-92424,300000,300000,110.76,123.23
(주)삼성잉크,041482,-15.97,38.2,-289749,666229,300000,300000,4.58,6.3
(주)삼성정밀,053273,2.46,2.13,566951,546487,500000,500000,60.04,49.06
(주)삼성종합건설,044344,53.81,4.06,431363,112185,2080000,2080000,42.2,54.08
(주)삼성콘크리트,015049,-10.59,-2.93,-7436866,-2245544,1724550,237405,122.74,58.43
(주)삼성테이프,050497,3.39,2.01,995885,1587352,1015000,2615000,44.78,57.13
(주)삼송랜드,044004,999999999,999999999,-454970,-530857,100000,100000,0,0
(주)삼송종합건설,048636,1.62,-0.08,11144168,-591127,100000,100000,64.64,79.81
(주)삼송캐스터,024039,3.61,1.82,1357948,2011596,2240000,2240000,19.69,35.51
(주)삼승종합상사,043079,,-10.82,,-4087330,,1100000,,67.43
(주)삼신,010559,-1.57,5.98,-635071,2195501,10574400,10574400,9.18,8.58
(주)삼신정공,015063,-4.08,-4.55,-3371391,-3160277,9100000,9100000,56.21,75.09
(주)삼아도시개발,049085,-0.25,2.82,-344659,4390437,500000,500000,107.1,95.09
(주)삼아아시아,042371,,7.43,,773155,,350000,,26.57
(주)삼안,017942,12.83,5.31,11411479,9515764,4799950,4799950,0,0
(주)삼안전자,043724,-0.95,-0.6,-759713,-622580,50000,50000,72.18,84.13
(주)삼양,046055,-0.1,,-271851,,800000,,96.51,
(주)삼양감속기,010752,2.23,1.65,7096435,4788797,926000,926000,52.82,41.58
(주)삼양금속,046255,1.06,1,803476,999182,1674940,1674940,51.19,59.87
(주)삼양냉장,017944,2.18,2.32,673815,821580,1300000,1300000,71.79,69.22
(주)삼양밀맥스,016016,8.25,4.26,9343924,7662502,22270880,22270880,21.64,30.79
(주)삼양발브종합메이커,015079,10.74,8.66,2476303,2253127,229980,229980,15.27,14.88
(주)삼양에프앤비,051957,5.72,7.7,917084,1714433,700000,700000,36.54,26.98
(주)삼양이엠에스,049093,-117.23,,-2938706,,15821280,,7.77,
(주)삼양인터내셔날,017945,26.02,30.18,4660873,6039050,3500000,3500000,2.24,2.04
(주)삼양테크,040598,7.79,1.78,2694710,797838,3200000,3200000,23.62,23.87
(주)삼양푸드앤다이닝,047895,999999999,,-613302,,6900000,,0,
(주)삼연,047030,0.18,0.78,38582,198494,1300000,1300000,58.21,34
(주)삼영,015095,999999999,999999999,-154299,-67823,81000,81000,1.4,1.37
(주)삼영,053258,1.78,1.76,515518,578026,250000,250000,40,38.03
(주)삼영기계,052094,1.22,1.51,394855,559690,660000,1260000,71.73,52.45
(주)삼영라이브,053919,-843.86,999999999,-1033730,-58791,300000,300000,66.18,66.7
(주)삼영씨앤디,053305,999999999,999999999,-78617,36486,11214160,11214160,1.82,1.35
(주)삼영에스앤씨,029282,-44.7,,-1084743,,1469600,,3.01,
(주)삼영유니텍,012577,1.58,7.74,269927,1819641,1335140,1335140,12.71,49.84
(주)삼영익스프레스,046818,1.01,1.03,351883,453141,600000,600000,59.74,41.82
(주)삼영피엠텍,050622,1.62,2.04,949480,1843582,390000,390000,63.66,64.06
(주)삼영필림,049931,1.54,0.15,468333,51750,160000,160000,98.09,100.14
(주)삼영필텍,050938,3.94,1.35,444337,205725,1000000,1000000,48.42,44.07
(주)삼오제약,039305,999999999,999999999,10607880,8459163,420000,420000,0,0
(주)삼왕주철,053212,6.7,0.64,771336,191562,250000,250000,54.77,64.95
(주)삼우,018082,2.53,1.23,8721197,6603174,933330,933330,56.21,43.78
(주)삼우기초기술,040864,2.44,2.48,987283,1753270,350000,350000,46.73,58.77
(주)삼우네오텍,046737,0.66,-1.42,275605,-676208,360000,360000,58.37,53.72
(주)삼우농기,052524,17.48,14.46,564392,547057,600000,600000,12.41,9.11
(주)삼우아트,047525,1.18,,308733,,800000,,54.79,
(주)삼우에코,047115,1.36,3,585931,1299400,2500000,2500000,27.63,20.81
(주)삼우에프엠씨,057356,,42.09,,2844779,,500000,,0
(주)삼우엔앤에스,041079,-1.4,2.35,-320675,852099,7358900,7358900,39.37,34.14
(주)삼우엔지니어링,046421,999999999,178.99,222182,1128688,150000,150000,0,0
(주)삼우엔지니어링,050045,-1.84,,-799398,,450000,,105.36,
(주)삼우케이제이에스텍,043889,3.12,8.35,2427895,6420474,5500000,5500000,50.42,56.57
(주)삼우테크,056545,,1.8,,440268,,1000000,,68.14
(주)삼원,049741,0.48,-0.01,134208,-3568,820000,820000,97.1,98.72
(주)삼원,053895,0.04,2.89,15386,1640825,300000,300000,75.77,61.53
(주)삼원강재,013529,5.03,12.34,5795837,9946784,47000000,47000000,17.06,8.65
(주)삼원농산,015122,0.98,999999999,728865,0,2100000,2100000,50.66,0
(주)삼원렌탈,053216,4.93,4.73,376558,929309,400000,400000,27.14,16.32
(주)삼원산업,015125,2.99,3.59,550289,734920,300000,300000,77.57,71.47
(주)삼원이앤비,024130,10.64,3.25,895040,318314,280000,280000,16.98,8.8
(주)삼원테크,045701,6.61,0.3,711336,36911,1400000,1400000,14.91,20.46
(주)삼이운수,050733,-4.36,,-673773,,100000,,40.65,
(주)삼익,015148,0.64,7.28,378340,4555769,10000000,10000000,29.52,32.76
(주)삼익유가공,015144,5.46,0.52,787497,126140,1100000,1100000,29.96,42.59
(주)삼인,040314,2.14,1.25,1103809,766607,2240000,2240000,45.55,51.9
(주)삼일냉장,039060,0.77,-0.15,345809,-75202,4300000,4300000,55.38,56.7
(주)삼일씨엠,053151,999999999,999999999,3524140,-185101,50000,50000,0,0
(주)삼일엘텍,043424,6.55,13.93,839013,1977114,1471490,1799985,23.81,22.33
(주)삼일제지,015149,-0.93,0.06,-1440959,98429,2260000,2260000,31.11,33.48
(주)삼일홀딩스,050383,3.58,9.56,1445802,4021909,1300000,1300000,38.31,22.78
(주)삼전,015159,-7.22,-4.55,-1323937,-87235,300000,300000,6.64,0
(주)삼정공조,046637,1.49,,442712,,900000,,23.98,
(주)삼정디씨피,053982,6.54,0.99,1049863,202320,890000,890000,37.67,35.63
(주)삼정씨앤씨,039854,999999999,999999999,-6520875,-1059903,500000,500000,27.11,31.57
(주)삼정이디엠,056753,,-1.11,,-1251359,,521500,,98.82
(주)삼정하우징,046823,1.02,1.72,2307295,9438525,300000,300000,71.31,82.91
(주)삼지,039621,4.36,2.34,1991123,1574014,2193000,2193000,53.76,55.27
(주)삼진앤컴퍼니,015181,2.61,5.47,3126882,6548246,750000,750000,37.91,34.55
(주)삼진일렉스,052542,2980.44,608.96,2241289,3357786,1000000,2000000,0,0
(주)삼진전선,041282,9.56,10.52,1958872,1792476,931200,931200,19.89,15.92
(주)삼진정밀,038845,201.9,345.72,4991065,5490422,700000,700000,0,0
(주)삼창감정평가법인,047995,-1.33,-5.13,-164322,-673243,2260000,2325000,17.62,18.53
(주)삼천리무역,054156,3.55,3.89,883329,1508965,700000,800000,62.34,68
(주)삼천리이앤이,049012,-52.46,-50.13,-7040624,-7879986,1300000,1300000,8.04,13.93
(주)삼천리이엔지,038980,3234.88,1885.34,3044018,4185458,15000000,15000000,0.12,0.51
(주)삼탄인터내셔널,010320,19.3,19.26,2273784,2367439,14076000,14076000,1.37,1.03
(주)삼테크아이앤씨,012727,1.04,,1320410,,4994394,,48.86,
(주)삼텍엔지니어링,057348,,2.17,,1058834,,500000,,54.36
(주)삼포통상,043474,14.54,8.1,2137182,1841770,500000,500000,16.05,31.91
(주)삼표,015199,2.46,3.45,20919830,35046311,14957235,14957235,28.24,27.53
(주)삼풍공업,045761,1.41,1.56,1195124,1534464,700970,1200970,74.65,65.36
(주)삼한,023211,44.36,3.01,2020800,230720,2550000,2550000,3.82,8.52
(주)삼한일렉트로닉스,041524,15.62,-0.81,749712,-514674,1000000,1000000,34.53,48.09
(주)삼현,015210,3.63,-3.1,500759,-397756,750000,750000,22.81,26.69
(주)삼현,017979,0.76,1.15,872171,1540487,2000000,2000000,24.12,28.63
(주)삼현비앤이,049425,9.61,4.27,1660234,1718070,1000000,1400000,30.51,26.33
(주)삼호건설,049398,6.15,8.61,1971727,1317945,2000000,2200000,3.69,2.92
(주)삼호산업,057080,,0.98,,266886,,900000,,74.28
(주)삼호엔지니어링,053229,1.91,0.48,344530,157011,500000,500000,42.33,52.25
(주)삼호유비,052268,-3.43,-15.31,-645651,-2284021,4286585,4336585,33.7,48.67
(주)삼호정기,047191,2.77,1.94,521889,378381,400000,400000,22.04,41.62
(주)삼호주택,050341,-0.5,-0.48,-114561,-103381,710000,710000,22.54,19.74
(주)삼홍테크,040792,-0.33,-2.78,-263087,-957947,2000000,2000000,24.55,27.91
(주)삼화개발,015222,-0.75,-0.82,-181641,-238439,3864530,3864530,71.81,77.71
(주)삼화개발,043941,6.94,11.41,1490048,2666826,300000,300000,0,42.49
(주)삼화건설사,030014,24.58,34.55,560599,569046,3805920,3805920,6.52,5.8
(주)삼화고속,010451,0.41,-1.8,519909,-2296689,1399305,1399305,36.6,37.27
(주)삼화기연,046972,296.55,161.98,4131794,3868259,100000,500000,3.57,4.52
(주)삼화모데스띠,040329,4.73,6.02,350891,415573,1000000,1000000,12.98,8.12
(주)삼화양행,017985,7.2,0.51,3411304,482486,386300,386300,11.2,24.91
(주)삼화조선,045568,4.47,3.89,2349059,2044125,780000,780000,48.71,45.91
(주)삼화종합개발,015237,2.82,2.03,7810656,4662242,1650000,1650000,65.72,0.28
(주)삼화판지,056560,,1.65,,499626,,2050000,,68.91
(주)삼환,050299,2.24,2.82,303328,650452,600000,600000,53.31,55.69
(주)삼흥,015242,999999999,999999999,10903720,9022046,1000000,1000000,0,0
(주)삼희,052204,-1.39,999999999,-46575,-157028,300000,300000,96.41,98.95
(주)삼희종합건설,044275,25.72,,873279,,1200000,,0,
(주)상귄홀딩스,046066,-83.92,,-619046,,125000,,0.02,
(주)상도건영,038691,-3.37,-2.4,-596002,-471295,3600000,3600000,14.56,15.39
(주)상도코포레이션,056573,,3.81,,736056,,500000,,27.24
(주)상륜개발,038700,-0.48,-0.56,-489078,-345177,700000,700000,48.08,49.86
(주)상륜건설,047156,-2.4,-1.41,-966563,-256937,500000,500000,102.75,85.31
(주)상림개발,052255,-0.08,-0.17,-115136,-530535,300000,300000,102.84,109.63
(주)상림피혁,050817,-2.56,1,-2923943,1019971,4000000,6005000,59.72,67.84
(주)상미공영,053586,3.04,4.85,154641,157087,500000,500000,60.54,11.06
(주)상보,015252,,,,,,,,
(주)상신,051571,1.89,1.53,423263,463041,1000000,1000000,49.38,42.96
(주)상신정공,050444,1.47,0.4,611431,201233,700000,850000,56.88,47.72
(주)상암아이티컨소시엄,046455,1.27,-2.33,4112319,-15899716,3000000,3000000,97.06,126.45
(주)상우종합건설,029623,0.42,5.33,364587,2949937,1300000,1300000,94.93,89.97
(주)상원랜드,045441,-1.26,-1,-823547,-763438,100000,100000,115.74,122.75
(주)상원콘크리트,015260,1.63,1.75,111148,201282,800000,800000,11.66,21.22
(주)상유리조트,052020,-0.29,-0.37,-212735,-1138785,300000,300000,100.82,112.46
(주)상일,010639,1.87,1.41,453618,279612,1400000,1400000,32.65,35.67
(주)상일하우징,056786,,-3.56,,-910460,,300000,,64.08
(주)상진미크론,015267,0.6,0.6,1103061,1222972,3105000,3105000,40.56,42.81
(주)상진화학,015268,1.58,1.43,924329,1129570,1300000,1300000,56.91,53.32
(주)새날씨앤피,048614,-0.06,-0.04,-1832892,-1305709,100000,100000,100.84,101.81
(주)새날테크텍스,044030,5.21,0.8,2295303,343882,971000,971000,52.53,38.48
(주)새로본,048318,6.71,,767531,,100000,,98.89,
(주)새로운성남,041345,-0.33,-0.11,-9312125,-4575949,500000,500000,125.16,123.07
(주)새로텍,043773,38.33,61.96,1187503,711738,450000,450000,5.2,5.22
(주)새론산업,046376,1.8,1.85,707274,1038517,1130000,1130000,69.64,53.8
(주)새롬건설,039696,-3.95,,-459534,,500000,,21.05,
(주)새롬식품,041310,0.02,0.76,5151,302573,500000,500000,56.93,44.79
(주)새롬아이티,043933,2.5,,1252244,,720000,,50.76,
(주)새롬전자,015276,-11.16,,-3981275,,4100000,,61.1,
(주)새롬정보시스템,012266,0.85,1.66,120086,217734,1810000,1810000,43.98,39.67
(주)새롬피아,047524,1.63,,695745,,50000,,26.77,
(주)새명,052641,,0.4,,257539,,2100000,,71.93
(주)새미랑,048993,-5.13,-0.7,-1949238,-10886420,300000,300000,104.34,102.1
(주)새벽집,053441,1.46,1.45,835747,908153,500000,500000,77.79,80.24
(주)새빛,049322,1.04,1.26,413360,616635,2500000,2500000,58.52,56.36
(주)새서울기아,041088,999999999,999999999,-363100,-377798,100000,100000,0,0.33
(주)새서울레저,039400,-10.01,-12.48,-5778294,-1544946,1500000,1500000,5.99,0
(주)새서울석유,039399,999999999,999999999,177063,169844,50000,50000,4.98,3.47
(주)새성복건설,042141,999999999,999999999,-499786,-378685,300000,300000,0,0
(주)새시대체인,026359,2,3.17,300946,734866,590000,590000,17.18,21.97
(주)새울림,053840,-1.21,0.57,-217402,170686,300000,300000,68.23,4.07
(주)새찬건설,044039,6.94,,2138791,,6000000,,11.55,
(주)새찬산업개발,013565,-1.76,-0.61,-880719,-493244,1000000,1000000,44.41,82.8
(주)새턴바스,015280,1.23,1.55,1133034,1493014,1170160,1336831,31.2,32.6
(주)새틀하우징,043640,-7.47,-0.67,-5777439,-1441729,100000,100000,132.98,132.6
(주)새한건설,015284,0.15,-0.68,1007111,-9713678,7500000,7500000,84.68,89.62
(주)새한레미콘,017994,0.34,0.23,223124,89079,1000000,1000000,34.3,36.12
(주)새한종합건설,015295,3.37,1.66,7051311,6320272,3855000,3855000,49.38,46.1
(주)새한텅스텐,043415,0.62,-4.16,119151,-856768,500000,1000000,34.44,54.49
(주)새한테크,051986,3.63,2.23,590440,853303,900000,1810000,47.54,24.89
(주)새한프레스티지,049795,-0.95,-1.09,-3119550,-4142063,300000,300000,118.72,121.65
(주)샘스,015300,999999999,999999999,903214,4089520,2135000,2135000,0,0
(주)샘시스템,056592,,16.03,,2595666,,50000,,30.99
(주)샘터인베스트,041319,2.61,,1950102,,300000,,56.84,
(주)샘하우징,015301,3.03,2.65,7280569,5177167,500000,500000,65.9,43.51
(주)생그린,021282,87.04,814.4,979685,691422,97500,97500,0,2.89
(주)샤니,010027,9.08,22.47,15507672,16180144,47640350,47640350,13.05,7.46
(주)서건,052019,10.26,0.93,2954127,723937,300000,500000,85.75,95.08
(주)서경산업개발,057245,,-0.3,,-51051,,50000,,16.19
(주)서경에너지,047497,6.41,21.65,519495,811505,2500000,2500000,35.87,47.97
(주)서광,028835,-43.25,-56.85,-1283186,-651269,2102715,2102715,0.12,0
(주)서광,049783,-10.66,-2.8,-1832027,-389623,500000,500000,14.23,27.85
(주)서광전자,015315,-5.94,0.81,-4193655,774819,1588470,3388470,69.71,63.95
(주)서구산업,018004,-3.04,2.13,-700642,482140,1300000,1300000,50.31,40.29
(주)서라벌,042482,3.11,2.27,9192555,7509977,100000,100000,66.2,75.97
(주)서륭,024340,-3.31,-1.16,-1977893,-739098,5217090,5217090,44.79,8
(주)서림산기제1공장,056797,,102.47,,3007394,,500000,,23.96
(주)서림에프씨,052208,-2.16,-1.57,-1066672,-2072583,50000,300000,110.11,124.93
(주)서머셋빌더스,039883,-0.28,-0.31,-1144410,-1792512,300000,300000,128.14,135.13
(주)서면지하상가,028954,999999999,999999999,185723,130173,50000,50000,0.13,0.13
(주)서문축산,052921,-0.65,-0.31,-504067,-783240,50000,50000,103.3,148.3
(주)서미앤투스,049694,32.74,4.09,3610036,531347,4601000,4601000,4.3,4.52
(주)서미트캠프,039853,0.43,-0.38,3289551,-3618954,500000,3000000,101.92,108.75
(주)서봉바이오베스텍,030638,18.46,2.79,626458,1020095,9850000,9850000,10.06,36.57
(주)서부산업,050589,2.61,,740683,,1000000,,56.53,
(주)서산테크노밸리,054442,,-2.99,,-5057042,,30000000,,53.93
(주)서안,046424,1.93,1.97,642992,654076,400000,400000,42.09,34.58
(주)서양네트웍스,020905,21.88,20.35,10538599,10565239,2000000,2000000,12.22,11.43
(주)서연씨엔에프투자,018800,6.39,-0.77,1149443,-211570,1700000,1700000,14.38,15.36
(주)서연씨엠씨,044287,1.05,1.07,378508,353119,300000,300000,66.47,68.35
(주)서연오토비전,030121,1.02,-1.43,175017,-184986,3000000,3000000,12.55,17.7
(주)서연인테크,020229,8.25,-6.51,925377,-705885,5000000,5000000,3.03,11.4
(주)서영,042050,3.56,1.89,8465772,5923559,2100000,2100000,48.81,58.3
(주)서영,054034,0.82,0.36,159277,92558,50000,50000,75.77,49.19
(주)서영엔지니어링,015339,366.88,3.61,92086,41033,500000,500000,0,0
(주)서울PMC,018442,6.04,6.99,4934775,4705842,11482720,11482720,23.36,18.28
(주)서울가든,015344,-2.39,-3.07,-1243723,-1724815,4282750,4282750,22.14,26.58
(주)서울경금속,020365,0.02,0.07,40933,185992,1719940,1719940,58.91,53.99
(주)서울광고,026362,1238.41,999999999,295979,213850,500000,500000,0,0
(주)서울금속,015349,4.1,2.56,5612920,5003160,1835620,1835620,34.51,52.14
(주)서울승합,047974,-2.7,2.05,-865936,537981,200000,200000,35.59,46.61
(주)서울약업,052116,19.92,5.69,186330,975592,500000,500000,26.4,27.63
(주)서울에너지산업,050526,1.03,0.87,1136726,897617,500000,500000,80.02,68.07
(주)서울오션아쿠아리움,015367,21.99,15.66,2104279,1735040,2452800,2452800,5.21,20.35
(주)서울옥션,029733,43.42,,14390622,,6594165,,20.03,
(주)서울지오팜,026908,1.96,-2.16,865885,-885895,2500000,5000000,10.49,7.88
(주)서울탑건설,039388,1.23,0,40565,28,1500000,1700000,0,14.96
(주)서울히어로즈,057333,,-290.82,,-3875215,,1000000,,66.56
(주)서웅약품,030715,2.11,1.92,1119083,1266213,660000,660000,39.29,40.61
(주)서원기술,048680,2.42,0.9,848820,460122,802000,802000,50.58,56.24
(주)서원양행,010809,1.3,1.7,827863,1828799,500000,500000,36.5,41.27
(주)서원인텍,039551,,,,,,,,
(주)서윤개발,047420,3.86,-0.53,4836279,-187060,300000,300000,43.37,28.18
(주)서일,039969,0.74,,1057932,,3000000,,53.44,
(주)서일에이전시,053626,1.11,1.6,553496,1180204,800000,800000,58.23,40.85
(주)서주,048498,999999999,999999999,-245298,-279908,1000000,1000000,96.62,98.21
(주)서준,048102,0.81,2.51,330970,1679917,1400000,1700000,7.02,63.2
(주)서지씨앤씨,049963,-0.17,-0.53,-768720,-3411247,300000,300000,106.75,117.66
(주)서진에스앤피,052276,6.39,4.94,2978669,3267525,700000,700000,54.65,18.99
(주)서진엘씨코리아,050012,1.31,1.96,332615,548671,400000,400000,40.72,41.82
(주)서진엘앤씨,056379,,-0.15,,-3479,,100000,,99.21
(주)서진오토모티브,010337,1.35,2.14,3195735,5590318,11272000,11272000,32.06,35.31
(주)서진인스텍,028656,-1.16,1.51,-370724,537474,1000000,1000000,64.6,46.51
(주)서평에너지,056353,,963.74,,66498,,10000000,,0
(주)서플러스글로벌,049371,5.21,0.87,3014139,1014958,1500000,1500000,62.86,65.85
(주)서한,015409,13.68,399.03,337798,650028,970000,970000,0.43,4.58
(주)서한글로벌,049676,0.1,8.91,135130,7066625,600000,600000,77.79,14.08
(주)서한사,018028,2.03,1.83,3282711,3456344,20000000,20000000,16.72,19.64
(주)서현,049765,-0.4,-0.08,-1753084,-958425,1000000,1000000,107.7,112.47
(주)서호도시개발,046293,-0.67,-0.24,-349206,-187250,300000,300000,28.29,29.96
(주)서화하우징,053078,-1.11,-0.85,-450688,-2639229,300000,300000,65.59,61.46
(주)서흥건설,039965,-3.07,,-3825370,,2050000,,55.32,
(주)서흥플라즈마,038614,-1.13,-0.53,-871376,-477182,4900000,5900000,43.8,48.11
(주)서희비엔씨,042387,14.12,-120.35,761519,-13388133,200000,200000,4.75,54.52
(주)서희이엔비,043714,-0.49,-0.46,-1348289,-2719724,100000,480000,74.9,89.02
(주)서희휴먼테크,048817,999999999,999999999,-28470,-37217,50000,50000,99.96,99.99
(주)석교상사,047375,95.76,23.74,4895824,2779744,150000,150000,7.4,10.72
(주)석교스포츠,056477,,15230.1,,2025603,,300000,,0
(주)석영엔터프라이즈,041245,1.2,0.28,959222,244224,500000,500000,51.31,62.15
(주)석우,043732,,1.18,,284548,,1500000,,32.78
(주)석진이엔티,049265,1.95,2.2,512724,807609,750000,750000,63.96,57.31
(주)석진컴텍,038774,1.99,2.06,1330431,1573545,600000,600000,66.77,62.46
(주)석천레미콘,015423,0.17,1.61,54684,560708,2000000,2000000,57.71,30.29
(주)석탑엔지니어링,050332,0.12,1.45,42756,526247,1500000,1500000,26.55,27.33
(주)선.디앤씨,049559,-0.13,-0.54,-137769,-177598,100000,100000,130.64,431.85
(주)선경스틸,051041,2.82,4.65,572822,853885,300000,1000000,48.63,16.71
(주)선경스틸,052768,2.82,4.12,1161892,2014436,200000,200000,59.78,43.46
(주)선경홀로그램,052930,7.97,4.91,715767,338147,450000,450000,19.84,12.14
(주)선광,030225,999999999,999999999,-306988,-643194,600000,600000,0,0
(주)선구플래닝,041078,-1.68,-1.9,-393321,-1547009,100000,100000,91.93,108.79
(주)선국교역,040642,-2.84,4.45,-677831,1285638,800000,800000,54.91,50.66
(주)선리치골프클럽,050382,0.56,0.36,243836,429728,1205880,1205880,70.74,77.01
(주)선린건설,053746,-1.36,-0.03,-6166021,-545558,1200000,1200000,104.18,112.49
(주)선만,053413,-0.62,-1.17,-318187,-1025051,2042815,2042815,71.72,89.58
(주)선샤인,018033,0.94,0.3,484198,174242,3150000,3150000,47.41,27.22
(주)선앤엘인테리어,040522,-104.26,4.2,-702745,358644,3000000,3000000,0,1.37
(주)선양,053037,1.69,2.06,457921,355078,950000,950000,25.57,23.17
(주)선엔지니어링종합건축사사무소,046333,676.8,1103.13,3421239,3867581,2200000,2200000,0.15,0.03
(주)선영건설,045633,-20.36,-0.1,-466468,-596145,300000,300000,98.93,92.81
(주)선우,018038,26.63,-0.75,1572748,-5669,500000,500000,0,2.28
(주)선우산업,047911,2.12,3.59,727726,1881913,2100000,7100000,96.34,97
(주)선우엔터테인먼트,056743,,2.2,,1569431,,630000,,76.45
(주)선우이엔씨,045134,-0.55,0.09,-370179,73688,1000000,1000000,105.23,70.6
(주)선우정공,051994,2.12,1.09,274297,306533,300000,300000,78.72,83.8
(주)선우플러스,042110,11.94,-9.92,4153889,-450961,350000,350000,0.12,12.82
(주)선운,030445,6.92,0.42,4451102,708273,6300000,6300000,17.42,40.48
(주)선일,049031,-2.96,,-522471,,1800000,,69.59,
(주)선일로지스틱,056542,,-0.01,,-1053,,100000,,74.86
(주)선재하이테크,012558,7.1,67.09,199721,2555142,835000,835000,3.96,11.67
(주)선진개발,050654,-0.57,-0.46,-2540641,-2706079,50000,50000,104.56,109.79
(주)선진에프에스,053788,1.4,-1.95,152249,-401728,2500000,2500000,28.4,77.43
(주)선진엔지니어링종합건축사사무소,018040,10.09,6.66,3609520,2191263,1989620,1989620,8.38,14.43
(주)선진엔터프라이즈,015447,-1.72,-0.41,-6359031,-1620531,500000,500000,286.95,406.1
(주)선진일렉트로닉스,012716,-9.01,-2.22,-5066169,-1275763,7512455,3228000,22.48,62.41
(주)선프라자,045388,1.31,1.01,644035,736254,1744000,1744000,70.2,82.62
(주)선프라자,048515,1.2,0.86,540627,796492,1704990,1704990,77.73,101.47
(주)선흥물산,047433,8.05,2.01,1224905,360166,300000,300000,28.8,30.84
(주)설씨앤디,045963,-0.02,-0.28,-33996,-470134,300000,300000,28.91,28.92
(주)설프코아시아,045298,999999999,999999999,-290790,-629848,5235500,5235500,6.86,7.73
(주)성건개발,041751,-0.51,-0.17,-809210,-342720,500000,500000,65.07,101.48
(주)성공약속,053552,-0.16,-0.22,-249360,-582743,50000,50000,105.07,115.47
(주)성광,030722,-1.32,1.39,-409342,494162,90000,90000,37.02,39.22
(주)성광,051583,-0.98,2.32,-494741,3011834,100000,100000,102.68,86.25
