구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
(주)건양,012879,,-0.31,,-109024,,3100000,,58.71
(주)건양페인트,012882,2.41,2.05,3124456,2868656,1200000,1200000,83.92,81.72
(주)건우정공,012888,,-0.34,,-69131,,100000,,29.33
(주)건잠디지털,011021,-11.75,-19.95,-752314,-3947137,4537872,4537872,4.92,28.87
(주)건화,012896,10.54,7.44,2382849,2545628,5000000,5000000,7.81,7.46
(주)건화,017441,15.56,17.44,2867931,3650173,500000,500000,24.05,22.54
(주)건화기업,012895,,1.98,,1762278,,3050000,,39.49
(주)건화이앤아이,010535,-0.99,1.22,-803234,782558,3450000,3450000,18.92,24.78
(주)게스템프카테크,018571,-2.31,-1.08,-4953246,-1928364,19000000,22000000,44.52,57.48
(주)게토코리아,028377,,-8.15,,-2075788,,3341314,,27.13
(주)경도,013555,,43.53,,347672,,4450000,,2.18
(주)경동개발,012917,-942.16,-1061.71,-2953685,-2763631,15000000,20000000,0.16,0.11
(주)경동원,026351,1.85,4.37,368704,1101865,3000000,3000000,10.57,18.22
(주)경방상사,012923,-0.03,-0.59,-124489,-1995177,1200000,15455500,106.72,92.99
(주)경방어패럴,017034,,,,,,,,
(주)경보씰텍,012925,5.04,-4.05,873192,-705609,2600000,2600000,17.97,20.29
(주)경보제약,012927,1.53,1.22,4330417,3064042,3000000,7913750,62.31,54
(주)경빈,020642,,11.18,,932057,,100000,,17.34
(주)경성건설,012934,1.25,1.13,400256,3146802,300000,300000,58.17,10.15
(주)경승,012806,10.87,38.11,3185815,8213374,150000,150000,32.02,11.76
(주)경안전선,021831,1.53,1.13,1657217,1297128,3200000,3900000,65.16,54.55
(주)경암물산,010165,73.92,999999999,2119505,2909776,50000,50000,22.38,13.92
(주)경원엔지니어링건축사사무소,020142,4.67,2.1,2653124,1982081,1500000,1500000,17.09,23.04
(주)경원코퍼레이션,012951,14.59,3.26,560142,1637662,900000,900000,41.69,49.33
(주)경인방송,021849,-15.93,-3.29,-15446453,-12534570,74110000,74110000,54.29,98.79
(주)경인일보,012960,-16.37,-11.87,-1954692,-1849874,11468230,11468230,3.63,6.79
(주)경향신문사,012983,,-0.88,,-10552442,,13359810,,29.59
(주)경향하우징,012539,,999999999,,1502932,,1305000,,0
(주)경호엔지니어링종합건축사사무소,010868,200.71,999999999,1647387,1535883,1320000,1320000,3.07,0
(주)계림공영,012989,,102.13,,237762,,400000,,0
(주)계선,012995,1.23,-13.04,671564,-6012048,3000000,3000000,15.67,20.23
(주)고려노벨화약,021901,3.08,2.73,7839628,6678514,8689200,8689200,45.2,36.5
(주)고려물산,013004,,1.6,,609739,,50000,,60.03
(주)고려반도체시스템,013005,,3.3,,918228,,1333340,,23.94
(주)고려양주,017472,2.15,1.34,910325,493362,1000000,1000000,41.55,15.18
(주)고려정보통신,011032,,-2.01,,-598037,,2540421,,32.18
(주)고려제지,026512,1.66,1.28,21730798,16513253,19772475,19772475,92.7,84.81
(주)고려진흥,013020,-88.82,999999999,-788125,-528204,1000000,1000000,67.59,65.3
(주)고산,011910,227.25,753.28,7359383,8193428,1340000,3000000,2.82,0
(주)고아정공,013028,,1.55,,645837,,990000,,54.76
(주)고합,028815,,-0.14,,-49512650,,186521205,,160.98
(주)골드라인,017476,1.06,-1.15,404947,-612078,1600000,1600000,53.56,69.22
(주)골드라인파렛텍,015716,,0,,2657,,1500000,,77.86
(주)골든듀,020459,1.16,1.8,428182,777954,3000000,3000000,42.42,43.7
(주)공영엔지니어링,010176,3.87,4.39,1378345,522057,1900000,1900000,21.66,13.27
(주)공정관광,013045,,-15.34,,-1381986,,150000,,745.27
(주)과학기술복권,013048,-214.16,,-3043393,,200000,,0,
(주)관악상사,021957,4.28,-21.03,31995,-147556,775855,2030000,75.11,59.71
(주)광덕,028663,,0.48,,274914,,300000,,62.37
(주)광보하이테크,014420,2.8,6.31,1596249,2312718,860000,860000,43.65,11.99
(주)광산,013068,,2.16,,843753,,750000,,33.46
(주)광서엔터프라이즈,017484,0,-1.49,-2088,-2527557,150000,150000,66.02,0
(주)광성개발,013070,,29.05,,272542,,750000,,29.95
(주)광성전자,013074,,2.3,,324446,,550000,,13.06
(주)광성텍,021980,2.81,0.8,778922,228436,780000,780000,49.02,50.81
(주)광영토건,013084,4.7,8.91,13428371,12195488,15000000,20000000,19.88,10.15
(주)광원어패럴,013086,1.63,2.51,585569,765669,3500000,3500000,17.35,13.83
(주)광일,010179,16.58,13.82,913724,685121,2024000,2024000,7.32,6.93
(주)광주관광호텔,013092,,0.47,,80878,,2500000,,65.55
(주)광주신세계,010725,212.05,,14550522,,5500000,,0,
(주)광주지오팜,016273,,-1.81,,-147304,,201000,,14.47
(주)광진상공,017495,1.16,1.24,2540711,1795680,4500000,5700000,30.05,35.26
(주)광진윈텍,013100,,11.03,,2120674,,2755000,,29.29
(주)광호,013103,,1.34,,796859,,1100000,,48.8
(주)교보문고,017496,17.64,33.09,3016901,3913567,1000000,1000000,5.41,4.67
(주)교원,013107,44574.85,69590.8,29508554,36604763,100000,100000,0,0
(주)교원교육,013108,999999999,999999999,6454851,5346222,100000,100000,0,0
(주)교원프라퍼티,013041,103.15,999999999,25534444,30895625,100000,1000000,0,0
(주)교학사,017499,-0.45,0.18,-1159935,468923,5600000,5600000,32.17,32.31
(주)구미인터내셔날,013111,,3.11,,348451,,2000000,,23.49
(주)국도이앤씨,028639,,-93.45,,-5868085,,300000,,89.95
(주)국보디자인,013130,6.22,999999999,953812,3506029,1400000,2000000,0,0
(주)국일방적,013132,2.63,2.43,4674730,3271678,5297160,5297160,35.15,29.61
(주)국일인토트,010893,-2.44,-1.03,-1281580,-650579,3462900,3462900,44.85,63.33
(주)국제금속,017508,1.75,1.97,1488183,1830419,1500000,2500000,63.87,36.74
(주)국제기업,026258,2.5,3.11,794302,981333,650000,650000,47.52,55.95
(주)귀뚜라미가스보일러,013162,999999999,999999999,20087476,23399522,2200000,2200000,0,0
(주)귀뚜라미에너지,012831,11.96,13.77,6964383,5714376,10804430,20000000,5.6,1.65
(주)귀뚜라미홀딩스,013163,999999999,999999999,547443,1307980,100000,100000,0,0
(주)귀뚜라미홈시스,013161,999999999,999999999,3026929,4737500,3515000,3515000,0,0
(주)그라스텍,028369,2.39,2.61,77282,167585,300000,700000,22.36,14.51
(주)그랑빌건설,012865,,999999999,,-269795,,300000,,98.21
(주)그레이프커뮤니케이션즈,013502,13.14,64.72,779894,1024178,500000,500000,3.78,0
(주)그리쉼,017519,999999999,999999999,200794,6246,50000,50000,1.71,0
(주)그린스코,026605,3.91,7.91,4373920,5863747,2000000,2000000,0,0
(주)그린앤블루,013174,-3.54,-0.99,-2195752,-481342,1800000,1800000,27.42,26.66
(주)근대화유통,010807,999999999,999999999,-43434,-38929,300000,300000,0,0
(주)근영전자통신,013187,,1.72,,447873,,3000000,,41.4
(주)근화씨엔씨,013189,,0.65,,466333,,1150000,,57.04
(주)글로리아,017528,0.15,0.69,115190,587738,3000000,3000000,78.01,77.71
(주)글로벌아이엔씨,013193,,11.4,,4197886,,1200000,,19.8
(주)글로벌테크,012600,,-2.66,,-1116839,,2300000,,63.67
(주)금강B&F,013200,1.49,3.08,599477,1490772,2800000,2800000,34.92,38.2
(주)금강레미컨,013198,0.44,1.49,40433,139562,750000,750000,8.43,3.95
(주)금강레저,010188,999999999,999999999,1514960,1636277,2000000,2000000,0,0
(주)금강로지스틱스,017541,1.78,2.65,954017,1331154,1500000,1500000,60.09,41.57
(주)금강밸브,013199,,11.03,,1583960,,1000000,,31.31
(주)금강쿼츠,020665,13.76,7.78,1857665,1419047,2000000,2000000,22.25,17.5
(주)금광건업,022129,999999999,0.58,174538,126697,7320000,11350000,52.97,45.04
(주)금광종합목재,013208,1.67,1.66,593890,654931,700000,1200000,64.37,61.73
(주)금덕종합건설,028785,,23.53,,150153,,2400000,,11.31
(주)금동엔지니어링,013212,0.9,1.58,599526,783866,500000,500000,11.85,22.7
(주)금륜건설,015742,,999999999,,1598694,,300000,,0
(주)금복,022140,1.11,1.02,426446,352359,500000,500000,78.74,76.63
(주)금성백조주택,013221,4.93,7.71,3153062,5707680,8000000,8000000,18.25,15.53
(주)금성출판사,013226,0.25,-4.23,259589,-4070650,4392000,4392000,21.54,23.86
(주)금양레포츠,013229,,-4.17,,-1394027,,1050000,,50.93
(주)금영,013232,1.18,-2.71,767565,-1781098,1679090,1879090,39.6,47.52
(주)금용섬유,028385,,3.82,,298760,,50000,,13.78
(주)금자탑,013237,0.73,1.01,1350211,1519481,9928880,9928880,78.67,74.99
(주)금풍,013243,0.49,0.64,272871,380316,3100000,2050000,85.52,40.93
(주)금호에이치티,013213,5.68,5.2,3752082,2780633,2300000,2300000,30.91,34.91
(주)금호하우징,022202,-3.01,-2.39,-136786,-131990,300000,300000,14.42,1.1
(주)금호환경,013253,,-0.95,,-604972,,2500000,,91.05
(주)기가레인,021262,22,,134761,,1500000,,9.12,
(주)기도산업,013261,10.97,10.82,4952928,8058657,3000000,3000000,42.47,24.34
(주)기린산업,026264,1.22,1.16,6274179,6469456,5000000,5000000,72.27,78.12
(주)기술나라,012538,-5.48,-2.69,-534798,-336619,1700000,1750000,60.15,69.47
(주)기영약품,017552,3.5,4.89,203040,638463,500000,500000,1.91,7.31
(주)기원,017553,277.16,7561.72,2435447,3523763,1000000,1000000,0,0
(주)기평인터내셔날,013284,,0.11,,190978,,350000,,90.06
(주)기풍,013285,,-5.12,,-2687563,,2000000,,75.52
(주)기화정밀,013287,21.57,11.45,2090790,1856280,250000,250000,17.79,21.83
(주)기흥기계,013289,1.33,1.08,487774,373908,3100000,3700000,39.93,29.16
(주)길훈종합건설,022239,-0.29,0,-4333510,-2443,6090000,6090000,134.62,160.03
(주)김산주,028661,,0.1,,260069,,879215,,64.09
(주)김약품,013294,,58.67,,607126,,500000,,2.78
(주)김정문알로에,017559,0.68,0.98,545905,640857,835000,835000,49.91,43.55
(주)나경상사,026267,1.59,1.31,597229,461313,3264000,3264000,50.04,46.88
(주)나노텍코리아,013304,,-2.68,,-946428,,2104885,,63.09
(주)나노하이텍,017560,-2.14,2.85,-577684,773852,5000000,5000000,33.84,27.52
(주)나눔기술,010970,-24.1,-76.6,-1356828,-3239789,4260000,4260000,0.36,4.61
(주)나다텔,011577,-24.95,-44.12,-1780270,-1832089,3027510,3027510,5.91,4.16
(주)나라시스템,013309,999999999,,-163512,,300000,,0,
(주)나래기술,013311,,-34.25,,-810901,,5000000,,8.39
(주)나래나노텍,013312,,3.22,,694857,,4013000,,21.16
(주)나래앤컴퍼니,010620,-3.09,1.41,-36426429,13588726,43283700,43283700,15.6,22.14
(주)나래통신기술,022248,3664.34,,1004029,,300000,,0,
(주)나우스넷,028537,,1.35,,317469,,855000,,26.54
(주)나우콤,010663,-4.5,-2.85,-4947460,-3322351,10300000,11130000,33.91,53.97
(주)나우콤,029103,5.89,38.24,134683,772404,750000,1495000,17.07,4.43
(주)나우테크,010189,2.1,2139.71,730563,1095532,1890000,1890000,3.46,0
(주)나이스엘엠에스,014814,,4.35,,1074307,,665000,,53.9
(주)남강건설회관,013328,3.51,7.48,1443398,1665164,3150000,3150000,27.49,16.51
(주)남경코리아,013333,,-0.99,,-132471,,500000,,24.95
(주)남북,022275,-0.21,,-124336,,1500000,,0,
(주)남서,013347,,-0.05,,-25698,,1250000,,70.27
(주)남선기공,010199,3.58,3.2,5790946,3087008,3500000,3800000,76.02,47.52
(주)남신약품,013355,,3.16,,104009,,200000,,1.68
(주)남양,013358,4.51,6.49,5585997,9390892,783720,783720,29.42,38.1
(주)남양건설,013359,,-0.81,,-333852,,819000,,118.24
(주)남양주택건설,013369,,-10.06,,-2197002,,1975000,,50.2
(주)남영전구,013377,1.99,6.71,1764441,2060562,5000000,5000000,24.27,19.6
(주)남우,013379,1.31,0.98,5249200,8821939,300000,300000,16.65,9.17
(주)남원텍스웰,013382,,1.39,,558255,,1000000,,71.5
(주)남청,013390,2.07,3.85,2228337,3905000,2929000,2929000,50.24,51.47
(주)남태평양관광호텔,013391,0.23,,241280,,2350000,,101.82,
(주)남향레미콘,013398,,0.11,,25749,,1030000,,32.98
(주)내성기업,013402,73.38,-439.69,491550,-281839,150000,150000,0,0
(주)내쇼날스타치,013403,21.59,54.39,8021576,10388121,12695300,12695300,11.11,0
(주)내일네트워크,013406,,2.7,,423256,,14183000,,14.52
(주)내일신문,013407,,999999999,,2128854,,4000000,,0
(주)냉장인터불고,015591,,999999999,,231925,,770000,,0
(주)네모이십일정보통신,011398,,-4.26,,-1490910,,1588300,,86.18
(주)네스디스플레이,012312,,-318.13,,-3470121,,3698305,,3.04
(주)네오로직스,012686,,1.17,,105100,,1050000,,23.67
(주)네오리소스,016360,,6.28,,2399306,,1322000,,32.19
(주)네오슈테른테크놀로지,012629,,5.09,,2243042,,3000000,,24.84
(주)네오텔레콤,013416,9.73,,2051669,,2625000,,21.78,
(주)네오트론,013417,,-6.74,,-2042521,,2983970,,97.77
(주)네트라인플러스,011214,-191.43,-6.9,-543483,-140473,847450,847450,42.55,25.45
(주)네트플러스,013421,,1.23,,846497,,1610000,,49.14
(주)네티움,011274,-19.26,,-300448,,640000,,19.53,
(주)넥소어,012657,999999999,999999999,-248811,-323385,500000,500000,88.22,93.91
(주)넥스턴,013425,,-25.27,,-3452934,,2880000,,11.5
(주)넬바이오텍,012206,,-3.72,,-550725,,3255000,,20.98
(주)넵스,026274,1.75,5.49,1018457,588801,450000,450000,17.46,0.05
(주)넷피아,011098,-34.58,-18.1,-1177435,-899113,1522439,1522439,20.47,56.16
(주)노루비케미칼,013848,,999999999,,1354040,,150000,,0
(주)노루오토코팅,026316,999999999,999999999,8947435,9394003,4000000,4000000,0,0
(주)노루케미칼,019250,3.05,3.66,2007186,1876923,900000,1500000,25.27,29.3
(주)노루코일코팅,013877,,0.51,,170716,,5000000,,15.2
(주)노벨과개미,022359,9.18,7.61,3340418,5494922,800000,800000,28.48,35.62
(주)노벨아이,017700,3.78,4.98,1136756,3335468,600000,600000,13.84,15.04
(주)노브랜드,017585,0.26,1.43,239167,2176759,1000000,1011590,44.22,39.64
(주)노비언코리아,019983,-1.9,,-991647,,4504960,,75.08,
(주)노키아티엠씨,013441,999999999,999999999,214054015,322437499,10186800,16550300,0,0
(주)녹십자바이오텍,017586,,-230.52,,-2102125,,2000000,,5.58
(주)녹십자피비엠,011872,49.22,55.89,7602247,17672735,5000000,6400000,14.92,2.08
(주)농심기획,013451,14207.16,39561.2,1591202,989030,500000,500000,0,0
(주)농지개량,013459,,2.61,,246205,,2000000,,15.41
(주)농협대전유통,022767,999999999,-778.58,-227677,-2079600,13224660,22795660,37.79,31.15
(주)농협부산경남유통,022373,-79.1,0.28,-3737043,22804,11400000,11600000,3.62,3.53
(주)농협유통,010727,19,20.15,9327405,8589410,18220000,18220000,9.17,4.79
(주)농협충북유통,026276,2.83,15.65,293650,1779482,5500000,5500000,15.91,11.35
(주)농협케미컬,018287,-1.82,0.93,-8389256,5279185,22250000,22250000,42.99,51.42
(주)뉴메디컴,011581,,1.48,,102592,,1510000,,46.71
(주)뉴스타디지털,017147,,-4.27,,-4680011,,12750000,,27.69
(주)뉴월드,013474,2.99,1.02,2431895,1059252,2000000,2000000,44.5,55.94
(주)뉴죤,028740,,999999999,,-7247,,50000,,99.78
(주)뉴컴월드,013477,,-1.33,,-967855,,3100000,,57.04
(주)뉴크라운관광호텔,013479,6.9,1.45,347843,35132,6000000,6000000,0,59.58
(주)늘푸른오스카빌,010747,7.35,39.38,7275762,16744304,1000000,5000000,11.4,8.66
(주)능률교육,012675,,15.22,,1345964,,1649330,,13.64
(주)다농,013484,-1,-0.86,-327707,-210456,1110000,1110000,55.32,58.77
(주)다다,013486,-103.45,-310.76,-312926,-330032,785000,785000,0.25,0
(주)다반테크,010858,,999999999,,2711127,,5397600,,0
(주)다빈종합개발,013490,,-8.46,,-366357,,50000,,13.02
(주)다산,028818,,0.68,,1715006,,2962400,,39.91
(주)다산전자,012659,,-3.06,,-1896406,,3000000,,6.4
(주)다산컨설턴트,026278,2.22,1.71,1021926,886234,1100000,1100000,45.28,38.65
(주)다성마그네틱,013493,0.6,1.67,372301,1171350,1438900,1438900,58.55,55.03
(주)다스텍,011942,6.34,3.7,1580033,1260169,2600000,2600000,29.1,34.59
(주)다우시스템,011170,,1.73,,169650,,1263108,,44.91
(주)다원종합개발,013496,999999999,,144667,,1300000,,10.32,
(주)다원케미칼,022420,1.77,3.2,643553,735149,150000,450000,60.66,42.08
(주)다이나맥,017750,0.94,1.13,1771621,1931075,3000000,3000000,48.7,51.76
(주)다이너스티인터내셔날,020704,,999999999,,40934237,,300000,,0
(주)다이알로직코리아,012699,,18.28,,1883155,,1650000,,37.6
(주)다인텔레콤,012330,,-30.33,,-3309401,,4500000,,36.32
(주)다코스정보통신,013507,,-9.29,,-1466208,,1650000,,19.36
(주)다크호스,011251,-251.58,-173.78,-435743,-219486,830000,830000,0,19.49
(주)단성사,013510,1468.07,-4.59,411060,-444733,334600,334600,0,25.65
(주)단우실업,013512,14.16,-4.98,670266,-357836,1000000,1200000,1.77,8.08
(주)단월드,017601,2.07,2.52,2113329,2362250,800000,1180000,33.54,23.5
(주)단일,022429,4.76,2.57,3805352,1562409,2163420,2163420,28.31,13.47
(주)대경종합건설,013525,2.33,1.34,4115212,3039286,8524400,7570000,45.97,57.39
(주)대경통상,013528,1.84,,931451,,1300000,,41.34,
(주)대경하이테크,012449,4.61,2.28,422938,261452,950000,950000,23.76,37.64
(주)대공개발,013532,999999999,999999999,-317224,305902,120000,120000,0,0
(주)대광산업,022462,999999999,999999999,-224599,-205344,100000,100000,41.54,37.33
(주)대교,010206,39.64,92.91,70617030,47013632,45512160,45512160,3.36,0.7
(주)대교씨엔에스,018978,-18.1,,-2560905,,4500000,,66.25,
(주)대구물류터미널,022477,-0.99,-0.6,-153215,-147535,9595700,9595700,21.38,26.94
(주)대구방송,013544,48.68,2294.56,4412335,6642765,45000000,45000000,0,0
(주)대구프뢰벨,013551,,4.83,,493007,,50000,,40.88
(주)대길통상,010207,0.64,-3.28,1650873,-4275946,3000000,3000000,60.89,26.71
(주)대농,028819,0.09,-0.37,4312809,-16446485,10296515,10296515,109.04,117.53
(주)대도세라믹,013561,1.67,1.37,1413149,1203969,800000,800000,54.4,50.83
(주)대동,013564,-0.16,0.06,-1880939,1187245,11000000,11000000,79.65,83.05
(주)대동그린산업,022503,-1.51,,-364353,,5000000,,16.82,
(주)대동아골드로드,013575,,-100.53,,-25133,,50000,,94.68
(주)대동오토사운드,028265,,8.7,,3796321,,1557000,,36.32
(주)대동종합건설,013579,,999999999,,1380905,,8000000,,0
(주)대동주택,010211,-0.12,-0.1,-3273751,-5320717,18235915,18235915,93.53,111.65
(주)대림,013609,8.39,22.41,23247792,17744293,25000000,25000000,8.95,0
(주)대명,017629,-0.19,2.54,-62502,713699,600000,600000,33.14,46.84
(주)대명화학,016195,,,,,,,,
(주)대보세라믹스,013627,6.32,12.83,2476251,3021987,1600000,1600000,28.39,36
(주)대불,022577,,1.41,,635852,,2000000,,62.79
(주)대성메디테크,011732,,2.03,,2120528,,2852460,,54.36
(주)대성메탈테크닉,013650,,3.75,,1965156,,1700000,,41.3
(주)대성팜,013641,1.52,1.12,327896,176136,300000,300000,38.3,25.96
(주)대승,013664,2.4,2.84,965953,1160431,1000000,1000000,15.9,14.5
(주)대신EDI,010225,-0.3,0.54,-238395,653460,1536000,1536000,65.5,64.51
(주)대아선재,013684,4.77,2.29,1437138,794703,3500500,3500500,24.9,35.25
(주)대양강관,017646,-1.8,-11.49,-337892,-1682106,5450000,5450000,11.21,11.81
(주)대양디엔씨,022661,,-3.79,,-792986,,600000,,37.84
(주)대양에프엠에스,013695,-1.58,-1.23,-143053,-587367,270000,270000,0,9.74
(주)대영,010226,-0.37,,-6063586,,5260000,,212.38,
(주)대영,017653,999999999,999999999,-282601,-206828,50000,50000,1.29,3.34
(주)대영금속,017654,5.26,3.22,1506748,1040958,1320000,1320000,51.95,57.68
(주)대우,012765,-0.57,-0.1,-1274644930,-136744820,1173140405,1173140405,1077.22,1653.84
(주)대우전자서비스,022706,999999999,999999999,-180039,102848,1000000,1000000,0,0
(주)대우테크,010613,71.65,999999999,625220,546044,3240000,3240000,0,0
(주)대원,010228,2.32,2.69,8444592,8012230,5000000,5000000,21.28,20.37
(주)대원건설,017216,1.49,0.84,795129,611270,1410000,1410000,52.15,56.9
(주)대원지에스아이,013749,3.07,1.43,2046347,1259129,1300000,1300000,42.76,45.3
(주)대원홀딩스,013762,24.13,13.39,1091569,6807307,600000,600000,36.58,31.99
(주)대유위니아,014536,5.92,8.85,81134503,102451031,25125500,25125500,19.84,27.62
(주)대일씨앤아이,013784,-5.89,999999999,-1133048,-1806743,2500000,2500000,0.59,0
(주)대일양행,013782,29.85,14.07,1060160,428254,310000,620000,0,1.67
(주)대일전자,020716,,1.65,,670286,,950000,,51.56
(주)대저건설,013786,17.05,10.24,5363709,5028438,3150000,3150000,18.56,8.76
(주)대전방송,010668,999999999,999999999,6502501,5571739,30000000,30000000,0,0
(주)대주,013793,1.05,1.29,446908,560197,1600000,1600000,37.28,35.84
(주)대주기공,017674,3.95,9.17,2034126,3088622,4050000,4050000,30.95,17.59
(주)대주약품,013796,,1.35,,692341,,1000000,,17.9
(주)대지,013803,,27.79,,424538,,900000,,1.65
(주)대진디엠피,028481,,35.65,,3706044,,1270000,,9.35
(주)대진여객,013808,-6.62,-5.85,-1046896,-772188,600000,600000,13.92,10.13
(주)대창스틸,022805,12.83,2.12,4988174,4483259,3000000,3242000,28.88,43.29
(주)대천나염,013827,2.3,1.49,900911,345410,1200000,1200000,39.04,36.15
(주)대한,017685,2.22,-6.54,1177522,-3475345,2180000,2180000,25.83,32.25
(주)대한전광,013865,,24.9,,1112921,,2000000,,0
(주)대한케이블,013876,,7.58,,518510,,150000,,2.26
(주)대혁,013888,,-4.98,,-1916215,,600000,,98.31
(주)대호레미콘,013894,0.07,,362327,,1100000,,294.93,
(주)대호엠엠아이,013896,,6.4,,1594963,,500000,,45.22
(주)대홍,022889,0.77,0.8,1055582,1297368,480000,1000000,51.77,66.36
(주)대홍기획,013901,999999999,999999999,11586502,10679706,200000,200000,0,0
(주)대화연료펌프,013909,1.77,3.8,488153,638178,600000,600000,19.66,24
(주)대흥산업,013918,1.25,2.44,371133,672738,1000000,1000000,37.28,35.12
(주)대흥정공,022914,-0.16,-1.31,-75669,-1085729,500000,500000,88.01,96.49
(주)더스텔라,017298,,4.47,,1966550,,1363650,,25.57
(주)더체인지,021451,,3.47,,1603271,,2123000,,36.45
(주)더코,011937,,1.92,,1027102,,1800000,,54.5
(주)덕산종합건설,022933,-6.84,-1.6,-588393,-2310614,5500000,5500000,64.42,43.24
(주)덕우실업,013935,1.31,1.89,505472,612776,1500000,1500000,51.92,45.49
(주)덕인,017702,,-0.4,,-32504,,200000,,34.71
(주)데스코,023341,11.71,144.18,989250,3083540,1000000,1000000,8.36,2.77
(주)데이브컴퍼니,028631,,44.7,,341683,,200000,,24.75
(주)데이콤새틀라이트멀티미디어시스템,022961,999999999,,-5017639,,30000000,,0,
(주)데이타게이트코리아,013952,8.25,7.71,3977993,5571282,1500000,3000000,53.79,47.25
(주)데이타웨이엔지니어링,012112,-351.64,,-523237,,1100000,,7.92,
(주)데이통콤,013954,,5.22,,778868,,1100000,,20.21
(주)델타콤,010876,-0.76,,-1682163,,1725000,,88.88,
(주)도도화장품,013966,,-1.83,,-4401892,,3000000,,60.07
(주)도드람푸드,013967,-0.01,-6.86,-2873,-2706657,3000000,3000000,50.75,54.1
(주)도루코,010237,2.03,2.83,4079828,4748353,4950000,4950000,28.47,24.65
(주)도루코산업,013969,0,0.95,738,473596,3000000,3000000,46.97,40.98
(주)도서출판두란노,013973,,1.3,,389814,,100000,,35.31
(주)도스코,014270,3.21,2.67,516666,364113,1850000,1850000,26.78,7.92
(주)도화종합기술공사,017714,4.66,6.97,3251485,5400738,7430000,7430000,9.7,1.13
(주)동남,014013,,1.31,,232468,,800000,,49.93
(주)동남기업,014016,,2.96,,1062987,,1300000,,29.66
(주)동남알미늄,014026,,1.22,,650331,,1450000,,58.29
(주)동남유지,014028,1.44,3.96,740093,2585449,50000,50000,48.81,40.38
(주)동남유화,014029,6.78,22.5,2118154,1084889,500000,500000,9.16,0
(주)동남코리아,014031,,1.96,,476750,,1760000,,46.51
(주)동남해상관광호텔,028518,,-7.65,,-321265,,1900000,,69.16
(주)동도전자,014041,4.19,2.38,1178980,716571,1440000,1440000,44.07,36.1
