구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
(주)SID엔터프라이즈,039294,999999999,999999999,-4235495,-1176842,300000,300000,0,0
(주)SIMPAC산기,041667,2.93,1.01,690663,557203,2160000,2160000,3.71,22.08
(주)SJ테크,041396,2.7,1.06,1479978,1166762,2460385,2460385,29.57,51.03
(주)TAPEX,010942,2.09,3.22,2013919,3191625,3500000,3500000,40.08,39.95
(주)TSR,019379,-0.06,0.06,-44097,58328,2300000,2300000,41.01,55.07
(주)TS푸드앤시스템,020608,-1.58,-0.11,-1362674,-76872,2980000,1993340,53.54,53.1
(주)가겐투안,043566,-1.53,-5.24,-223541,-853741,450000,450000,17.71,22.18
(주)가경디앤씨,053950,-0.68,-0.07,-1363668,-285664,300000,300000,105.28,112.42
(주)가나스틸,042318,25.94,19.95,12207215,15463359,700000,700000,46.72,47.84
(주)가나아트갤러리,017417,20.1,5.34,7484904,4746056,4200000,4200000,26.97,31.18
(주)가람솔루션,043426,-3.52,1.17,-1055044,474838,600000,800000,50.2,41.75
(주)가람우즈,049021,-0.2,-0.14,-625929,-512303,300000,300000,113.46,123.72
(주)가빈,052981,0.88,9.81,171061,3645609,700000,700000,56,47.4
(주)가야,045119,4.67,2.29,1059287,776527,1000000,1000000,20.94,23.11
(주)가야,050540,-2.37,0.39,-299156,108117,800000,900000,54.21,59.34
(주)가야미디어,012820,,109.32,,2643858,,1800000,,0
(주)가야종합건설,012822,-0.68,,-587018,,2200000,,44.68,
(주)가야중공업,020634,2.27,0.83,9894310,4379481,5588530,6663530,47,48.86
(주)가야특수강,049005,9.37,13.77,4390479,8847525,1430000,1430000,55.15,40.1
(주)가오닉스스포츠,039478,0,0,-4413,13305,1500000,1500000,68.18,77.83
(주)가온감정평가법인,048025,26.89,-32.96,399521,-586291,3663000,3993000,3.11,9.31
(주)가우넷,053709,2.5,1.43,503296,273877,1000000,1000000,10.06,9.4
(주)가원아이,042796,,,,,,,,
(주)가이드건설,050479,-13.97,-0.11,-312600,-323056,350000,350000,99.79,108.76
(주)가인철강,047446,11.93,12.94,2423951,3474162,550000,550000,0,0
(주)가인피앤디,048749,-0.39,,-504475,,300000,,121.1,
(주)가치네트,012368,999999999,999999999,-29701,-26717,19080600,19080600,0,0
(주)가현,014227,16.32,6.39,1117480,300869,1400000,1050000,6.58,6.49
(주)간삼건축종합건축사사무소,042787,7.55,13.86,3711360,6526465,500000,500000,36.36,24.65
(주)감계개발,049616,-0.23,-0.09,-1407673,-562053,300000,300000,116.34,125.61
(주)감마누,050235,12.53,52.79,912598,3061624,1000000,1000000,12.29,0
(주)감정평가법인대일감정원,045274,17.93,6.2,914680,590139,3390000,3900000,5.87,21.98
(주)감코명화,048726,-1.65,-2,-603337,-862525,500000,2860000,50.31,26.34
(주)갑우문화사,040815,6.03,8.94,2299961,2907652,50000,50000,25.46,26.15
(주)갑을프라스틱,012828,8.68,14.98,1564727,5500833,600000,600000,18.51,23.55
(주)강동에프에이,052266,-0.27,-3.75,-113643,-2398456,500000,1700000,97.39,126.36
(주)강동테크,053439,1.08,1.35,625343,739921,470000,750000,73.62,71.34
(주)강릉아이앤디,049072,-0.09,-0.43,-20719,-54455,290500,290500,101.71,120.31
(주)강성냉장,040686,1.17,-2.74,420551,-869780,1000000,1000000,63.84,5.86
(주)강숙희레디스웨어,012847,999999999,999999999,-221926,-61717,232500,232500,1.81,1.81
(주)강앤파트너스,042501,-19.13,-3.51,-3957842,-1149142,335000,335000,35.41,26.35
(주)강원도민일보,017428,1.32,0.37,179328,54573,5146500,5146500,20.04,21.4
(주)강원심층수,047909,999999999,999999999,-510035,-760630,20000000,22245585,0,3.35
(주)강원엘피씨,019670,0.64,0.14,251691,67594,7000000,7000000,55.68,60.78
(주)강호디오알,057027,,-2.12,,-7732719,,2000000,,167.36
(주)강호에이엠씨,049679,-1.15,-0.34,-13144126,-6722705,200000,200000,107.02,99.78
(주)개념원리,041998,999999999,999999999,501733,-852287,50000,50000,6.91,3.46
(주)갤러리현대,048644,34.34,1.72,13098970,3811765,300000,300000,22.97,56.55
(주)갤럭시아디스플레이,056510,,-20.61,,-2415853,,2152725,,36.74
(주)거산기계,048244,12.17,15.22,962813,729991,300000,300000,6.83,5.03
(주)거성문화,048383,-6.1,1.02,-693910,196870,800000,800000,51.67,58.96
(주)거성산업건설,052698,1.47,3.58,537867,2753424,500000,500000,74.01,72.7
(주)거송건설,048972,-0.68,,-144828,,1000000,,79.77,
(주)거우엔지니어링,054484,1.11,1.46,465988,666478,1123620,1123620,53.59,57.37
(주)거창상운,054057,-1.17,-2.75,-112486,-365702,1000000,1000000,46.06,53.55
(주)거청,041595,27.32,63.97,4090645,8480882,2000000,2000000,11.61,4.58
(주)거홍건영,012871,-0.68,-0.28,-2769692,-1751468,2000000,2000000,107.88,119.51
(주)거흥산업,043460,201.4,11.43,3666070,3623367,650000,650000,0,1.74
(주)건강건설,057110,,4.08,,118911,,3000000,,62.52
(주)건강나라,053107,999999999,999999999,-310720,-389279,900000,900000,90.38,98.9
(주)건곤하우징,043907,1.12,0.32,9247154,2814063,350000,350000,107.06,71.52
(주)건덕상사,021729,999999999,999999999,135642,140508,8562175,8562175,0,0
(주)건동주택,030749,-0.51,-0.42,-1341450,-300662,350000,350000,99.89,71.4
(주)건림원,052198,60459.47,502.32,1027811,631919,1960000,1960000,0,0
(주)건민,029929,-0.86,-0.7,-423099,-368057,1100000,1100000,90.7,81.93
(주)건설엔지니어피케이투,048076,0.37,-1.06,387988,-476253,500000,500000,86.69,0
(주)건양,012879,-0.75,1.01,-206341,316567,3100000,3100000,71.8,70.85
(주)건양기업,047898,2.07,-28.57,142924,-2576246,500000,1000000,73.09,100.54
(주)건양미곡종합처리장,040508,4.43,1.79,657773,175966,1800000,1800000,61.36,55.05
(주)건영,038822,-2.65,46.44,-3252230,3034020,321472580,321472580,0.39,15.6
(주)건영이엔에스,048891,3.26,-1.38,1303626,-573909,500000,500000,49.29,52.94
(주)건용무역,053449,0.76,1.21,409660,640635,150000,150000,72.24,68.55
(주)건우,046862,5.92,4.71,2075923,1790100,1600000,1600000,4.77,4.68
(주)건우기업,047015,10.1,13.92,3574657,3659797,1000000,1000000,26.34,27.32
(주)건우정공,012888,3.18,-2.26,616053,-347788,640000,640000,28.73,20.29
(주)건우피엠,044044,0.3,1.48,693331,7018483,500000,500000,0,25.86
(주)건우해양,049380,0.35,0.67,113493,258095,700000,700000,53.99,59.88
(주)건이개발,049934,0.33,0.29,108200,98277,50000,200000,75.51,88.74
(주)건일엔지니어링,043597,14.95,36.63,3318819,3659015,1000000,1050000,6,5.35
(주)건일피디앤씨,052058,-0.04,-0.15,-67394,-62752,50000,50000,124.28,133.27
(주)건창이일,051856,-0.44,-0.84,-415954,-1180179,50000,50000,130.83,154.98
(주)건축과디자인,045504,-0.87,-0.22,-1426202,-384083,300000,300000,121.37,64.04
(주)건축사사무소건원엔지니어링,043300,999999999,53.05,1061241,2622342,930000,930000,0,0
(주)건축사사무소도움채,045474,0.73,-0.04,877135,-58021,50000,50000,70.84,69.64
(주)건축사사무소뿌리건축,043800,13.86,1.98,2242678,1394273,300000,300000,8.6,35.81
(주)건축사사무소한국포에이그룹,042474,-0.09,-0.06,-600006,-384851,50000,50000,138.12,134.55
(주)건화,012896,2342.17,999999999,12134765,12329083,4975000,4975000,0,0
(주)건화,017441,11.64,10.8,718041,699686,500000,500000,7.73,7.13
(주)건화,029502,0.59,3.23,4390834,23414069,12000000,12000000,69.17,39.5
(주)건화기업,012895,1.68,0.39,6883361,2038794,4583660,4583660,51.04,35.17
(주)건화약품,030277,105.36,101.01,777059,1035268,710000,710000,2.96,1.66
(주)건황로지스틱스,054259,-1.16,-2.41,-1326200,-5334184,300000,300000,110.63,117.21
(주)게스템프카테크,018571,6.02,11.41,3612419,5082606,30250000,30250000,16.96,18.63
(주)게임빌,046981,30.17,65.68,2056949,6239140,2271925,2317390,14.78,9.69
(주)게임홀딩스,052038,-18.75,-2.25,-692964,-2519103,51370,51570,67.52,90.26
(주)경,049448,-1.57,-0.22,-322517,-49545,200000,200000,103.28,107.77
(주)경기에너지,038844,,5.96,,1229143,,100000,,33.42
(주)경남금속,041543,1.5,1.09,1193895,1109528,2400000,2400000,64.82,58.9
(주)경도,013555,19.88,19.09,785826,904371,4800000,4800000,5.86,8.22
(주)경도시스템,029132,1.76,2.13,808236,982427,1462000,1462000,50.02,46.48
(주)경동,012913,-2.03,-1.91,-1298204,-701470,2660000,2660000,59.14,68.27
(주)경동개발,012917,0.95,3.92,203335,766693,1000000,1000000,22.22,23.25
(주)경동기전,050446,3.17,2.24,1144306,794925,200000,200000,41.39,56.41
(주)경동목재,051061,5.03,2.73,659929,938567,400000,600000,69.02,56.75
(주)경동소재,040801,,-0.26,,-791235,,1600000,,85.18
(주)경동씨앤엘,045534,999999999,999999999,1839747,1942646,1000000,1500000,0,0
(주)경동원,026351,0.97,1.01,719378,991366,6000000,6000000,15.98,11.13
(주)경동월드와이드,040316,3.03,-0.81,1247492,-407508,2874120,2874120,15.12,21.82
(주)경동이앤에스,047770,0.33,1.64,281742,1802340,4991270,9649395,60.86,73.6
(주)경동주택건설,041009,1.8,3.19,243531,213162,500000,500000,60.06,50.64
(주)경동특수주강,049776,3.64,7.52,948446,1977926,200000,200000,53.49,42.35
(주)경민,047267,1.02,1.03,447392,455081,1600000,1600000,52.09,62.99
(주)경방어패럴,017034,,,,,,,,
(주)경보제약,012927,0.92,2.8,2638923,8997106,7444635,10758085,63.16,52.67
(주)경복궁웨딩컨벤션,040105,1.97,2.05,1393300,1359383,500000,500000,88.36,84.42
(주)경봉,052673,9.24,8.65,775190,2195600,1528470,1882520,25.17,30.22
(주)경부산업,057252,,27.6,,1830870,,800000,,50.88
(주)경성정기,052657,0.38,0.49,195905,326746,600000,600000,67.3,47.7
(주)경수제철건설,052486,4.12,3.32,1652652,1649191,1560000,2460000,28.64,26.59
(주)경승,012806,3.79,6.66,1788562,5419801,150000,150000,53.79,30.01
(주)경신공영,053056,3.54,-1.38,778528,-435535,200000,200000,46.62,45.42
(주)경안,045686,0.4,0.87,127757,957310,1200000,1200000,39.28,54.34
(주)경안전선,021831,1.94,0.66,3222971,2086790,3900000,6999990,52.54,54.04
(주)경암물산,010165,8.69,5.57,3150908,2838669,50000,50000,7.84,31.73
(주)경우이앤씨,049987,10.52,14.26,2772430,3137915,900000,900000,8.14,25.94
(주)경우크린텍,053481,11.14,14.27,740332,1583442,1200000,1400000,17.96,9.7
(주)경원,039295,1.27,0.93,646090,477036,797110,797110,59.87,69.86
(주)경원디앤앰,047059,-0.62,-0.31,-4235859,-2519366,300000,300000,114.31,124.54
(주)경원라이프,052273,-0.59,0.29,-108520,184309,933000,933000,92.25,93.33
(주)경원엔지니어링건축사사무소,020142,0.55,280.76,217819,2255078,1200000,1000000,21.13,0
(주)경원코퍼레이션,012951,2.93,,8111757,,900000,,5.26,
(주)경인산업개발,045644,0.24,0.54,70071,155565,1000000,1000000,46.83,43.28
(주)경인엔지니어링,052213,2.55,3.47,769162,1480401,2190000,2600000,52.51,41.22
(주)경인일보,012960,-0.79,-1.61,-160871,-663168,11968230,11968230,25.17,20.48
(주)경인전자,050380,2.41,1.66,755600,678702,600000,600000,52.37,43.69
(주)경인특수금속,046880,-3.01,,-1164657,,800000,,83.39,
(주)경일,046351,1.62,1.13,1314022,1027615,500000,500000,93.79,93.71
(주)경일감정평가법인,048260,999999999,999999999,1519400,1148029,3006850,3006850,2.64,6.5
(주)경주신라컨트리클럽,029959,-538.24,999999999,-1123316,1345945,280000,280000,92.12,90.85
(주)경진인터내셔날,052086,-1.23,-0.72,-476258,-552232,500000,1100000,129.58,135.21
(주)경평주택건설,040913,0.38,-1.15,311013,-879126,300000,300000,74.1,92.69
(주)경풍,046918,0.47,6.32,32078,521164,1500000,1500000,42.77,39.38
(주)경한인더스트리,046149,-0.17,-0.12,-268981,-206828,3000000,3000000,104.29,107.87
(주)경향신문사,012983,-0.72,1.36,-11579359,15434506,16010565,16010565,105.87,66.36
(주)경향하우징,012539,-1.39,,-99656,,1305000,,10.45,
(주)경호엔지니어링종합건축사사무소,010868,765.95,999999999,3076041,2688609,1320000,1320000,0,0
(주)경화상사,039997,3219.97,31.82,1664722,2854455,437000,437000,2.02,22.53
(주)경화엔지니어링,048014,16.41,11.19,1855309,851243,2000000,2000000,12.57,10.5
(주)경희매니지먼트컴퍼니,051743,3.53,0.52,1293766,495688,300000,300000,56.66,79.48
(주)계림,041397,-0.55,0.91,-259893,386290,300000,300000,42.24,27.46
(주)계림공영,012989,-19.76,,-1024067,,400000,,18.35,
(주)계림물산,040856,-0.64,2.53,-171231,1127394,950000,950000,55.04,50.61
(주)계명산업개발,056487,,-0.59,,-395238,,2000000,,84.14
(주)계선,012995,1.51,1.2,1022068,772026,3000000,3000000,27.15,3.48
(주)고강알루미늄,046075,-2.31,1.33,-3068050,2026404,15600000,15600000,39.83,41.21
(주)고덕종합건설,051850,7.3,6.07,853991,761499,1300000,1500000,6.59,6.11
(주)고려감정평가법인,052466,97.65,-49.74,1135832,-1664169,650000,650000,17.52,26.69
(주)고려금속,048505,0.8,1.75,403703,1143886,800000,800000,44.26,39.82
(주)고려노벨화약,021901,5.19,3.63,11128746,8107931,7689200,7689200,36.72,28.92
(주)고려비엔피,030250,2.26,2.16,1293491,1607660,3250000,3250000,47.94,51.26
(주)고려에프앤디,047923,2.69,,338572,,300000,,45.49,
(주)고려정보통신,053253,3.02,2.24,1303661,1172759,1300000,1300000,62.82,59.99
(주)고려제지,026512,4.08,3.53,10830838,12473807,49772475,49772475,43.19,44.44
(주)고려택배,056960,,26.04,,1177467,,1200000,,55.5
(주)고리,021933,19.71,19.07,6310107,3528464,4800000,4800000,12.99,10.97
(주)고명산업,046180,1.29,3.77,149109,326781,150000,150000,0,3.25
(주)고산,011910,-20.39,-14.27,-1947117,-3669935,3150000,3150000,5.28,23.65
(주)고성개발,039903,,,,,,,,
(주)고성관광개발,052054,999999999,-1.16,-248129,-767623,1000000,1000000,49.67,52.12
(주)고아정공,013028,0.98,2.04,998566,2983728,990000,990000,55.52,52.2
(주)고암개발,047448,0.43,1.18,154664,386709,100000,100000,79.44,76.93
(주)고암태양광발전,056762,,-0.27,,-87986,,900000,,90.92
(주)고영테크놀러지,045641,251.7,,5264819,,2106129,,0.43,
(주)고은산업개발,038971,999999999,,-114466,,300000,,58.44,
(주)고일기업,040576,999999999,999999999,139645,225496,300000,300000,71.87,75.2
(주)고저스,052538,-8.65,-0.06,-1041248,-61767,300000,300000,111.02,127.39
(주)고창솔라파크,052730,999999999,0,-293842,14646,11400000,14250000,2.19,91.15
(주)고향식품,056722,,0.97,,419513,,1835670,,85.08
(주)골드라인,017476,4.12,4.13,2723208,3323734,3550000,3550000,47.12,49.71
(주)골드라인로지텍,052439,1.28,-5.28,237710,-3227341,750000,2000000,74.62,65.5
(주)골드라인파렛텍,015716,7.28,5.81,2125687,2722346,6483770,6483770,38.73,52.88
(주)골드랜드리치,057215,,999999999,,1708224,,500000,,95.4
(주)골든듀,020459,2.84,2.07,2231894,2194151,3000000,3000000,43.51,49.1
(주)골든블루,046413,-4.04,-4.82,-5112358,-9221635,6420000,7163784,85.1,70.88
(주)골든시네마,044476,0.69,-0.33,1112397,-378895,50000,50000,62.64,62094.16
(주)골든캐틀,056780,,-158.26,,-2203978,,300000,,73.04
(주)골든포우,052458,141.1,73.79,2506891,2571024,800000,800000,1.41,8.5
(주)골든프레임,048530,0.97,,329378,,50000,,146.44,
(주)골프존,051698,3200765,80416.72,12803060,45515865,500000,1023350,0,0
(주)골프존카운티선운,045036,0.35,0.95,1092577,3215560,16000000,16000000,84,86.05
(주)공간개발,042119,-6.33,-6,-226113,-156760,500000,500000,4.34,3.29
(주)공간세라믹,040058,1.28,1.46,419859,526847,1500000,1500000,41.67,30.42
(주)공간종합건축사사무소,046819,4.64,2.33,3054194,2074640,700000,700000,34.59,33.7
(주)공간코리아,039599,0.21,1.18,190039,1247920,2000000,2000000,52.34,44.88
(주)공간플래닝,050058,-0.09,,-95275,,300000,,132.38,
(주)공단디앤시,048804,-0.93,0.77,-832337,842644,1000000,1000000,99.47,58.86
(주)공덕컨설팅,050118,0,-0.08,-2763,-5644,300000,300000,95.73,0
(주)공주정안2농공단지에스피,057184,,-58.84,,-71135,,100000,,99.84
(주)공항리무진,029539,2.07,-5.66,629111,-1839196,684000,684000,25.1,22.76
(주)관광호텔바빌론,057009,,-0.81,,-408484,,200000,,91.96
(주)관선기공,049731,0.68,0.04,297688,16089,200000,400000,82.58,69.93
(주)관악상사,021957,-2000.32,-115.78,-230037,-192894,6115000,6115000,12.76,12.76
(주)관악케이블TV방송,048584,999999999,999999999,449624,1063917,6000000,6000000,0,0
(주)광덕,028663,-0.88,-3.07,-1119231,-4200022,500000,500000,81.49,103.57
(주)광덕에이앤티,053553,26.78,7.41,712147,1869010,700000,700000,30.54,54.64
(주)광덕종합목재,053316,1.31,1.06,300230,407722,1000000,1000000,43.47,52.97
(주)광도씨앤아이,046241,-4.28,0.86,-480927,108891,500000,500000,21.15,23.09
(주)광령리조트,050338,-52.1,999999999,-182503,-132604,3225000,3225000,30,71.86
(주)광림선퍼니쳐,052494,999999999,999999999,-124253,-333900,150000,150000,34.88,0
(주)광보하이테크,014420,-29.93,-8.66,-2040786,-1690533,860000,860000,21.69,6.24
(주)광산,013068,7.59,6.79,5107170,6376529,750000,750000,30.94,30.86
(주)광산기공,046986,0.91,0.97,204800,287006,400000,400000,34.86,32.88
(주)광산에스에이치아이,048172,1.17,1.17,904470,1105276,2000000,3000000,66.71,49.67
(주)광성,041748,-0.13,2.2,-103881,2145288,400000,1100000,59.49,42.95
(주)광성개발,013070,2.55,1.13,548266,462311,750000,750000,35.66,28.92
(주)광성금속,048945,7.91,2.59,2523237,1281401,500000,500000,70.17,74.38
(주)광성몰드,049555,0.08,2.11,18675,685719,200000,200000,63.32,61.32
(주)광성전자,013074,-46.27,-274.27,-662601,-253972,550000,550000,0,0.38
(주)광성캔바스,050097,-1.58,-9.54,-1005458,-3462316,1200000,1200000,57.7,98.33
(주)광성텍,021980,-4.12,-3.76,-805001,-2249298,390000,500000,35.24,66.64
(주)광스틸,048770,2.18,1.42,830319,638879,400000,400000,45.49,40.02
(주)광신아이앤피,030062,2.76,2.16,748811,899804,1429990,1429990,31.13,35.37
(주)광신엔지니어링,046734,0.72,0.34,1359305,693251,550000,550000,62.83,68.16
(주)광신엔터프라이즈,041085,1.26,1.65,1594546,2070868,1000000,1000000,61.36,51.37
(주)광영토건,013084,4.32,-0.44,7792222,-1060940,20000000,20000000,30.72,30.19
(주)광우,042890,1.32,0.4,336576,126875,2200000,2200000,32.2,35.79
(주)광우티앤씨,045619,2.85,-3.86,841734,-1144550,1000000,1000000,26.47,39.36
(주)광원어패럴,013086,-2.14,-8.16,-1891667,-6963768,3500000,3500000,53.61,49.02
(주)광원전자,053672,-1.44,1.1,-704447,912107,2000000,2000000,72.02,60.34
(주)광일,010179,-10.35,0.88,-420654,124186,2024000,2024000,7.81,25.12
(주)광일,053278,-1.06,0.45,-495224,202030,830000,830000,63.64,46.63
(주)광일기공,044605,0.95,1.15,889965,1443011,3550000,5550000,55.86,61.48
(주)광장비티엘교육,056710,,999999999,,-26086,,7817000,,24.25
(주)광장이엠씨,021995,999999999,14.36,1648011,1724669,1150000,1150000,0,15.48
(주)광장종합지앤씨,049836,2.68,,482017,,50000,,38.11,
(주)광조네트웍스,050499,-0.5,-1.47,-153941,-2143338,50000,1050000,37.67,83.41
(주)광주싸이더스씨앤아이,053537,-0.76,1.03,-244407,1093965,900000,1900000,94.34,81.09
(주)광주지오팜,016273,,1.74,,486852,,500000,,15.21
(주)광진건업,013099,8.21,5.31,332204,674192,400000,400000,5.55,0
(주)광진상공,017495,0.47,0.71,1122123,2090177,5700000,7870590,43,37.36
(주)광진화학,049722,2.88,8.58,893030,3174075,520000,520000,43.77,26.41
(주)광해건설,039204,0.89,1.12,200967,185489,1650000,1650000,36.69,29.88
(주)교보문고,017496,999999999,2.05,5610118,3816448,1176500,1176500,16.7,22.67
(주)교원L&C,045618,999999999,999999999,3455183,2300185,2000000,2000000,0,0
(주)교원프라퍼티,013041,999999999,378.4,93056829,96071876,15000000,15000000,0,10.36
(주)교육지존,052037,0.74,-0.73,241345,-175534,3000000,4317880,41.68,16.71
(주)교학사,017499,0.69,0.98,2185969,3709443,7000000,7000000,43.04,46.26
(주)교홍,045087,1.3,1.17,173663,112161,885000,885000,15.94,19.3
(주)구름인터렉티브,052409,-41.59,-16.43,-7555062,-10537654,2500000,2500000,53.63,80.09
(주)구미인터내셔날,013111,2.36,2.5,625707,676854,2500000,2500000,9.8,26.2
(주)구성디앤엠,045406,-3.34,,-1176774,,350000,,111.28,
(주)국도개발,039866,2.45,0.46,3913325,307068,300000,500000,86.3,92.63
(주)국도엔지니어링,041971,215.43,-16.7,16519556,-9879818,300000,300000,86.53,88.59
(주)국도이앤씨,028639,-4.07,1.95,-5366163,2987629,1300000,1300000,126.81,211.62
(주)국민상조,054077,-729.76,-841.82,-8558656,-10598550,100000,100000,0.29,0.19
(주)국민피앤텍,029734,2.98,-0.43,1080230,-178481,1100000,1100000,34.5,46.61
(주)국순당엘앤비,027758,999999999,999999999,357461,1072888,7000000,7000000,0,0
(주)국일방적,013132,1.65,5.53,2825740,11757206,5297160,5297160,38.9,43.26
(주)국일인토트,010893,7.99,9.68,1814924,2327078,3462900,3462900,30.07,33.47
(주)국제개발,054136,,-11.37,,-14708716,,33663308,,34.52
(주)국제금속,017508,1.62,1.79,3067109,4451518,5700000,7200000,55.03,38.54
(주)국제기업,026258,2.46,2.55,1040386,1516495,650000,650000,64.96,48.64
(주)국제선박투자운용,049344,-94.72,-21.05,-1705548,-1546356,7000000,8000000,6.09,14.72
(주)국제열관리,054109,4.45,9.2,5291554,13242679,100000,100000,57.64,60.6
(주)국제종합물류,047496,55.65,1409.69,275749,917710,700000,700000,0.09,0.08
(주)국제철강,013151,0.72,3.24,88422,641621,150000,150000,19.12,19.47
(주)국제플랜트,042001,6.66,1.44,1585611,555428,1300000,1300000,15.35,42.57
(주)굳포유개발,044445,,,,,,,,
(주)굿데이텔레콤,053628,999999999,999999999,147097,-171575,300000,300000,0,0
(주)굿맨상사,051151,461.11,32.65,1265293,3409142,62500,62500,0.52,9.53
(주)굿모닝시티,029554,11.3,43.25,47931169,56781360,50000,50000,1.02,7.03
(주)굿센,045114,999999999,4.76,2036797,221874,558820,558820,0,5.23
(주)굿앤스마트,039782,0.94,0.64,241098,199565,300000,300000,39.99,66.2
(주)굿컴퍼니,046501,11.22,3.87,1605571,926234,1800000,1800000,18.2,15.96
(주)귀뚜라미범양냉방,023718,5.56,6.2,2669118,2954195,16709860,18209860,11.82,6.17
(주)귀뚜라미에너지,012831,262.22,224.46,9999221,9134903,12000000,12000000,0.57,0.55
(주)귀뚜라미홀딩스,013163,999999999,999999999,2516796,9140982,500000,500000,0,0
(주)귀뚜라미홈시스,013161,999999999,-4.58,-4414081,-390893,3292750,3292750,0,0
(주)그라쎌,044638,167.87,213.88,2562294,1209927,2381741,2683380,0.3,0.23
(주)그래미,050066,445.49,1028.6,3161621,4378743,2000000,2000000,0.59,0.57
(주)그랜드림,054090,1.23,-41.51,2077,-42923,300000,800000,19.8,10
(주)그레이스,047173,0.67,-7.27,344088,-1210846,300000,300000,96.46,92.97
(주)그레이스어소시에이츠,057297,,999999999,,-37826,,450000,,1825.21
(주)그레이스엔존,051993,0,-0.28,0,-200155,520000,1120000,74.88,107.81
(주)그레이프커뮤니케이션즈,013502,17.69,2.29,1371269,504881,300000,300000,0,15.7
(주)그레코스,046027,-0.79,-0.17,-6773240,-2264331,350000,350000,116.01,120.34
(주)그리마건설,029772,26.36,167.53,1047766,956411,3300000,3300000,2.52,1.93
(주)그리쉼,017519,999999999,999999999,-10672,-147567,50000,50000,0,0
(주)그리심,045689,-0.06,-0.06,-657801,-729158,300000,300000,112.93,120.78
(주)그릭슈바인,048174,3.17,2.17,1550762,939051,1200000,1200000,41.14,39.92
(주)그린건설,039105,0.21,2.49,203207,676202,1800000,1800000,1.12,39.71
(주)그린광학,051758,2.45,2.3,583181,752104,350000,350000,57,57.08
(주)그린기술,053825,4.95,9.55,919569,3599087,2000000,2000000,43.37,33.63
(주)그린데이타베이스,053688,-0.27,0.02,-313146,38428,8100000,8100000,74.68,94.54
(주)그린로지스틱스,044334,1.21,0.51,442197,252005,1000000,1000000,38.53,45.24
(주)그린산업개발,051651,1.05,-0.93,290734,-275168,2000000,2000000,61.99,62.47
(주)그린스코,026605,31.63,34.53,5108058,6071908,2000000,2000000,17.37,11.68
(주)그린시티,030540,72.3,,4241608,,23871200,,0,
(주)그린시티건설,046184,1.01,0.15,3026875,742843,500000,500000,96.38,98.7
