구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)죽전소모,066749,,,12621055,12660947,,,103489,219412,,,103489,219412,,,12517566,12441535,,,5279135,5288392,,,164135,163392,,,0,0,,,0,0,,,0,0,,,101848,206501,,,0,0,,,7341919,7372555,,,1595,12650,,,0,0,,,0,0,,,139055,114789,,,70500,138000,,,70500,138000,,,-68555,23211,,,-68081,30635,,,101848,104653,,,0,0,,,0,0,,,12517566,12436907
(주)죽헌개발,064377,,33441482,19928563,40144578,,9637891,5024095,39986599,,33436899,18402354,39986599,,4583,1526208,157979,,34443053,20467442,28233280,,34443053,20458205,28224043,,0,0,0,,25400500,10300700,2809126,,0,0,0,,5295005,1910322,1320613,,0,0,0,,-1001571,-538879,11911298,,0,0,36223675,,0,68408147,85217292,,23799008,13378259,0,,1123585,6817299,4504337,,0,76721163,105262801,,0,8313016,20045510,,-1123585,1495717,15541172,,-1301571,447452,12450177,,5295005,-3384683,-589709,,178223,1080450,240407,,1.4,6.05,3.67,,0,10011,155396
(주)준건설,047434,24704779,27798695,28396275,29162300,19954775,22442591,23121457,23929676,19954775,22442591,23121457,23929676,4750005,5356104,5274818,5232623,17933928,20388726,20398293,20697674,17207546,19635507,19483213,19839588,0,0,0,0,3504000,5770500,4682375,5102719,0,0,0,0,251023,402335,506964,452007,773673,343000,170000,109500,6770852,7409969,7997983,8464625,16802383,20050372,20845957,21985692,43200891,36822932,46253314,47389174,0,0,0,0,2293135,1970036,1582232,1671795,46792492,40000914,48775295,49907401,3591601,3177982,2521981,2518227,1298465,1207945,939749,846431,470726,639117,488014,466643,-349524,151312,104629,-54957,323367,397174,351014,309982,9.1,8.56,6.72,6.34,2397323,2433954,2173215,1947125
(주)준오디포,071300,,,,36282517,,,,860543,,,,1135370,,,,35147146,,,,14428941,,,,11443941,,,,0,,,,10672173,,,,0,,,,63516,,,,1500,,,,21853576,,,,639079,,,,944380,,,,274828,,,,542803,,,,1840429,,,,896048,,,,353245,,,,195932,,,,63516,,,,105398,,,,1.98,,,,34998546
(주)준오뷰티,071301,,,,21280145,,,,2408505,,,,2408505,,,,18871640,,,,9380233,,,,9035433,,,,0,,,,0,,,,0,,,,743383,,,,0,,,,11899913,,,,562992,,,,17846,,,,0,,,,6161438,,,,6391899,,,,6374053,,,,212615,,,,-350747,,,,329470,,,,0,,,,0,,,,3570035
(주)준우건설,058635,11814039,6385198,,,539533,3042267,,,8869915,5601588,,,2944124,783610,,,12298748,5977752,,,12148748,5977752,,,0,0,,,2800000,3100000,,,0,0,,,229707,41237,,,80472,0,,,-484710,407447,,,0,2999626,,,1927044,5771061,,,8330382,2559321,,,396294,633579,,,2576109,7433123,,,649064,1662062,,,252771,1028483,,,-412274,892156,,,162023,-188470,,,245897,266672,,,8.78,9.04,,,2920124,753386,,
(주)준코,058775,8160889,12852554,20037398,23434485,408977,3221319,10186946,13863282,414875,3537837,10186946,13863282,7746014,9314717,9850452,9571203,6872093,10093846,14737651,12598830,6432393,9385710,13472743,10671376,0,0,0,0,6239443,5174443,7279951,7118949,0,0,0,0,107315,119711,6604,34577,0,0,0,0,1288796,2758708,5299747,10835655,158307,2923541,9455329,11839624,1275663,7207725,20132527,13733969,5898,316518,0,0,1796750,1530180,3528132,4798284,3436134,9674745,27343975,26178349,2160471,2467020,7211448,12444380,363721,936839,3683317,7646097,22357,519911,2542719,5536295,80458,12396,-113107,27973,297359,302117,255816,249233,5.39,5.29,4.11,3.46,7494173,8724235,9231952,9016527
(주)줌톤,062449,9176537,9826089,4540970,,1682453,2629856,1979966,,2133386,3321055,2054307,,7043151,6505034,2486663,,7587375,8228507,3447910,,3172028,4024306,2527965,,4399000,4157780,0,,2281921,2784471,2349570,,0,0,0,,87585,230848,46127,,99500,36000,36500,,1589161,1597582,1093060,,1405803,1657568,1141114,,3202005,2816648,2400978,,450933,691199,74341,,824657,743439,352619,,4178060,4005167,2279552,,976054,1188519,-121426,,151397,445080,-474045,,-262291,8421,-958898,,-112742,143263,0,,388711,480795,496598,,11.64,6.94,10.42,,6494819,6046596,1834535,
(주)중국검험인증그룹코리아컴퍼니,067475,,,12372449,16203399,,,4966637,8270225,,,4966637,8270225,,,7405812,7933174,,,2897188,3344933,,,2494674,2891950,,,178285,175655,,,0,0,,,0,0,,,3907991,2373277,,,0,4500000,,,9475261,12858465,,,1110151,1399856,,,0,0,,,0,0,,,7240737,7354934,,,10661612,12004149,,,10661612,12004149,,,3420875,4649216,,,2717581,5183204,,,2087172,-1534714,,,0,0,,,0,0,,,5882654,5950016
(주)중동파크타운,056460,16227489,15498994,15102034,,369768,533222,1020939,,369768,533222,1020939,,15857721,14965772,14081095,,18116566,15477658,15504549,,340183,176080,214390,,16626750,16275625,15924500,,200000,0,0,,0,0,0,,223126,286810,711073,,0,0,0,,-1889077,21336,-402516,,0,0,0,,1063276,879444,879444,,0,0,0,,638114,575675,559025,,1761221,1935084,1964090,,697944,1055640,1084646,,59831,479965,525621,,-4460993,1910413,-423851,,177929,63684,424263,,1351778,1111731,945033,,7.87,7.17,6.67,,26044,13919,9066,
(주)중부농축산물류센터,018921,35656641,35178412,34103038,33181540,2493431,2248225,1939082,1790144,2493431,2248225,1939082,1790144,33163210,32930187,32163957,31391396,18221301,18264222,23665924,20148681,18221301,18264222,23665924,6022897,0,0,0,0,0,0,0,0,0,0,0,0,108999,68596,308596,294981,2350045,2150045,1600000,1400000,17435340,16914190,10437114,13032860,64387,64387,64387,0,0,0,0,0,0,0,0,0,2128074,2182796,2676780,1427086,1572000,1572000,1572000,348919,1572000,1572000,1572000,348919,-556074,-610796,-1104780,-1078167,-436209,-521150,-6477076,-204254,38664,-40403,239999,-13614,0,0,0,0,0,0,0,0,33163210,32930187,32163957,31391396
(주)중부제일물류,041572,11485260,11728180,1879036,,1977612,2495873,1557585,,1977612,2495873,1557585,,9507648,9232306,321450,,10617100,10849507,991632,,10617100,10849507,991632,,0,0,0,,4700,190000,483573,,0,0,0,,15588,18340,34753,,0,0,64,,868160,878673,887403,,493311,526164,445837,,0,0,0,,0,0,0,,1714410,1878523,9605714,,2247983,2534563,3420795,,2247983,2534563,3420795,,533573,656040,-6184919,,-109573,10513,8730,,-7705,2751,16413,,711326,710097,211813,,7.02,7.03,3.97,,9473091,9196876,321450,
(주)중부화물터미널,039254,20807899,20768841,20576695,20432511,1942994,1973343,1861729,2179634,3667405,3760101,3707513,3711097,17140494,17008740,16869183,16721414,8608577,8720252,7930588,7553964,8527768,8324904,7580588,7203964,25000,350000,350000,350000,7246578,7479199,6821087,6470851,0,0,0,0,20871,43581,197296,196593,0,0,0,0,12199323,12048589,12646107,12878548,1470543,1376414,1360096,919622,6004479,5612651,5135909,4553879,1724412,1786758,1845783,1531463,957449,979932,953242,1273962,7338720,7013502,6500480,5791158,1334240,1400850,1364571,1237279,376791,420919,411329,-36683,-316625,-150733,597518,232441,-244911,22710,153715,-703,458588,392456,386586,304230,5.86,4.99,5.15,4.35,16989068,16855805,16710715,16558170
(주)중산도시개발,047144,555103163,604922499,658589915,415648373,185714821,236039207,294248857,63902060,554454853,604426814,658233617,415599900,648310,495685,356298,48473,562494938,613966133,673670623,728573870,562418850,613878134,673529786,41122470,0,0,0,399804819,19391238,12457561,30000,0,0,0,0,0,162451,611459,22226681,15171868,0,0,0,0,-7391775,-9043633,-15080708,-312925497,0,0,0,14535168,0,0,27775796,93958443,368740032,368387607,363984760,351697840,709718,1392589,4523143,10365843,0,0,25201134,71149478,0,0,-2574663,-22808965,-709718,-1392589,-7097806,-33174808,-721831,-1651858,-6037075,-70070179,-2274652,449007,21615222,-7054812,43269,45336,72576,36689701,0.01,0.01,0.02,9.25,368480,214505,74878,42063
(주)중소기업유통센터,018925,164735750,185405133,184984238,185183941,37965073,49809377,45982672,47324554,42250162,49809377,45982672,47324554,122485588,135595756,139001566,137859387,53043060,84605097,105972206,83449087,32415782,64636356,81307260,64770776,4580400,3510500,2440600,0,0,15000000,24800000,15000000,0,0,0,0,2718500,3797929,4755058,19065122,12081226,16200000,5000000,600000,111692690,100800036,79012032,101734853,19015337,22082349,26919532,24235205,22506490,13467455,484458,0,4285089,0,0,0,62812160,60495878,80584832,83470982,86809882,74120947,81075140,83653973,64303392,60653492,80590682,83653973,1491232,157614,5850,182991,2161768,-10892653,-21788004,22722821,56864,1079429,957129,14310064,241278,868139,258327,452283,3.9,6.88,1.08,2.09,118719696,116814312,115866132,113728760
(주)중아트그룹,053249,17883549,18255930,16645411,18788103,2051156,3678939,8187993,10979505,6527276,7134319,13633627,16973965,11356273,11121611,3011784,1814138,14725331,14414556,9992292,11176334,6813255,7898789,8259905,9169012,7912076,6515767,440617,0,3530132,3759771,4088529,5103384,0,0,0,0,2431,8509,6426,1421072,590000,290000,2880000,2384700,3158217,3841374,6653119,7611769,1176217,2134661,3822173,5602169,7842299,9956614,9403919,12497696,4476120,3455380,5445634,5994460,6335614,6801961,10114462,11581928,16476037,18419283,20075946,24534563,8633738,8462669,10672027,12036868,2298124,1660708,557565,454940,1092121,683156,2811745,958650,-137,6078,-2083,1414646,680785,662290,385166,461144,5.18,5.14,3.91,6.24,10883018,10735813,2669680,786578
(주)중앙CMI,046769,14610865,16101485,15042402,15064340,4824930,4571232,4292980,4432085,7462955,7527701,6816158,6606789,7147910,8573784,8226244,8457552,9646302,11305544,10099863,9940062,8369099,9420834,7783877,7898899,888550,1587950,1949900,1497080,3074314,3504875,3407415,3288157,0,0,0,0,297998,405561,20325,13210,65000,125000,0,0,4964563,4795942,4942538,5124278,3377414,3263427,3640207,3480255,10963489,12189145,10655140,11416377,2638025,2956470,2523178,2174704,2285361,1627463,1653922,1617545,12632509,13659353,12561552,13194020,1669021,1470208,1906412,1777643,-616341,-157255,252491,160098,-670097,-168622,146597,181740,-520985,107563,-385236,-7115,258400,285473,316011,261631,5.74,5.54,5.37,4.63,6991399,8416821,8086438,8254059
(주)중앙R&D,069643,,,,11397683,,,,840029,,,,11125491,,,,272192,,,,9433840,,,,8608840,,,,395000,,,,6316076,,,,0,,,,2081,,,,0,,,,1963843,,,,756800,,,,2164406,,,,10285462,,,,732720,,,,3186500,,,,1022094,,,,289374,,,,156615,,,,-5323,,,,241386,,,,7.19,,,,15118
(주)중앙감정평가법인,045446,14882559,15124398,15261496,15529210,10056048,10392568,11202924,11422487,10056048,10392568,11202924,11422487,4826511,4731830,4058572,4106723,6060645,5481264,5102722,4937623,5124993,4602667,4959185,4659094,6300,4500,900,0,170700,0,0,0,0,0,0,0,2670171,3796991,4502708,4467902,764844,813600,553500,623000,8821914,9643134,10158774,10591587,2903777,1831109,2371692,2271323,0,0,0,0,0,0,0,0,40380320,40133284,38133406,37871234,40992964,40814781,39366388,38377002,40992964,40814781,39366388,38377002,612644,681498,1232982,505767,697158,535221,918563,273317,56988,1126820,705717,-34806,200,126,78,35,0.11,0.14,2.17,1.94,2371831,2147412,1987625,1766732
(주)중앙건설,062803,,,334871644,142668480,,,153938667,19267882,,,189122138,52657516,,,145749507,90010965,,,374773205,396810551,,,356677919,55259563,,,5356000,323054693,,,22490000,22567874,,,0,0,,,156104,420383,,,453064,0,,,-39901561,-254142070,,,162659404,128088773,,,62778418,63132098,,,35183471,33389634,,,14790060,60886845,,,59468667,58345828,,,-3309751,-4786270,,,-18099812,-65673116,,,-83577988,-214249004,,,-6475276,264278,,,43556559,52743326,,,24.56,14.88,,,11271720,10645842
(주)중앙금속,048819,17725539,23012461,26491847,24381619,11755418,16149289,19774239,17430558,13112309,18376846,21603067,18454503,4613230,4635616,4888780,5927116,7322451,9905250,10173201,6274290,6322114,9279264,9651341,5995290,884340,625986,521860,279000,2114848,3516401,2759510,1850671,0,0,0,0,413844,380507,2394915,2891992,1499738,349816,440124,3803610,10403088,13107211,16318646,18107328,9847102,14368459,15520150,8771126,37272582,57879287,54793803,44883309,1356890,2227556,1828828,1023944,1205922,2270529,1686953,1874690,40048064,63832069,60188841,49251768,2775481,5952782,5395038,4368460,1569559,3682253,3708086,2493769,1347928,2707635,3226819,1873374,-336883,-33336,2014408,497077,142561,146200,148444,113315,4.1,3.78,3.64,3.79,3827067,3799359,3789394,4510048
(주)중앙레포츠,041904,10311673,10016284,10212695,9816391,408559,171562,105590,124488,408559,171562,105590,124488,9903114,9844722,10107105,9691902,9510859,9045348,9062009,8504137,8496405,8046625,7710679,7154771,18000,0,387000,387000,7759167,7348320,6993946,6443990,0,0,0,0,101896,83641,37803,32121,0,0,0,0,800814,970936,1150686,1312254,0,0,0,0,0,12507,0,0,0,0,0,0,2444263,2599727,2647292,2739300,2885318,2990286,3006564,3086563,2885318,2977779,3006564,3086563,441055,378052,359272,347263,221584,170123,179750,161568,-10989,-18255,-45838,-5682,213510,224656,215561,169328,2.83,2.97,2.93,2.38,9538521,9597578,9691962,9268759
(주)중앙리빙샤시,045438,11061384,10806738,12278816,13057630,2770652,3740548,4373843,4176281,4725525,5399151,5978128,5945845,6335859,5407587,6300688,7111786,6918682,6318057,7572753,8163494,3099682,2932164,4215502,5981189,3779000,2877160,2851986,2050000,1500000,1500000,2541870,4200000,0,0,0,0,216465,183319,8951,16738,203443,500000,1500613,1106577,4142702,4488681,4706063,4894137,2126974,2959582,2757358,3017700,11919527,15190916,12516892,12558407,1954873,1658603,1604285,1769564,1227043,1445727,1294635,1320253,13316170,17406905,14356506,14472942,1396644,2215989,1839614,1914536,169601,770262,544978,594283,61525,345979,217382,188074,132321,-33146,-174368,7787,344069,328739,334447,377250,6.37,5.59,5.21,5.2,5685961,4780984,5651121,6539803
(주)중앙소방,059137,9089650,8880532,,,8251044,7594304,,,8315023,7671223,,,774627,1209309,,,7264538,6550821,,,7264538,6550821,,,0,0,,,0,351143,,,0,0,,,876,1038,,,326177,367835,,,1825112,2329711,,,7409702,1582484,,,22540596,24353288,,,63979,76918,,,1242489,1224281,,,24161836,26185835,,,1621240,1832547,,,378751,608266,,,270030,504599,,,-76825,168020,,,58249,175477,,,0,99.95,,,99834,99720,,
(주)중앙안전유리,056350,17449557,18500304,18575916,18568571,7332336,7752219,8416063,9416697,8435713,8804942,9458625,10051136,9013843,9695362,9117292,8517435,8583868,7438184,5769123,3588208,6859516,4319400,4410132,3420999,1400000,2630000,870000,0,2980000,2739916,2000000,1500000,0,0,0,0,267169,126554,762496,791170,900000,0,203000,1000058,8865688,11062120,12806793,14980362,5204536,6680273,7316939,7819384,15154492,15822922,14673693,15345361,1103377,1052723,1042562,634439,2411872,3295253,3245656,3518718,20615768,21946905,20137657,21515828,5461276,6123983,5463964,6170467,3049404,2828729,2218308,2651749,2244215,2196432,1844673,2173569,-264900,-140614,635942,28674,363660,332553,213175,107025,5.93,5.26,4.41,3.94,8407840,8703684,8167220,7746069
(주)중앙엔룩스,061890,12212690,3093692,,,7310749,1651976,,,9457172,2066164,,,2755518,1027528,,,13256402,5939274,,,11210900,1099784,,,1400000,0,,,4796997,85562,,,0,0,,,5861,6786,,,500000,0,,,-1043712,-2845581,,,2940774,2738751,,,8177965,959777,,,2146423,414188,,,3193467,1654040,,,10596264,916256,,,2418300,-43521,,,-775167,-1697561,,,-2814301,-7830738,,,-213244,925,,,506906,1013384,,,15.17,29.95,,,2008200,887520,,
(주)중앙정공,018945,20922729,35000203,64241701,73220475,6947931,12722726,43151754,55869223,7242439,12994335,43688086,56059588,13680290,22005867,20553615,17160887,11553966,20362050,59119599,65991612,7816409,17371125,51382419,56125487,2912343,63066,514200,3217050,4779000,11107741,20979900,20444629,0,0,0,0,114160,393330,113917,528106,38140,2027089,1080161,3000,9368763,14638153,5122102,7228862,6464826,9773303,40731767,53107694,11085597,13611038,37078538,58842685,294508,271609,536331,190365,1468309,2945627,3882853,3496055,14349644,19210436,41966869,63077412,3264047,5599398,4888330,4234727,1795739,2653770,1005477,738672,1562461,4387437,1273668,-6189761,-120726,279170,-279412,0,403621,557732,1556604,1514821,5.01,5.23,7.63,5.34,1648600,1638382,2179296,4551679
(주)중앙타프라,018953,10008540,10152465,10193164,9984477,1882947,2559213,2399100,2818539,4382143,4767653,4343334,4237793,5626396,5384811,5849830,5746684,8541096,8713900,8702727,8460057,7619943,8091669,7718955,7470210,642928,301142,565053,516957,4807724,4990181,4791712,4648656,0,0,0,0,5146,7977,8745,12560,32000,48000,26000,26000,1467443,1438564,1490437,1524420,1593015,2052414,1607557,1963883,8474608,12021967,11636874,11507270,2499196,2208440,1944234,1419255,1040768,1116712,1233395,1253078,10040952,13752457,13419474,13180235,1566343,1730490,1782599,1672965,525575,613777,549204,419887,47423,110874,79318,33983,1107,2831,767,3816,428878,435585,413108,356856,7.48,7.72,7.51,6.59,5241474,5112611,5667888,5658428
(주)중앙티앤씨,056515,,,23025448,36170880,,,13639354,25207841,,,17218981,29015152,,,5806467,7155728,,,17568587,32399435,,,13415362,27272253,,,4153226,5127183,,,9510000,19075512,,,0,0,,,897327,2013577,,,1382740,1680640,,,5456860,3771444,,,6304771,12197325,,,49820634,32128266,,,3579627,3807311,,,2369717,5424304,,,53484371,36305669,,,3663737,4177403,,,1294021,-1246901,,,1053775,-1709585,,,-263729,0,,,285150,329418,,,1.92,1.69,,,2860375,3078171
(주)중앙플라텍,062032,13428362,19308025,25568183,18363153,3670129,6564341,11813836,4633971,5006118,8136784,13505735,6032853,8422244,11171241,12062449,12330300,7667510,12124075,18070252,19879137,2931735,8420819,12637489,13333824,3924493,83000,1742690,2732190,37440,4838000,9528000,9290834,0,0,0,0,295838,427745,80142,582829,581000,2323833,1886116,0,5760852,7183951,7497931,-1515984,2442702,2697534,2739005,3976140,15737696,17994322,18833969,21101027,1335989,1572443,1691899,1398881,2411422,3692796,4601260,14663931,20019830,23861044,24886055,27962015,4282134,5866722,6052085,6860988,1870712,2173925,1450825,-7802943,1215624,1423202,801605,-8785388,203552,131907,-347603,502687,337741,454617,714651,819981,15.35,7.27,6.35,5.56,8215970,10543170,10869442,10786768
(주)중외정보기술,049288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)중원냉열,052311,13598930,12968197,12154582,12527057,3263465,3690674,3545605,4237716,7340172,7337911,6243341,6655024,6258758,5630286,5911241,5872033,11511494,10674572,9601897,9855339,9134469,8944894,7913028,8095761,2204000,1560000,1441120,1397280,3300000,3725455,3932000,3950000,0,0,0,0,74701,96883,91432,447023,220000,490000,25000,23650,2087436,2293625,2552685,2671718,2940594,3062319,3410702,3726258,13170545,12117840,13019161,12490303,4076707,3647237,2697736,2417309,1345413,1664562,2138741,1952048,14866524,14234503,15717387,14800345,1695979,2116664,2698225,2310042,350566,452102,559484,357994,146125,206189,259060,119033,47435,22182,-5450,355591,362698,373953,335025,274581,5.64,6.2,5.73,4.79,5077221,4904697,4814188,4726960
