구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)엠디하우스,021119,,,,16321634,,,,12886957,,,,13012802,,,,3308833,,,,9765751,,,,3481128,,,,196000,,,,0,,,,0,,,,4633045,,,,8114105,,,,6555883,,,,53062,,,,561327,,,,125844,,,,2888573,,,,5956199,,,,5394872,,,,2506299,,,,2212838,,,,3268271,,,,10509,,,,10.72,,,,736529
(주)엠비메탈,028836,,,60784773,54519715,,,20048716,19053007,,,26652391,25277223,,,34132381,29242492,,,117876600,118531510,,,3960526,10976013,,,91598646,91556463,,,678000,0,,,0,0,,,1547087,1687300,,,0,0,,,-57091827,-64011795,,,21007665,20509991,,,232885638,217484819,,,6603676,6224216,,,3899863,3394287,,,237844255,222096562,,,4958617,4611743,,,1058753,1217455,,,-8980206,-6397674,,,207511,140213,,,10079524,9099446,,,21.9,10.03,,,31865522,27679012
(주)엠비씨경남,014519,23257681,33743469,34520260,34951165,13711422,17373692,19057324,18952628,13711422,17373692,19057324,18952628,9546259,16369776,15462937,15998536,6713723,6955084,6063135,4967500,1917544,2002763,1910787,2320206,0,0,0,0,0,0,0,0,0,0,0,0,1278394,1128818,1707468,1683459,6758737,9743800,12148500,9449800,16543958,26788385,28457126,29983665,5207358,6238764,5056204,5992773,7712004,10605520,10741544,12490979,0,0,0,0,6657596,8346608,8453314,9324842,17041687,22036443,20980215,25397231,9329683,11430923,10238671,12906252,2672087,3084315,1785358,3581410,2336373,2395514,1789487,1647286,-322630,-149576,578650,-24009,0,0,0,0,0,0,0,0,7939943,14947665,14527931,13646717
(주)엠비씨미디어텍,016457,11462956,14339372,13253373,17098776,11085688,12327140,9884594,13132344,11121468,13056243,9908379,13135737,341488,1283130,3344994,3963039,4337914,7028848,4794746,6957976,3894860,7028848,4569352,6952473,0,0,0,0,0,0,0,0,0,0,0,0,1806789,68230,318979,3560266,1182080,1571493,1075000,0,7125042,7310525,8458627,10140800,4914480,9222392,7384543,10202900,18160646,31969562,39631911,35004109,35780,729102,23785,3393,1628335,2597744,2393542,2333931,19635631,35346949,43893057,40014399,1474985,3377386,4261146,5010290,-153350,779642,1867604,2676359,258512,332982,1354602,1829673,-786749,-1738559,250749,1757155,0,0,2398,0,0,0,0,0,165640,660208,1883436,2189450
(주)엠비씨스포츠,038678,,,,12032049,,,,11574770,,,,11599339,,,,432709,,,,1719091,,,,1571842,,,,0,,,,0,,,,0,,,,8006761,,,,1000000,,,,10312957,,,,2543192,,,,9436220,,,,24570,,,,3504390,,,,9460297,,,,24076,,,,-3480313,,,,-3035875,,,,-3691949,,,,0,,,,0,,,,139403
(주)엠비씨씨앤아이,020589,24598621,29572970,30142226,30542899,19864228,26605002,16881725,17224643,19909708,26649014,16912440,17230853,4688913,2923956,13229786,13312046,4385359,4887003,5063965,5046598,3751218,3918189,4018196,3875856,0,0,0,0,0,0,0,0,0,0,0,0,3456489,3848761,4315324,669145,5517811,18444299,3425347,7812764,20213262,24685968,25078261,25496301,2852060,2564295,1854300,3248468,15280887,19832828,18944340,27978889,45480,44012,30716,6210,2095350,2790190,2869528,2434041,19018557,25524385,22320910,30662589,3737670,5691557,3376570,2683700,1642319,2901368,507042,249658,3531882,3047836,-1143922,4060,60388,392272,466563,-3646178,0,0,0,0,0,0,0,0,865401,763812,537201,475001
(주)엠비씨아트,026418,10783395,9952637,11012366,10362264,7457076,7637709,8064905,7875604,7613360,7776433,8258611,8058848,3170035,2176204,2753754,2303416,4932483,3993578,5272159,4388806,2685617,2501918,3252800,2053597,0,0,0,0,0,0,0,0,0,0,0,0,1942822,723708,1567708,2502620,1050070,3095966,2697719,2000000,5850912,5959059,5740207,5973457,4153855,2846128,3867428,3360850,17271218,20834136,25481585,23800599,156284,138724,193706,183244,1726598,1989495,1858097,2504369,19694270,22694822,28379308,25497379,2423052,1860686,2897723,1696780,696455,-128809,1039627,-807589,723632,183147,-218852,233251,-1679888,-1219113,843999,984578,0,0,0,0,0,0,0,0,879422,822526,820346,892865
(주)엠비씨충북,019155,18565616,26059325,26963418,29228141,10123024,14050865,12120637,13434125,10158574,14074477,12153549,13471544,8407041,11984847,14809869,15756597,8083136,4913558,5131669,5883958,1138076,1498212,1237336,1796076,0,0,0,0,0,0,0,0,0,0,0,0,213769,143641,1119449,1522338,4814268,8327761,6504587,6432974,10482479,21145767,21831749,23344183,5066097,5385256,1508482,1985220,7909196,11285055,11330600,12189742,35551,23613,32912,37419,5386499,6416189,5998124,6724462,15790506,18976348,17747324,20915906,7881309,7691292,6416724,8726164,2494811,1275103,418600,2001702,2028574,1302244,790562,1596434,-558672,-70127,975808,402889,0,0,0,0,0,0,0,0,3975243,11890841,13877477,14865767
(주)엠비씨플러스,030007,,,,14162305,,,,2114578,,,,2114578,,,,12047727,,,,513965,,,,404970,,,,0,,,,0,,,,0,,,,1098228,,,,0,,,,13648340,,,,866003,,,,4579381,,,,0,,,,391536,,,,5238342,,,,658960,,,,267425,,,,-1644213,,,,-1072549,,,,0,,,,0,,,,4697332
(주)엠씨아이개발,016458,,,2018894,,,,2003136,,,,2003136,,,,15759,,,,3788126,,,,3788126,,,,0,,,,2533679,,,,0,,,,605004,,,,0,,,,-1769232,,,,149677,,,,0,,,,0,,,,1321393,,,,1765152,,,,1765152,,,,443759,,,,-1368323,,,,564891,,,,484384,,,,38.24,,,,8871,
(주)엠씨앤,011383,580023,1640921,1698540,,363668,866391,824245,,425368,913386,824245,,154655,727536,874295,,377981,751946,1879392,,349708,697423,629695,,0,0,185720,,86000,16000,316000,,0,0,0,,28193,455131,350241,,33000,82850,30000,,202042,888975,-180852,,92983,248159,293961,,1358661,2912927,5494380,,61701,46995,0,,321998,691153,889386,,1665180,3299637,5364584,,306520,386711,-129796,,-15479,-304443,-1019182,,-14587,-298974,-1069827,,3951,426939,-104890,,3880,3450,47686,,9.02,6.76,6.28,,30228,84490,449349,
(주)엠알더블유테크노로지,016460,,,9948373,7832696,,,902426,1341478,,,2400972,1695868,,,7547402,6136828,,,6655173,7283965,,,4026854,7002190,,,500000,200000,,,2931140,2900000,,,0,0,,,75083,33174,,,34600,0,,,3293201,548731,,,103965,1113050,,,1001579,3072589,,,1498545,354389,,,3058671,1583337,,,644116,3276207,,,-357464,203618,,,-3416135,-1379719,,,-4630337,-2744470,,,-38177,-41909,,,230852,303750,,,8.5,7.12,,,7231073,6062481
(주)엠알씨,025335,9302787,9471529,9588037,7987806,1503833,1799586,2868558,2492519,1963357,2281759,3380428,3115284,7339430,7189770,6207609,4872521,9233410,9246086,9009637,7377033,4265430,5650510,6566272,5534329,4827000,3385100,2244600,1675200,850000,700000,700000,0,0,0,0,0,33877,200867,162738,561585,200000,0,352673,0,69377,225443,578400,610773,1159516,1447829,2223365,1848197,12900852,16413755,17919948,18149762,459524,482173,511870,622766,735512,1368000,1028236,908851,14362561,18477268,19651975,19258942,1461710,2063513,1732026,1109181,726198,695514,703790,200330,90854,156066,352956,32374,-2479287,166990,-38129,398847,589539,579401,366596,228343,20.77,11.87,10.43,9.89,6646466,6558572,5969059,4692311
(주)엠알인프라오토,030220,,,,9405450,,,,3637495,,,,3995223,,,,5410227,,,,5794265,,,,4573417,,,,1069000,,,,1348911,,,,0,,,,28407,,,,306106,,,,3611185,,,,2412459,,,,17429387,,,,357728,,,,2263503,,,,20523987,,,,3094600,,,,831097,,,,899950,,,,-61023,,,,159402,,,,13.19,,,,5323245
(주)엠에스디,028586,,,8013151,4709465,,,6241171,4151202,,,7109901,4348407,,,903250,361057,,,6659494,4727659,,,6558437,4621991,,,0,0,,,500000,300000,,,0,0,,,629734,185915,,,0,0,,,1353657,-18194,,,5662774,4253265,,,26768200,17937847,,,868730,197206,,,1645773,1676765,,,28821075,18608399,,,2052875,670552,,,407102,-1006213,,,298710,-1371851,,,457500,-443820,,,53937,50976,,,21.57,12.74,,,185244,50481
(주)엠에스에스글로벌,023550,16780335,12565521,11485974,10813144,6750427,4755171,4117080,3665461,9318713,5880334,5001326,4648943,7461622,6685188,6484649,6164201,22134381,19844528,19763810,18681131,2949932,3375156,4821337,6167720,12687276,10992100,9926555,7586988,0,0,0,0,0,0,0,0,748616,417716,436318,481666,0,0,0,0,-5354047,-7279007,-8277836,-7867987,5797518,4218183,3613897,3194605,29788422,46492217,48358428,44043030,2568285,1125163,884246,983482,6218730,4528744,1093830,1088194,37424427,49592431,49515179,46267013,7636004,3100214,1156751,2223982,1417275,-1428530,62921,1135788,338309,-1924961,-997299,409849,-632255,-330900,18602,45348,1311225,1228101,1053771,931232,23.26,11.77,11.64,12.65,6937799,6063143,5983999,5905432
(주)엠에스에이,010853,16281106,18170388,22621228,23535604,1648328,4189068,4730866,5221127,2197677,4823380,5456509,6022338,14083429,13347008,17164719,17513266,12207472,13292832,16162543,17018752,8953324,10793768,14149833,15242892,793762,535687,208861,480160,6511121,4982541,3715314,4185234,0,0,0,0,328395,102123,1194018,1700493,170000,663000,732500,718000,4073634,4877556,6458685,6516852,806820,2993187,2315689,2309104,24220389,31658376,39526216,44130085,549349,634312,725643,801211,4285886,4774613,7153133,5948028,29852296,38493069,48363642,51962825,5631907,6834692,8837426,7832740,1346021,2060079,1684293,1884712,81098,1405922,1581129,58167,313204,-226273,1091895,506475,926956,840799,552907,482616,24.36,12.49,10.91,10.46,10207454,9633553,13075317,13402410
(주)엠에스에이치씨,028788,,,,13548098,,,,3034340,,,,3634429,,,,9913670,,,,10465581,,,,6046908,,,,4300000,,,,1500000,,,,0,,,,139731,,,,104190,,,,3082517,,,,2067303,,,,17590166,,,,600088,,,,1049619,,,,20327196,,,,2737030,,,,1687411,,,,1209528,,,,-1189864,,,,72864,,,,2.51,,,,5573676
(주)엠에스오토텍,025336,13006450,26983343,46679385,45479578,4104556,3680967,11066110,9434191,4468265,4152856,11772500,10148793,8538185,22830486,34906885,35330785,10494235,21543169,38915258,37336884,5652978,14443328,29860380,29389128,4186659,6292156,7648230,6205920,1990000,8756127,17780701,13766447,0,0,0,0,282386,5732,81728,59341,554026,457992,1200,100000,2512215,5440174,7764127,8142694,2320782,2726780,7665678,6534402,26947882,36154872,76804493,86287177,363709,471890,706390,714602,1363575,1821422,3741797,3741591,28979868,39206790,81832558,91282581,2031985,3051918,5028065,4995404,668410,1230496,1286268,1253813,485991,476774,1157831,419319,-365550,-276654,75996,-22387,479301,547594,1245913,1313161,15.52,5.16,6.16,5.78,6197551,10399772,21964615,22540324
(주)엠에스유통,016461,,,10236058,9581930,,,9082814,8422955,,,10019629,9271550,,,216429,310380,,,9414621,8288783,,,9320690,8191550,,,0,0,,,300000,300000,,,0,0,,,4610375,2169126,,,0,0,,,821437,1293147,,,4198713,5990738,,,37708672,51964406,,,936815,848595,,,2461330,2991094,,,41139355,56229593,,,3430683,4265187,,,969353,1274094,,,729049,971710,,,1631953,-2441249,,,18099,25749,,,12.07,8.58,,,108959,153900
(주)엠에스클럽,016462,,,11885419,13753960,,,5673213,6301631,,,9561975,11561933,,,2323443,2192027,,,8042315,11074856,,,7055969,8417700,,,680000,1031520,,,3155523,4115000,,,0,0,,,317869,770207,,,95755,10000,,,3843104,2679104,,,4546061,6105811,,,7672402,6456876,,,3888762,5260302,,,4466359,5837434,,,12903361,11518995,,,5230959,5062119,,,764601,-775316,,,404676,-1164000,,,-117710,452338,,,283054,405388,,,14.76,7.95,,,1332861,1168991
(주)엠엘비,029799,,,,32429953,,,,8581795,,,,32230388,,,,199565,,,,32170932,,,,32170932,,,,0,,,,15000000,,,,0,,,,1163670,,,,0,,,,259020,,,,0,,,,7822130,,,,23648593,,,,1806657,,,,9791451,,,,1969320,,,,162663,,,,23872,,,,857670,,,,215795,,,,2.88,,,,78141
(주)엠엘티,011507,,,13062738,19322653,,,5146205,7881125,,,5996880,9429219,,,7065858,9893434,,,11262006,14609027,,,6928928,8689325,,,4221452,2242163,,,5704449,6743264,,,0,0,,,474437,3136322,,,239040,67760,,,1800732,4713626,,,4121260,4368997,,,6730567,8763229,,,850675,1548094,,,1950948,1626181,,,9266261,11461235,,,2535694,2698006,,,584746,1071824,,,240967,400565,,,-428545,2661885,,,430088,699537,,,8.67,6.24,,,6303563,8251227
(주)엠엠시네마,029939,,,,13791718,,,,5332827,,,,5356084,,,,8435634,,,,5352331,,,,5205272,,,,0,,,,1000000,,,,0,,,,3157510,,,,1144984,,,,8439387,,,,0,,,,9592559,,,,23257,,,,3801494,,,,19392402,,,,9799843,,,,5998349,,,,4309087,,,,-1417478,,,,67866,,,,13.57,,,,1851197
(주)엠엠씨테크놀로지,016465,,,9150633,13602208,,,4257296,6307076,,,5563333,9417570,,,3587300,4184638,,,1304083,7250423,,,425218,4117917,,,671000,479970,,,132853,3430507,,,0,0,,,523662,255524,,,3400000,2400000,,,7846550,6351785,,,222650,3456021,,,960529,12630881,,,1306037,3110494,,,1838074,2626138,,,1181769,14402467,,,221240,1771586,,,-1616835,-854552,,,-1966870,-1494766,,,-1658771,-268138,,,37230,256446,,,9.26,7.3,,,522749,552778
(주)엠제이텍,030086,,,,12935882,,,,4071946,,,,8102375,,,,4833507,,,,9267483,,,,6906385,,,,2163908,,,,1671332,,,,0,,,,25096,,,,6000,,,,3668399,,,,3782860,,,,27320440,,,,4030428,,,,1585012,,,,30060625,,,,2740185,,,,1155173,,,,1085124,,,,742,,,,156336,,,,8.15,,,,4153828
(주)엠지엘,011913,5528690,4158539,,,4398902,2726173,,,4978668,3494779,,,550022,663760,,,5578281,5882112,,,3655752,3478442,,,1183180,516580,,,0,500000,,,0,0,,,923136,656607,,,513000,13000,,,-49591,-1723573,,,3769052,3396621,,,4254068,2169814,,,579766,768606,,,3179924,3967875,,,6876185,4900780,,,2622117,2730966,,,-557807,-1236909,,,-1307377,-3592861,,,656336,-266528,,,120683,161588,,,20.4,10.1,,,237418,350497,,
(주)엠커머스,012475,,,,1622152,,,,475565,,,,639006,,,,983147,,,,7761741,,,,7360887,,,,318000,,,,6325846,,,,0,,,,6499,,,,84000,,,,-6139588,,,,309565,,,,1783998,,,,163440,,,,1672490,,,,1879868,,,,95870,,,,-1576620,,,,-4489855,,,,-26430,,,,479433,,,,14.43,,,,946762
(주)엠케이에프엔씨,017846,38894334,25709015,15351200,17846711,10878257,4483889,6473347,7935146,24694532,12989307,11103276,13372064,14199803,12719708,4247924,4474647,35391314,30819171,19788290,21528110,25549357,23016895,15485798,17392138,5250000,3500000,0,0,11511440,10975641,4795943,5194448,0,0,0,0,122369,161357,153092,13694,3158819,150000,523000,853000,3503020,-5110156,-4437090,-3681399,6956158,3808417,5411650,6238948,11280729,17476232,17258317,14690880,13816275,8505418,4629930,5436919,8229994,6436197,8379045,9218786,20585206,15819890,22877363,25044175,9304478,-1656342,5619046,10353295,1074484,-8092538,-2759998,1134509,-191074,-8613177,673067,755691,-45097,38988,-8265,-139398,1924033,1299758,549788,61256,20.79,7.16,4.87,1.23,12733608,11616240,289956,554143
(주)엠케이켐앤텍,040151,,,,10220771,,,,5404369,,,,7205163,,,,3015608,,,,8089418,,,,4477947,,,,3559000,,,,2855432,,,,0,,,,135794,,,,1192441,,,,2131353,,,,3974898,,,,11785034,,,,1800794,,,,1505359,,,,14121636,,,,2336602,,,,831243,,,,669832,,,,125821,,,,136558,,,,4.26,,,,2632052
(주)엠케이트렌드,018264,,22070747,37418966,54678113,,14700111,25881653,30103489,,18670021,33248001,46849472,,3400726,4170965,7828641,,8292338,10726681,14975273,,8292338,10726681,14975273,,0,0,0,,21989,21777,188708,,0,0,0,,5123644,6231888,7650432,,300000,0,0,,13778409,26692285,39702839,,7632024,18924634,20790014,,34919026,50613276,60050944,,3969910,7366348,16745983,,8348248,16833035,22986263,,54436421,84047333,105575667,,19517395,33434057,45524723,,11169147,16601021,22538460,,8222744,13313876,12724169,,2295682,1108244,1418544,,40069,0,14569,,364.45,0,13.84,,3226336,3887619,6713702
(주)엠텍,038701,,,,12140008,,,,8590539,,,,9212980,,,,2927027,,,,7680881,,,,7565068,,,,0,,,,0,,,,0,,,,747596,,,,0,,,,4459127,,,,10186659,,,,19601055,,,,622441,,,,3594411,,,,25845366,,,,6244311,,,,2649900,,,,2201747,,,,-259859,,,,0,,,,0,,,,2025014
(주)엠튜브,039025,,,,13707733,,,,5628740,,,,5628740,,,,8078992,,,,12023389,,,,1073803,,,,5890326,,,,0,,,,0,,,,2368986,,,,0,,,,1684344,,,,35473,,,,0,,,,0,,,,4790554,,,,1383168,,,,1383168,,,,-3407386,,,,-3674744,,,,2155201,,,,304521,,,,5.59,,,,815434
(주)엠티오,016602,33498597,48928663,47077978,55832991,23291739,36561181,29150027,33530076,26067050,40578691,34995147,41162574,7431547,8349972,12082830,14670417,31455290,46799387,44822960,53216241,30376895,45707076,43827505,48910191,63000,222998,186788,3390451,1500000,1500000,2500000,2500000,0,0,0,0,363518,5270312,682237,655773,810000,290000,195000,810000,2043307,2129276,2255018,2616750,21823653,30783608,27846931,30989556,46685038,66987283,76793601,87221454,2775311,4017511,5845121,7632499,1825287,2423780,3658119,4826964,49006423,70775203,81933663,93318196,2321386,3787920,5140062,6096742,496098,1364140,1481943,1269778,231377,85969,239582,514306,-165852,4906794,-4588075,-26463,298956,234299,182903,317745,38.25,14.26,8.3,7.41,6429798,7343356,10784050,10981297
(주)엠플러스테크놀러지,012015,,,6748229,8172699,,,5147116,5966635,,,5943814,6862089,,,804415,1310610,,,4911355,5691944,,,2020068,2528347,,,0,0,,,300000,0,,,0,0,,,1495608,733150,,,250000,200000,,,1836873,2480754,,,3416625,4833770,,,6973924,8024021,,,796698,895454,,,1115906,1042581,,,8585027,9468813,,,1611103,1444792,,,495197,402211,,,343773,143881,,,1306584,-762458,,,162168,334098,,,10.28,10.69,,,571709,797564
(주)엠플레이,039107,,,,25555338,,,,7033460,,,,7033460,,,,18521877,,,,1573711,,,,1514376,,,,30000,,,,0,,,,0,,,,655954,,,,2230729,,,,23981626,,,,2108038,,,,2911909,,,,0,,,,361107,,,,7639733,,,,4727824,,,,4366717,,,,3900089,,,,-378368,,,,7646,,,,50.97,,,,221343
(주)엠피에스,012671,,,10822307,15280184,,,5530462,5993246,,,8047348,10819247,,,2774959,4460937,,,7753659,12099146,,,7055533,10421122,,,500000,1411583,,,3933360,5277945,,,0,0,,,140561,923456,,,0,432929,,,3068647,3181039,,,4453302,3481668,,,14827127,19126314,,,2516886,4826001,,,982547,1151706,,,16265399,20601338,,,1438272,1475023,,,455725,323317,,,418777,112391,,,99145,782895,,,181319,224461,,,8.18,4.04,,,1522064,3066529
(주)엠허브,012166,,,,9921454,,,,9361574,,,,9361574,,,,559880,,,,7535577,,,,7513045,,,,0,,,,0,,,,0,,,,1338344,,,,933428,,,,2385877,,,,2031390,,,,3165496,,,,0,,,,1184014,,,,4278164,,,,1112668,,,,-71346,,,,205472,,,,1052727,,,,20146,,,,0,,,,192186
(주)연미술,039128,,,,8775235,,,,4055879,,,,4559063,,,,4216171,,,,5673258,,,,4704122,,,,320507,,,,1529733,,,,0,,,,53180,,,,0,,,,3101977,,,,3103107,,,,6561353,,,,503185,,,,1312037,,,,8460934,,,,1899581,,,,587544,,,,195769,,,,-6238,,,,176778,,,,14.91,,,,3732066
