구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)플럼디자인,011386,707827,1432565,1620457,,499481,304225,529877,,499481,304225,529877,,208346,1128340,1090580,,397359,148949,553944,,397359,148949,493944,,0,0,0,,25732,101463,254590,,0,0,0,,7995,2629,903,,0,0,0,,310468,1283616,1066513,,286550,190711,301116,,112559,458451,444670,,0,0,0,,3101,590187,400265,,260500,1086934,622635,,147941,628484,177964,,144840,38297,-222301,,110468,34278,-222714,,7995,-5365,-1727,,23,11526,22703,,0.18,18.12,12.75,,191582,219738,134246,
(주)플렉스컴,014406,,,19849060,,,,5884240,,,,7481077,,,,12367983,,,,10402811,,,,9482178,,,,518810,,,,6189164,,,,0,,,,206389,,,,318150,,,,9446249,,,,4382882,,,,7214192,,,,1596837,,,,1366629,,,,12391748,,,,5177555,,,,3810926,,,,2981843,,,,-860922,,,,176061,,,,5.25,,,,11146708,
(주)피.디.에이,010783,20695751,24498815,30337288,32935988,4949558,6080329,8018143,9373729,8911448,10209415,11392702,12734440,11784303,14289400,18944586,20201549,9678875,10109848,15199398,13195322,8931985,9588876,14444237,12328652,354507,333068,600140,535660,4900000,4900000,8472098,7300000,0,0,0,0,336150,998135,144472,2077417,1220000,0,994275,570000,11016876,14388968,15137890,19740666,3039474,4643488,5937608,6041552,20175856,21283346,24665612,25326959,3961890,4129087,3374559,3360711,1340288,1444520,2411565,2521419,24430612,24527858,28211734,32481576,4254756,3244513,3546122,7154616,2914468,1799992,1134557,4633197,3704797,1459891,748922,2350032,-1446815,661985,-853663,1932945,669587,462031,538945,548628,25.49,8.81,7.53,6.49,7197307,6722491,7417715,6694219
(주)피더블유제네틱스,017562,8307787,11750419,9567850,,5785771,8624329,5030982,,7036970,9670908,5848180,,1270817,2079511,3719670,,5693934,7277789,3958494,,4710413,6621406,2905611,,735320,432040,756240,,13109,0,0,,0,0,0,,624978,1295292,683017,,305744,847559,545200,,2613853,4472630,5609356,,3961516,6352414,3616887,,6462313,10705093,11763005,,1251199,1046579,817198,,1848388,1674532,1796864,,8905673,14118230,15194454,,2443360,3413137,3431449,,594972,1738605,1634585,,505263,911624,1136725,,616121,670315,-612276,,174391,86301,99014,,46.6,14.62,16.67,,236398,174073,342352,
(주)피디에이에이치디,038706,,,,8064658,,,,2895136,,,,2986094,,,,5078564,,,,3221335,,,,866166,,,,635037,,,,0,,,,0,,,,1167803,,,,870838,,,,4843323,,,,821459,,,,6353145,,,,90958,,,,899339,,,,8014320,,,,1661175,,,,761837,,,,266375,,,,-790851,,,,83874,,,,7.86,,,,4140423
(주)피보텍,027388,58970466,63330000,51050637,53736416,33854506,43625235,31349041,29131319,33941897,43625235,31349041,29740699,25028569,19704765,19701595,23995718,31657800,35395346,22698707,25453852,24557172,34860922,21960268,24388075,0,0,0,0,0,0,691000,4800000,0,0,0,0,6347870,1556298,703279,420765,2800000,2400000,2180000,1650000,27312666,27934654,28351929,28282564,24295668,38653640,26510791,26953818,60825431,109812314,65400553,64353412,87391,0,0,609379,1991956,2362899,2537337,2047222,67196312,117058073,66963295,66783832,6370881,7245759,1562742,2430420,4378925,4882860,-974594,383198,615642,4076183,286051,531621,3854981,-4791572,-853019,-282514,344964,892061,409310,345370,0,0,118.47,12.58,8449232,10837082,11920571,11870879
(주)피씨디렉트,011830,10439878,12426531,,,8278256,9815948,,,10026782,11957583,,,413096,468948,,,6353315,6041215,,,6286314,5939072,,,0,0,,,0,0,,,0,0,,,3744255,4136124,,,0,0,,,4086563,6385316,,,4240637,5360235,,,37184414,56957109,,,1748526,2141634,,,1509903,2170902,,,41697631,63277370,,,4513217,6320261,,,3003314,4149360,,,2100044,2828532,,,3429896,391870,,,3396,2570,,,0,0,,,117367,133431,,
(주)피앤에이치,017879,54702131,56916159,65450944,64552061,50110966,48227550,49022253,48296334,50842871,53325211,56130233,56152814,3859260,3590948,9320711,8399247,51833756,52263889,53510003,52289650,51633756,52053889,52970003,51979650,0,0,0,0,0,1585540,0,0,0,0,0,0,758205,6293987,4781238,3688172,530000,1350000,2800000,5300000,2868375,4652271,11940940,12262411,48705791,41675311,41708466,39713188,131074065,122932137,112842884,112825235,731905,5097661,7107979,7856480,1747533,2317124,2513287,2597826,139946165,145434053,136842678,134843345,8872100,22501916,23999794,22018110,7124567,20184792,21486508,19420284,-2558053,1783896,7288670,321470,92969,5535782,-1512749,-1093066,11091,729,1290,0,0,0.09,0.16,0,1480385,3062468,5767295,4687764
(주)피앤피리서치,029158,,,,1263976,,,,518765,,,,518765,,,,745211,,,,672814,,,,148935,,,,500000,,,,15083,,,,0,,,,2622,,,,0,,,,591163,,,,78872,,,,0,,,,0,,,,2043328,,,,1043542,,,,1043542,,,,-999786,,,,-1030072,,,,-292505,,,,42964,,,,16.68,,,,129692
(주)피어리스,028812,,,38929901,27763281,,,6626622,6342104,,,13367566,12884999,,,25562335,14878283,,,89596938,89135518,,,86418517,86036143,,,1027,0,,,850195,3431978,,,0,0,,,946816,551330,,,10000,0,,,-50667037,-61372237,,,34805181,34996081,,,4521094,3609024,,,6740943,6542894,,,9906282,8074357,,,9531551,8628246,,,5010457,5019222,,,-4895825,-3055136,,,-7275842,-10704778,,,34582,-395487,,,6204765,5429437,,,216.05,77.19,,,24695311,14551571
(주)피에이치와이,039762,,,,8586620,,,,1319375,,,,1472238,,,,7114382,,,,7862203,,,,6895323,,,,900000,,,,4700000,,,,0,,,,397324,,,,155000,,,,724418,,,,86146,,,,4374016,,,,152864,,,,872634,,,,5438366,,,,1064350,,,,191716,,,,23150,,,,-414342,,,,214660,,,,7.67,,,,5636101
(주)피엔에스홈즈,030278,,,,20903484,,,,1443369,,,,2819695,,,,18083789,,,,18966454,,,,14808034,,,,3924500,,,,11359404,,,,0,,,,107338,,,,36480,,,,1937030,,,,989478,,,,5662398,,,,1376326,,,,955238,,,,6101982,,,,439584,,,,-515654,,,,3250,,,,27163,,,,225710,,,,2.95,,,,18043362
(주)피엔케이텍,011582,,,9479320,15900291,,,4951917,8245302,,,6793605,10867004,,,2685715,5033287,,,3824153,8733531,,,647740,5229762,,,0,0,,,18200,4304705,,,0,0,,,2716302,222297,,,0,4890000,,,5655167,7166760,,,1890162,3085718,,,5605383,7845068,,,1841689,2621701,,,1869987,1826284,,,9149520,12094644,,,3544137,4249575,,,1674150,2423291,,,1357562,1511593,,,2713834,-2494005,,,267757,541904,,,16.99,9.97,,,2212288,4335636
(주)피엠그룹,039788,,,,11153539,,,,613889,,,,11087416,,,,66123,,,,10784719,,,,10771719,,,,0,,,,1361500,,,,0,,,,1058,,,,0,,,,368820,,,,0,,,,0,,,,10473527,,,,130279,,,,0,,,,0,,,,-130279,,,,-128792,,,,1058,,,,0,,,,0,,,,35523
(주)피엠머시너리,019642,,,,9723278,,,,2605530,,,,3608296,,,,6114982,,,,6239708,,,,5489401,,,,600000,,,,3938409,,,,0,,,,18426,,,,0,,,,3483570,,,,2132749,,,,12898976,,,,1002766,,,,1131353,,,,14532642,,,,1633666,,,,502314,,,,318353,,,,-9903,,,,261959,,,,11.54,,,,4667963
(주)피엠씨프러덕션,028791,,,,9019282,,,,6477745,,,,6615513,,,,2403769,,,,1646880,,,,1499296,,,,0,,,,0,,,,0,,,,997965,,,,3190060,,,,7372402,,,,1280829,,,,6609357,,,,137767,,,,4117905,,,,12637403,,,,6028046,,,,1910141,,,,1191694,,,,-1952471,,,,962,,,,0,,,,1048503
(주)피엠코리아,039867,,,,22221101,,,,7500890,,,,7500890,,,,14720210,,,,25051314,,,,25051314,,,,0,,,,635000,,,,0,,,,1185918,,,,0,,,,-2830213,,,,0,,,,0,,,,0,,,,2772571,,,,0,,,,0,,,,-2772571,,,,-3013963,,,,1185581,,,,244880,,,,77.13,,,,14706770
(주)피원,029724,,,,8981811,,,,4409672,,,,6148964,,,,2832847,,,,7593615,,,,4273469,,,,2700000,,,,4017832,,,,0,,,,19260,,,,0,,,,1388196,,,,2722979,,,,8973929,,,,1739292,,,,656035,,,,10447039,,,,1473110,,,,817075,,,,292578,,,,-206281,,,,610589,,,,17.01,,,,2238997
(주)피유시스,019643,,,9595470,11813561,,,5976175,7554070,,,6716627,8464903,,,2878843,3348658,,,3404410,4309435,,,2750118,3546823,,,0,0,,,0,300000,,,0,0,,,258529,278749,,,1057993,1217718,,,6191060,7504125,,,4725542,5806811,,,15132422,19453141,,,740452,910833,,,911767,1042476,,,17502977,22247215,,,2370555,2794074,,,1458788,1751599,,,1348598,1313065,,,-173323,20220,,,54742,64483,,,0,42.99,,,2706045,2904750
(주)피치밸리,019645,,,12416954,24431825,,,5594072,9907163,,,11524098,23319095,,,892856,1112729,,,10041673,21472915,,,10021847,21463247,,,0,0,,,8352927,17957179,,,0,0,,,410683,1785685,,,0,0,,,2375281,2958910,,,4884423,7863189,,,85949296,111022127,,,5930026,13411933,,,3660272,4096881,,,91747911,117359055,,,5798615,6336927,,,2138343,2240046,,,1159471,1583629,,,-457619,1375002,,,812675,578857,,,19.46,4.4,,,275398,248444
(주)피카디리프러스,039763,,,,10680631,,,,10491401,,,,10491401,,,,189230,,,,10599512,,,,10599512,,,,0,,,,0,,,,0,,,,1791164,,,,8700000,,,,81119,,,,0,,,,0,,,,0,,,,34794,,,,34794,,,,34794,,,,0,,,,31119,,,,1791164,,,,0,,,,0,,,,39230
(주)피플웍스,028926,,,,15097591,,,,6636800,,,,10786613,,,,4310979,,,,4982272,,,,4808552,,,,0,,,,0,,,,0,,,,3077298,,,,27000,,,,10115319,,,,3164556,,,,17007658,,,,4149813,,,,3903332,,,,21438827,,,,4431169,,,,527837,,,,629549,,,,1343191,,,,0,,,,0,,,,2332780
(주)필름지,039028,,,,9830625,,,,8906846,,,,8906846,,,,923779,,,,8768212,,,,8699376,,,,0,,,,100000,,,,0,,,,432584,,,,33297,,,,1062413,,,,7222153,,,,7792505,,,,0,,,,1809163,,,,17297561,,,,9505057,,,,7695894,,,,1851577,,,,-504747,,,,1159,,,,2.32,,,,294394
(주)필리아텔레콤,011466,519945,2519528,2337688,1721317,133281,1500501,1249245,820971,209107,1664947,1491435,1013485,310837,854581,846253,707832,384292,475916,1012010,981653,284292,182668,726370,735666,100000,250000,240625,182025,145120,0,500000,530000,0,0,0,0,3778,73128,22833,46941,0,112000,0,0,135653,2043612,1325678,739664,128443,739020,347184,357904,907407,2763578,3404112,2133054,75826,164446,242190,192514,99081,377286,497817,329126,1052119,3745591,3138118,1909485,144712,982013,-265994,-223569,45631,604728,-763811,-552694,35653,538080,-717934,-485474,3778,69350,-50295,24109,3555,17347,41840,62323,2.9,7.01,8.45,8.58,297188,451205,422080,300919
(주)필켐,011116,2860452,6759140,,,1107114,3139960,,,1414030,3680129,,,1446422,3079011,,,1581763,3185201,,,724930,1244554,,,785780,1821540,,,435000,534500,,,0,0,,,401087,1287432,,,327382,159803,,,1278690,3573939,,,256979,766956,,,1573400,3452021,,,306916,540170,,,198480,484366,,,2065938,4499064,,,492538,1047043,,,294058,562678,,,122503,345985,,,365241,886345,,,139902,107476,,,22.92,6.01,,,1241383,2604525,,
(주)하나,012453,,,13839865,13064630,,,599413,458434,,,690657,538982,,,13149209,12525648,,,12908604,13642474,,,1806604,2757074,,,1990000,1990000,,,706164,1204500,,,0,0,,,4285,891,,,2000,0,,,931262,-577844,,,0,0,,,170185,106180,,,91244,80549,,,1913595,1503471,,,324719,100545,,,154533,-5635,,,-1759062,-1509106,,,-2183339,-1509106,,,1239,-3394,,,211486,0,,,3.95,0,,,2705636,2657171
(주)하나,029984,,,,8241803,,,,3031604,,,,3204568,,,,5037235,,,,3481018,,,,1677265,,,,1598360,,,,0,,,,0,,,,77140,,,,1043822,,,,4760785,,,,1918558,,,,28086979,,,,172965,,,,954743,,,,29170508,,,,1083530,,,,128786,,,,132992,,,,-263131,,,,62324,,,,7.8,,,,3140759
(주)하나앤컴파니,013446,8516873,7858510,7889065,7926740,2159366,1795177,1365647,1371106,2159366,1795177,1365647,1407526,6357507,6063334,6523417,6519214,3431702,2748566,2756660,2788090,3425598,2748566,2756660,2788090,0,0,0,0,679000,0,2000,0,0,0,0,0,7405,46069,20734,4399,2000000,1700000,1300000,1300000,5085171,5109945,5132405,5138650,0,0,0,0,0,0,0,0,0,0,0,36420,140013,101290,69847,83969,0,273,5727,32391,0,273,5727,32391,-140013,-101016,-64121,-51578,211295,7324,22460,6245,5974,38665,-25335,-16335,2818,0,980,0,0.83,0,98,0,6054370,6062833,6522917,6518713
(주)하나윈,013447,17984964,20386491,21507223,24085431,6662236,8730847,6665679,5588368,9515502,11034246,9833520,10002006,8469462,9352245,11673703,14083426,7329351,9407688,9655709,11424608,5125697,7525493,8116224,10685380,1709796,1408251,1287939,200000,3225795,5285795,5341625,8595892,0,0,0,0,85971,276952,356065,156072,2602900,5600830,3135740,2148700,10655613,10978803,11851515,12660823,2412284,2697691,2980531,3049120,7983860,8000737,11869291,13736477,2853266,2303399,3167841,4413638,1912914,2249994,2844678,2912918,11208368,11297501,16394877,18124994,3224508,3296764,4525586,4388517,1311594,1046770,1680908,1475599,6275745,324000,872712,809308,66660,190981,79113,-199993,706766,488022,502681,352616,28.64,8.39,7.55,4.57,7971668,8350551,10666052,13277016
(주)하나종합건설,028553,,,30349015,24031397,,,10287055,9704868,,,30237212,23324967,,,111802,706430,,,31645054,24150916,,,31631412,19723307,,,0,4400000,,,22870000,1140529,,,0,0,,,7602640,457434,,,0,0,,,-1296039,-119519,,,0,111707,,,324247,25087507,,,19950157,13620099,,,502480,861055,,,230000,28265203,,,-94247,3177696,,,-596727,2316641,,,-1369321,1176520,,,7601075,-7145207,,,761889,669486,,,6.66,4.71,,,101502,73479
(주)하나콤,019654,10650176,10224682,11414711,11792285,4280115,4291985,5198547,6010863,4917266,5401050,6277560,7306854,5732909,4823631,5137151,4485431,11743556,13184615,13254622,13038945,9161162,10559215,10473044,12172434,2400000,2280000,2235000,87500,4539200,7152400,8335400,9928700,0,0,0,0,37665,148647,347141,1010324,178600,308535,562430,692048,-1093381,-2959933,-1839911,-1246659,2875800,2095373,2546578,2075581,28880194,27433901,23631611,24157396,637152,1109065,1079013,1295990,1580686,1592607,1374202,1877864,31584104,27994575,26327337,27342178,2703909,560674,2695727,3184781,1123223,-1031933,1321524,1306917,173652,-1866553,620022,593252,-4187,110982,198494,663183,1006507,849963,986402,894895,29.01,10.38,9.86,8.69,4654357,4179690,4064135,3965396
(주)하나텔,011622,,1694690,2563059,2059709,,500752,1084098,1068509,,932930,1551645,1176992,,761760,1011414,882718,,342683,1160217,892646,,335864,441198,243328,,0,200000,630000,,24000,40000,100000,,0,0,0,,3109,1476,10133,,0,0,0,,1352007,1402842,1167063,,502670,763557,296186,,1011347,972829,581164,,432178,467547,108483,,307717,270613,506469,,1377418,1139980,398617,,366071,167151,-182547,,58354,-103462,-689014,,56253,50834,-734499,,-429,-1633,8657,,0,2970,39295,,0,0.78,10.77,,572182,836277,771011
(주)하나투어리스트,029019,,,,1894289,,,,1790874,,,,1790874,,,,103415,,,,258277,,,,258277,,,,0,,,,0,,,,0,,,,331127,,,,1000000,,,,1636012,,,,0,,,,0,,,,0,,,,1109804,,,,1269336,,,,1269336,,,,159532,,,,153100,,,,331127,,,,0,,,,0,,,,60905
(주)하눌산업,039517,,,,10209770,,,,1964120,,,,2233567,,,,7976203,,,,8783148,,,,3659380,,,,3266202,,,,3012633,,,,0,,,,79382,,,,624400,,,,1426622,,,,1014651,,,,2565950,,,,269447,,,,742063,,,,3655339,,,,1089389,,,,347326,,,,10089,,,,75455,,,,280441,,,,8.93,,,,7374491
(주)하니관광호텔,019658,8955863,8884573,337291,,41405,56742,90528,,102235,100334,119303,,8853628,8784239,217989,,8193219,7824387,7740082,,8103129,7730813,7624321,,0,0,0,,0,0,0,,0,0,0,,10634,14714,9094,,0,0,0,,762644,1060186,-7402791,,20741,31123,34948,,939616,1009830,1049866,,60830,43592,28775,,165663,156788,228363,,1470098,1580725,1571534,,530482,570895,521668,,364819,414108,293305,,-226612,297542,-8462977,,7417,4081,-5620,,336000,0,200000,,0,0,0,,8797092,8727503,110490,
(주)하렉스인포텍,029449,,,,3942456,,,,430226,,,,1287223,,,,2655234,,,,916968,,,,529322,,,,0,,,,20000,,,,0,,,,162919,,,,0,,,,3025489,,,,31912,,,,59179,,,,856997,,,,4886318,,,,126303,,,,67123,,,,-4819194,,,,-4544059,,,,-96524,,,,0,,,,0,,,,482634
(주)하우스뱅크,029760,,,,16591409,,,,81090,,,,81090,,,,16510319,,,,16870018,,,,605435,,,,10736583,,,,599115,,,,0,,,,25585,,,,0,,,,-278609,,,,450,,,,0,,,,0,,,,460570,,,,464100,,,,464100,,,,3530,,,,-378798,,,,-8331,,,,360857,,,,6.37,,,,16509255
(주)하우스보떼,040109,,,,9732070,,,,2417929,,,,8183376,,,,1548694,,,,9429205,,,,9009205,,,,420000,,,,3597300,,,,0,,,,356195,,,,1750000,,,,302865,,,,24000,,,,1877876,,,,5765447,,,,230916,,,,2135081,,,,257205,,,,26289,,,,8987,,,,356189,,,,18494,,,,0.92,,,,91029
(주)하우징그룹우신,030339,,,,6264108,,,,5598178,,,,5608043,,,,656065,,,,6231787,,,,6223427,,,,0,,,,3220000,,,,0,,,,262605,,,,104733,,,,32320,,,,0,,,,125355,,,,9865,,,,266251,,,,177996,,,,52641,,,,-213611,,,,-1676947,,,,233744,,,,321102,,,,19.94,,,,650456
(주)하이게인안테나,019669,27906004,24616712,37161545,28430169,11649171,10185597,13374535,11641905,14326540,12941522,17276845,14972904,13579464,11675190,19884700,13457265,20890508,19443699,26010054,22841410,14050239,10965582,18674431,16804657,4215457,6200712,5199718,3930308,6009688,5950480,11931671,10089795,0,0,0,0,786389,634496,257369,169335,4462637,2000000,1960371,1441527,7015497,5173013,11151491,5588760,6137313,4523433,10218932,7792990,36386953,30328504,26385530,22772458,2677370,2755925,3902310,3330999,3891587,3538533,4014022,3583222,42616473,35365755,31363083,27816944,6229521,5037252,4977553,5044485,2337933,1498719,963531,1461263,1363370,96413,117075,407050,-99829,-151893,-377127,-88034,965202,1196732,1362117,1199358,18.88,10.7,9.3,7.7,4458575,4650269,5288925,4026157
(주)하이네트정보통신,011190,289075,1020747,1138425,1219655,87285,85706,310413,381159,87285,85706,310413,381159,201790,935042,828013,838496,16081,4832,962487,1147714,16081,4832,238415,343047,0,0,0,0,0,0,150000,150000,0,0,0,0,17390,1416,28953,40537,0,0,0,0,272994,1015916,175938,71940,60500,12100,106911,195917,46705,28921,910312,1142892,0,0,0,0,37945,318165,627394,370578,57644,93276,749229,1514923,10939,64355,-161083,372030,-27006,-253809,-788477,1452,-27006,-235438,-839977,-103998,17390,-15974,27537,11584,0,0,60831,115779,0,0,14.53,13.78,201790,179637,206125,120372
(주)하이디스,017720,10508500,17061498,23106552,42596769,3680361,4120644,3523632,11503553,4451215,4702200,5198754,14912538,6057285,12359297,17907798,27684230,9308959,13746220,17006796,34266229,7365962,11939736,10860675,22033193,1788000,1584500,5403181,11918116,3874615,7602483,6527083,13004694,0,0,0,0,59318,485783,193048,206535,734333,1034033,670700,1179850,1199540,3315278,6099756,8330539,1228669,1624984,2046965,6340902,23571900,31408531,26208646,34705767,770853,581556,1675122,3408985,1359144,1878878,3199713,3938218,26308709,35949214,30553884,42281114,2736809,4540683,4345238,7575347,1377664,2661805,1145525,3637128,781802,1817351,1284478,2132571,40620,726164,-1326767,13487,182729,311495,346150,614368,6.45,4.2,3.28,3.33,4138743,9843022,14323107,24412827
