구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실)(천원),영업이익(손실)(천원),영업이익(손실)(천원),차입금의존도,차입금의존도,차입금의존도,총자본증가율,총자본증가율,총자본증가율,유동자산증가율,유동자산증가율,유동자산증가율,매출액증가율,매출액증가율,매출액증가율,순이익증가율,순이익증가율,순이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,매출액순이익률,매출액순이익률,매출액순이익률,매출액총이익률,매출액총이익률,매출액총이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출채권회전률,매출채권회전률,매출채권회전률,재고자산회전률,재고자산회전률,재고자산회전률,총자본회전률,총자본회전률,총자본회전률,유형자산회전율,유형자산회전율,유형자산회전율,부채비율,부채비율,부채비율,유동비율,유동비율,유동비율,자기자본배율,자기자본배율,자기자본배율,당좌비율,당좌비율,당좌비율,비유동비율,비유동비율,비유동비율,순운전자본비율,순운전자본비율,순운전자본비율,현금비율,현금비율,현금비율,부채(*)(천원),부채(*)(천원),부채(*)(천원),자산(*)(천원),자산(*)(천원),자산(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,유동부채(*)(천원),유동부채(*)(천원),유동부채(*)(천원),유동자산(*)(천원),유동자산(*)(천원),유동자산(*)(천원),CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,차입금평균이자율,차입금평균이자율,차입금평균이자율
조광피혁(주),004700,1.49,1.72,5.3,11631982,12503753,19674765,48.86,53.72,33.46,6.04,3.82,-12.81,18.77,5.55,-9.86,10.27,26.88,1.14,-60.57,0,0,29.54,7.49,57.35,0.75,-0.61,6.56,12.2,10.69,14.22,2.12,-2.25,23.32,0.88,-0.87,9.93,87.8,89.31,85.78,5.36,7.14,7.73,5.97,7.17,6.47,1.18,1.43,1.51,3.4,4.37,4.75,148.12,171.66,103.08,143.85,114.73,141.08,202.49,192.02,223.96,97.5,76.84,81.25,98.03,104.61,73.98,18.44,7.89,18.51,30.94,34.8,14.79,91273626,100307917,70259400,152896465,158743501,138416196,175239631,222338392,224875845,4.64,10.95,19.36,64294216,85085813,62370529,92485936,97616174,87994523,2.42,4.94,6.05,10.93,9.07,5.64
조선내화(주),000480,4,5.1,17.61,32013160,28140787,35831610,34.36,21.61,8.61,-10.65,-4.81,-1.06,0.03,-7.16,11.35,3.6,-1.08,5.3,67.71,-3.53,43,21.49,-12.1,27.33,6.94,6.77,9.19,19.66,19.75,23.53,12.49,11.2,13.88,5.89,6.17,9.1,80.34,80.25,76.47,9.91,8.14,7.14,4.81,5.21,5.56,0.85,0.91,0.99,2.12,2.31,2.8,102.47,63.54,42.86,80.08,127.71,162.5,628.61,740.8,839.01,37.35,64.26,80.82,132.95,108.77,89.01,-8.54,7.27,14.5,0.36,6.89,14.55,128830795,94137582,71921518,254552533,242298270,239723651,228950076,226468575,238474328,26.68,32.32,43.39,109147963,63539426,55604376,87401969,81148131,90355970,15.01,13.43,13.09,8.42,7.89,5.58
조아제약(주),034940,-0.53,-0.11,-0.53,-597205,-243884,-1263682,43.42,45.1,47.75,68.64,-4.3,-19.84,57.38,8.97,-35.15,-24.45,16.74,-17.79,-93.2,0,0,0,0,0,1.28,-8.03,-40.99,51.55,48.33,48.41,0.87,-5.47,-26.83,0.43,-2.56,-12.19,48.45,51.67,51.59,1.33,1.45,1.12,3.49,3.9,3.43,0.34,0.32,0.3,2.45,2.98,2.75,108.75,119.3,120.82,170.36,180.56,150.57,390.76,355.98,283.39,149.29,162.2,127.51,66.42,49.05,82.13,28.16,34.64,21.09,30.42,6.53,3.03,35951052,35927890,28965218,69008406,66042357,52938875,18438280,21525349,17697003,3.06,-3.07,-8.27,27619241,28395129,22081883,47051064,51270433,33248521,5.96,-5.13,-13.54,5.2,7.25,8.59
조일알미늄(주),018470,1,1.69,1.84,7451609,10724291,7103435,46.81,47.36,36.68,19.98,3.2,-3.75,1.77,9.55,-4.81,18.94,23.1,3.37,0,0,1227.77,138.58,43.92,-33.76,-3.28,0.49,6.24,6.78,7.24,5.91,-8.2,1.26,15.91,-3.46,0.57,7.59,93.22,92.76,94.09,3.18,3.82,3.98,7.3,7.1,7.34,1.06,1.17,1.22,2.59,2.69,2.85,119.79,123.97,96.61,110.91,113.49,126.86,271.36,274.81,301.34,81.36,73.73,94.45,106.42,101.34,90.15,5.08,6.51,11.47,8.81,9.02,14.2,113125104,118561714,101307258,207558416,214196163,206172585,200841432,247233824,255560163,-9.73,1.94,15,96524895,103344184,87996642,107059761,117283484,111636406,-5.48,0.93,5.94,7.75,6.4,4.36
주성엔지니어링(주),036930,87.88,-11.8,-27.18,3662909,-6509250,-51984993,0.28,13.52,22.82,18.62,4.21,-33.03,8.34,-17.24,-13.77,-1.41,-7.7,-54.54,-15.31,0,0,-61.16,0,0,14.32,-10.02,-386.37,41.92,32.55,27.88,4.84,-2.93,-66.71,4.18,-2.44,-50.12,58.08,67.45,72.12,1.66,1.12,0.65,2.22,1.44,0.58,0.29,0.24,0.13,3.17,2.24,0.78,16.69,23.78,50,481.88,278.53,202.58,1294.17,1271.42,610.82,375.06,177.41,121.92,39.62,58.86,48.71,52.34,33.62,34.19,58.81,24.66,22.58,28727989,40215310,46725723,200839010,209301152,140175199,54009748,49852719,22664593,-34.09,-45.3,-3.56,27526548,39410727,46725723,132645164,109771819,94655737,-18.13,-36.55,-7.34,6.71,3.82,6.35
지더블유바이텍(주),036180,-4.8,-3.96,-3.63,-5891797,-6058522,-6113612,76.33,73.74,211.46,28.33,12.84,-78.88,4.9,-35.78,-73.33,-66.13,-15.24,-53.53,0,0,0,0,0,0,-183.62,-226.54,-832.89,-2.74,-13.59,-19.99,-112.38,-281.92,0,-48.52,-42.41,-112.86,102.74,113.59,119.99,1.34,2.55,2.72,1.28,1.26,0.74,0.26,0.19,0.14,6.86,3.66,1.68,454.29,707.11,0,398.28,99.83,17.45,86.53,31,0,317.53,59.84,6.39,172.68,490.84,0,51.56,-0.07,-234.15,136.14,11.44,0.07,18259612,22024053,15109698,22279002,25138693,5308193,5236917,4438906,2062757,-15.16,-13.15,-22.02,3851104,9867945,15055944,15338267,9850788,2626759,-52.86,-65.22,-161.29,13.32,8.6,11.31
지에스건설(주),006360,4.15,8.51,18.83,225428614,254844844,276064558,25.81,19.55,12.98,-1.61,10.8,0.84,-16.54,18.47,-10.67,29.53,16.44,0.68,23.79,21.43,7.09,57.33,13.05,8.33,4.56,4.76,5.06,14.01,12.84,14.88,17.06,18.42,16.6,5.15,5.98,6.06,85.99,87.16,85.12,5,5.45,4.15,5.15,6.71,10.94,1.13,1.26,1.2,5.65,5.3,5.1,220.93,197.49,153.84,107.26,118.83,115.57,291.13,347.99,411.24,60.69,85.74,100.07,155.31,133.33,129.74,3.49,8.74,6.59,1.23,12.5,11.79,1640160281,1752451127,1613223643,2382533859,2639813875,2661892355,2707863513,3153101678,3174465313,15.73,17.32,19.57,1146346126,1225805808,1125998973,1229534391,1456656411,1301303233,9.53,9.62,9.94,8.08,5.3,3.4
진양산업(주),003780,1.25,1.96,32.77,852816,386551,3134418,5.79,2.43,2.73,-5.29,-25.03,3.96,-5.38,-17.28,8.95,-11.64,-74.41,23.67,-56.98,99.65,34.36,-43.73,-54.67,710.87,2,15.6,16.94,15.7,22.24,30.21,1.26,2.81,4.17,0.78,1.83,2.82,84.3,77.76,69.79,6.45,2.82,5.5,2.26,0.61,0.79,0.39,0.12,0.17,0.64,0.19,0.29,57.44,47.78,48.11,107.11,136.2,133.5,467.52,539.19,559.3,48.87,54.55,60.01,106.18,94.69,92.35,2.16,9.55,9.45,7.77,1.09,13.07,52409659,34820616,36367434,143645921,107691567,111956722,57721510,14768997,18265401,11.62,11.4,7.89,43667373,28405381,31574280,46771995,38688442,42151095,10.55,26.87,15.71,6.17,3.62,3.38
진양제약(주),007370,11.91,60.73,169.34,3405031,4661031,6649389,8.82,1.8,2.4,38.32,10.61,36.35,29.16,10.25,33.52,34.56,27.4,23.5,133.34,37.04,32.48,94.78,36.89,42.66,15.83,17.03,18.27,61.86,60.28,62.92,21.74,20.6,22.71,14.56,16.32,17.42,38.14,39.72,37.08,1.6,1.86,2.06,13.47,15.34,16.33,0.92,0.96,0.95,5.84,4.84,4.03,30.77,22.26,37.03,516.66,577.07,473.34,479.62,567.44,690.28,469.53,527.04,434.37,38.64,36.41,42.8,56.82,58.05,54.24,25.14,3.81,2.42,4722632,4042119,8179832,20070348,22200085,30268845,15905284,20263742,25024759,30.61,71.61,40.1,2736868,2701444,4397516,14140270,15589184,20815173,9.09,14.28,13.11,9.48,7.07,6.97
진양폴리우레탄(주),010640,8.91,9.26,29.56,2025879,1130993,2909877,6.83,6.87,10.2,31.45,-0.78,4.97,16.91,5.78,31.23,10.47,-1.85,17.77,90.97,-66.98,279.69,-11.25,-44.17,157.29,5.82,1.96,6.32,16.97,13.64,18.88,8.86,2.37,8.8,6.07,1.77,6.59,83.03,86.36,81.12,7.2,5.97,5.27,18.52,18.58,20.83,1.04,0.9,1.04,2.06,1.7,2.17,35.54,32.38,34.42,174.8,190.89,217.27,300.95,305.72,316.04,151.32,165.78,194.09,87.45,82.31,70.86,15.18,18.01,25.52,60.1,74.75,75.79,7754301,7176898,7886664,29572816,29341255,30799811,27151483,26649643,31385959,43.37,24.44,3.05,6002652,5814125,6703405,10492598,11098620,14564359,12.39,6.58,0.77,7.71,6.06,3.82
진양화학(주),051630,,,-2.51,,599980,-219489,,,3.22,,,0,,,0,,,0,,,0,,,0,,,0.05,,,10.62,,,0.08,,,0.05,,,89.38,,,13.02,,,16.43,,,1.08,,,1.53,,,62.97,,,86.63,,,368.93,,,63.88,,,122.33,,,-3.85,,,11.34,,13901180,13940105,,36019628,36076125,,41937251,38809551,,,26.07,,10133940,10384847,,8843448,8996513,,,9.36,,,7.53
진원생명과학(주),011000,6,5.75,15.37,3523321,2571350,2755423,30.29,17.21,11.06,2.88,-15.54,0.36,17.15,-27.21,12.19,3.49,-21.6,-6.68,-8.24,-27.41,6.67,-14.96,-27.02,7.16,6.89,6.38,7.29,17.86,18.75,19.22,20.42,12.98,12.44,9.88,7.66,8.91,82.14,81.25,80.78,7.73,7.67,9.36,7.46,6.29,6.49,1.43,1.2,1.22,3.17,2.53,2.58,94.36,47.02,32.95,142.43,188.38,274.23,333.11,371.92,412.79,88.41,105,169.56,96.68,83.34,68.57,14.97,20.32,30.76,14.17,38.9,77.39,11923772,6634401,5158997,24559855,20742699,20817880,34715942,27217321,25400508,30.38,48,70.77,8666213,4769450,3675697,12342878,8984734,10079893,10.43,11.7,14.37,8.18,8.12,6.11
진흥기업(주),002780,0.88,-0.89,2.42,5457491,-1502415,10124452,31.08,32.87,11.77,4.63,2.74,-31.36,7.81,1.16,-15.27,-14.98,0.25,-12.79,-86.33,222.7,0,-52.8,0,0,0.53,1.69,-32.86,8.43,4.5,11.98,1.21,3.79,-62.42,0.37,1.14,-22.55,91.57,95.5,88.02,6.04,3.63,2.41,4.7,5.3,7.55,0.7,0.67,0.69,2.15,2.17,3.72,234.96,231.34,123.27,168.68,86.19,128.88,116.53,121.04,560.38,118.27,66.48,114.84,172.4,173.02,91.57,19.76,-7.65,13.22,36.67,9.35,7.98,190534175,194853958,105756934,271627799,279082362,191549342,184702472,185166843,161480457,-0.33,-1.24,-0.01,78149928,154704922,87670661,131824290,133347778,112990627,-0.35,-1.31,-0.01,8.08,1.92,7.31
참엔지니어링(주),009310,-0.83,-0.77,-5.8,-4484909,-2691934,-3315519,189.59,12.89,45.17,-22.88,93.15,-23.43,-18.84,535.28,-66.26,-29.47,-65.3,3035.67,0,0,0,0,0,0,-1148.89,-1677.08,-9.22,-384.35,-349.92,3.34,0,0,-9.97,-62.64,-24.86,-3.68,484.35,449.92,96.66,0.38,0.15,3.87,25.88,21.81,0,0.05,0.01,0.4,0.07,0.03,0.9,0,191.1,148.05,44.94,117.13,106.37,0,57.78,51.92,44.46,117.13,106.37,0,109.97,180.05,-23.18,9.1,1.64,0.11,101.87,19.16,40238304,18242697,12700335,14386753,27788624,21278579,900750,312600,9802110,-1.99,-4,-64.29,6056925,14761497,5483992,2721729,17290708,5833524,-88.99,-233.21,-83.29,21.19,22.8,8.67
케이비아이동국실업(주),001620,0.43,1.06,1.1,673936,1680696,950448,14.97,11.81,10.42,4.6,-4.31,-4.96,0.26,-36.7,8.31,41.72,11.74,22.82,0,0,0,647.86,149.39,-43.45,-2.21,3.04,-4.81,7.26,8.69,6.51,-2.35,3.28,-6.47,-1.27,1.95,-3.97,92.74,91.31,93.49,7.53,7.32,7.56,18.39,24.21,27.34,0.57,0.64,0.82,1.45,1.58,1.94,75.95,61.37,64.95,117.2,81.79,75.88,469.09,432.38,402.02,107.41,73.78,65.23,113.35,123.4,120.71,5.22,-5.24,-8.53,0.35,27.35,0.83,41445057,34941913,34381063,96013711,91874213,87315892,53850995,60171518,73903504,12.08,6.98,9.73,29146428,26437851,30863792,34159328,21622287,23419995,9.3,4.06,4.52,8.65,12.56,8.68
케이비아이메탈(주),024840,9.57,7,7.14,2963056,3276846,2438195,29.41,31.35,26.42,36.74,12.73,23.62,44.11,15.34,12.38,29.81,4.87,4.25,24.97,-2.19,-3.67,44.32,10.59,-25.59,8.78,8.19,7.57,17.42,16.58,14.1,23.41,17.82,13.46,11.77,9.37,7.62,82.58,83.42,85.9,9.47,9.79,7.23,11.15,9.5,8.91,1.34,1.14,1.01,6.39,5.18,4.1,93.1,87.64,68.84,216.28,237.2,235.87,308.52,357.9,409.77,179.64,201.38,198.06,49.09,44.46,51.72,40.09,44.14,39.96,1.23,1.65,34.76,12925714,14115321,15231910,26809226,30220879,37359349,31106145,32620730,34008274,29.38,22.21,22.06,9244323,9721788,10986985,19993353,23059982,25915253,12.21,9.61,9.88,5.52,5.39,3.53
케이씨그린홀딩스(주),009440,-5.63,-6.76,3.87,-4418180,-4162080,1103524,17.34,14.98,9.76,-10,-17.21,10.44,-11.82,-20.08,17.04,-28.33,-25.36,95.65,0,0,0,0,0,0,-24.85,-26.59,3.12,1.71,0.62,12.14,-19.92,-18.94,4.75,-11.23,-10.35,2.5,98.29,99.38,87.86,4.39,3.31,7.76,6.85,5.73,14.38,0.45,0.39,0.8,1.15,0.93,2.01,81.2,85.02,94.91,151.62,133.72,121.17,490.91,398.02,417.3,129.79,115.91,109.66,91.32,96.42,96,16.89,12.07,8.86,22.87,28.57,59.39,25911298,21996958,25742523,57820238,47868123,52866764,27568640,20577593,40260852,8.96,-10.41,17.59,18916082,17142851,22141201,28680687,22922847,26827778,8.42,-11.13,11.25,7.68,7.16,4.62
케이알모터스(주),000040,-0.73,0.26,0.19,-13940384,5231200,1616372,93.23,147.62,62.52,-36.13,-17.27,2.65,-30.08,8.58,17.03,23.01,-26,-8.31,0,0,0,0,0,-69.1,-42.35,-21.69,73.24,13.04,18.2,13.8,0,0,0,-36.62,-19.49,65.76,86.96,81.8,86.2,5.99,5.1,3.9,8.12,7.62,8.27,0.86,0.9,0.9,2,1.86,2.22,0,0,1383.32,55.22,47.63,116.07,-126.75,-1672.82,130.16,36.07,33.04,94.03,0,0,779.49,-25.71,-45.76,6.57,1.86,4.54,17.28,190848380,191464941,97010794,122491227,101334998,104023711,135869669,100537972,92185502,-1.71,0.26,7.16,70338498,88546204,42523517,38843954,42177606,49358716,-2.4,0.5,7.53,13.97,15.24,7.85
케이지케미칼(주),001390,0.92,0.88,0.31,7225834,9724525,3631044,78.47,80.69,86.75,8.07,2.27,-3.79,27.13,14.55,-2.26,41.47,9.43,2.07,0,0,0,0,34.58,-62.66,14.42,-2.25,-6.61,22.54,23.72,19.18,0,-91.36,0,14.73,-2.4,-7.24,77.46,76.28,80.82,5.82,4.63,4.22,6.76,6.73,6.15,1.02,1.06,1.09,2.34,2.82,3.16,2485.81,6992.39,0,473.81,614.16,463.71,12.85,4.79,0,331.58,437.42,308.88,1273.5,3060.8,0,40.04,47.59,45.3,32.8,20.98,13.71,114578472,120175528,124212432,119187767,121894190,117272188,117188284,128242573,130899099,-1.84,2.11,0.73,12766334,11282007,14605517,60488447,69289456,67726850,-1.8,1.98,0.7,7.88,11.46,11.63
케이피엑스케미칼(주),025000,18.89,89.48,518.51,26625362,26382445,30829475,10.3,0.29,0.26,0.26,2.38,10.07,5.06,7.33,18.86,9.16,4.71,13.02,17.54,6.55,13.23,12.16,-0.91,16.86,9.81,9.98,10,16.27,15.79,16.17,16.24,15.55,15.85,11.59,12.19,12.99,83.73,84.21,83.83,4.47,4.47,4.75,11.78,13.36,13.58,1.18,1.22,1.3,5.65,6.13,6.88,34.04,21.82,22.27,282.68,424.5,440.81,581.49,602.7,660.93,240.36,365.97,377.57,50.78,42.5,36.3,40.14,49.78,54.36,7.78,5.22,7.95,45532858,32876871,36805351,179276279,183551839,202038014,211545673,221506343,250353095,46.99,74.1,76.31,39393722,28155675,32227908,111359689,119519903,142064007,10.11,11,11.22,6.73,3.1,11.39
코나아이(주),052400,,69.6,66.22,2812640,6226336,7894939,,1.55,5.63,,0,16.37,,0,-7.09,,0,12.75,,0,35.71,,0,26.8,,17.32,20.85,,31.37,40.6,,18.18,22.43,,13.68,17.15,,68.63,59.4,,2.05,2.11,,11.01,9.79,,0.79,0.82,,17.59,9,,32.92,28.89,,373.22,433.92,,1657.03,1988.43,,342.07,374.03,,18.71,40.47,,62.9,52.79,,42.47,103.62,4660074,9818654,10341987,11316875,39645129,46133793,13071386,31297550,35287999,,-42.23,-4.91,3517287,9127149,7294022,8683553,34064672,31650353,,-13.25,-1.44,,14.56,7.42
코스모신소재(주),005070,-1.1,1.31,1.7,-50943260,46030272,46907988,69.03,74.98,68.98,0,-14.18,-9.69,0,-26.74,12.21,0,-3.63,-0.59,0,0,0,0,0,1.91,-93.98,-0.55,4.49,8,21.96,23,-18562.08,-17.41,58.66,-134.35,-0.41,3.76,92,78.04,77,15.18,8.94,10.91,29.56,14.58,14.57,1.43,0.74,0.84,2.05,1.03,1.16,13715.78,2253.32,1033.96,53.01,80.58,106.27,3.23,29.13,37.89,41.83,58.47,79.3,10646.1,1892.38,858.01,-20.34,-4.72,1.44,0.38,21.77,37.81,435525212,360487516,310026854,438700571,376485607,340011384,313568503,302171481,300396404,-0.67,3.52,12.27,189881290,91508541,77860391,100648767,73740188,82740878,-0.93,4.2,12.66,30.52,12,10.7
코스모화학(주),005420,-1.09,-0.22,-0.82,-23496071,-3116022,-12480081,56.39,62.25,68.62,-17.26,-9.49,-5.2,-54.72,-2.14,36.91,15.96,8.52,-5.84,0,0,0,0,0,0,205.05,-27.24,-36.93,-10.7,3.14,-3.73,0,-33.24,-68.2,64.06,-10.71,-14.77,110.7,96.86,103.73,7.28,15.29,14.74,6.45,5.95,4.69,0.31,0.39,0.4,0.38,0.45,0.47,179.58,253.76,581.19,121.12,88.82,94.21,239.52,112.23,55.25,62.63,27.75,44.59,249.12,312.09,565.29,1.9,-1.48,-1.05,12.58,5.67,14.59,137397793,138875942,156589075,213908200,193602398,183531940,73792314,80078515,75404322,7.27,2.65,4.44,19243292,25678543,33146135,23307087,22808047,31225749,13.54,4.6,9.23,10.6,11.97,12.41
코오롱글로벌(주),003070,1.3,2.24,2.43,30844366,47898495,49895019,37.3,26.79,13.09,22.09,-9.49,-13.94,22.01,-5.12,-18.99,17,42.83,-13.2,-96.08,957.63,-19.74,71.87,55.29,4.17,0.21,1.55,1.43,11.85,12.68,15.18,0.77,7.95,5.53,0.18,1.78,1.61,88.15,87.32,84.82,4.81,6.97,5.59,2.64,3.48,3.94,0.84,1.15,1.13,28.07,28.9,24.83,386.35,311.53,187.77,97.18,109.4,130.13,134.44,143.8,139.13,38.9,59.5,69.55,190.43,149.05,114.98,-1.77,5.48,13.9,0.52,1.9,1.74,725558673,625804143,464196845,913357564,826688202,711415116,697984566,996923116,865320611,3.24,5.79,21.46,571858257,481977862,328258117,555724641,527261247,427155066,3.37,3.63,11.51,8.1,7.61,13.06
코웨이(주),021240,23.75,13.99,19.97,22650255,28566150,43337659,9.81,35.73,23.49,-19.58,35.59,3.6,33.96,42.4,1.93,126.12,31.98,31.25,138.34,19.26,44.44,253.64,26.12,51.71,11.5,10.39,11.44,26.99,25.46,28.64,17.67,25.73,29.08,11.3,12.83,15.82,73.01,74.54,71.36,2.2,1.93,2.27,19.87,22.43,20.02,0.98,1.23,1.38,8.27,8.42,9.63,94.61,105.15,67.14,165.07,156.2,197.66,482.54,620.68,789.23,153.33,144.17,176.39,55,50.58,43.24,28.28,27.11,36.63,7.19,6.43,22.03,55313957,79068405,64196883,113776103,154266549,159815423,125376419,165470268,217177168,-0.62,-17.35,9.17,49447869,74411043,59936581,81622610,116227883,118470391,-0.27,-8.29,2.71,11.73,6.16,4.68
코웰패션(주),033290,2.51,-0.45,0.56,7072601,-1057013,918722,24.54,27.94,19.4,12.93,-0.86,-19.87,-30.28,30.93,-21.76,23.9,-10.66,23.46,-57.03,0,0,15.43,0,0,7.36,-1.03,-11.41,20.84,7.67,12.29,6.85,-0.8,-11.79,4.37,-0.52,-7.89,79.16,92.33,87.71,6.78,4.7,5.2,7.69,6.68,9.75,0.59,0.5,0.69,1.29,1.1,1.6,55.19,53.78,44.14,123.16,111.83,123.75,888.21,888.66,745.94,81.42,93.54,93.08,113.17,98.79,93.81,5.09,3.78,6.7,8.05,13.19,9.52,39927565,38926200,27313761,112274450,111309751,89196052,62861568,56163604,69338456,25.65,17.06,28.6,24682874,35590199,25165163,30399683,39801417,31142017,16.29,11.82,11.27,12.1,7.97,6.79
코위버(주),056360,,999999999,999999999,3146498,2050839,1775761,,0,0,,0,-5.66,,0,-15.48,,0,6.26,,0,-35.78,,0,-13.41,,15.84,9.57,,24.48,20.01,,15.77,9.96,,12.01,7.94,,75.52,79.99,,2.09,2.29,,11.55,9.28,,0.76,0.83,,4.01,4.16,,31.3,19.75,,366.73,564.68,,725.19,625.08,,336.9,475.3,,25.31,33.15,,58.71,59.51,,121.41,5.47,2824317,3858269,2518504,9913130,16186417,15270097,12267314,12273757,13041516,,43.68,31.53,2743969,3562921,1955600,8431188,13066154,11042897,,13.73,6.09,,0,0
큐렉소(주),060280,350.3,955.16,-41.24,1882880,2407957,-882463,0,0,0,0,1.68,23.24,0,4.36,22.95,0,-12.06,-2.88,0,-31.34,0,0,27.89,0,4.53,3.53,-4.46,10.63,16.15,9.18,18.08,11.69,-10.96,8.44,5.75,-6.26,89.37,83.85,90.82,4.95,4.43,4.15,7.2,5.95,4.87,1.87,1.63,1.4,119.93,116.14,129.56,114.17,93.73,62.33,241.41,304.32,389.41,610,685.73,694.79,167.92,204.37,259.95,31.88,24.49,20.85,49.86,58.65,64.77,3.59,3.55,20.09,10794992,9961886,9744199,20249916,20590712,25376938,37767505,33212448,32257574,4.7,-4.65,-27.8,7139685,5910811,5679612,17236145,17987740,22116760,1.34,-1.39,-8.4,0,0,0
크로바하이텍(주),043590,3.15,3.07,2.67,1272847,1150880,819519,28.79,20.43,35.22,0,20.95,23.94,0,33.76,7.07,0,-9.09,17.07,0,-9.55,-66.52,0,-9.58,-28.79,3.57,3.55,1.01,17.03,17.32,14.64,10.52,7.26,2.07,4.99,4.09,1.12,82.97,82.68,85.36,6.64,5.26,4.39,4.77,4.39,5.57,1.4,1.15,1.1,8.84,8.22,6.92,110.81,57.27,117.1,141.69,213.93,107.9,287.5,319.64,286.98,65.58,130.18,73.53,95.68,62.29,103.84,16.07,32.16,3.82,1.69,32.1,0.96,7646086,6406720,11762473,14545995,17594066,21806928,20365840,18514528,21675478,3.27,-3.55,0.21,5606569,4967017,10543810,7943931,10625799,11376595,1.23,-1.23,0.11,9.64,9.62,5.44
태경산업(주),015890,4.42,13.86,16.61,2021863,8157584,9270199,7.35,8.34,12.1,60.81,0,21.03,3.6,0,55.35,10.74,0,11.05,49.79,0,43.96,-45.96,0,13.64,13.21,15.45,20.03,20.33,28.38,30.19,12.67,13.61,18.03,8.55,9.29,12.1,79.67,71.62,69.81,9.73,5.21,5.54,21.98,25.32,27.04,0.65,0.6,0.6,1.82,2,2.23,41.97,46.51,51.24,65.78,71.44,83.38,403.26,431.12,505.46,53.81,61.22,75.09,123.6,122.19,119.03,-6.73,-6.63,-4.24,10.94,3.19,31.37,19191373,29300921,37849760,64915167,92306530,111719817,34071990,55494270,61624427,20.69,21.55,22.43,12773604,21439477,28536583,8402192,15317043,23794847,11.66,11.38,13.77,9.03,7.65,5.26
태광산업(주),003240,0.97,-18.97,5.11,10033237,-186827917,18170564,7.28,8.37,1.07,53.49,-10.63,-7.67,-15.4,-19.2,-1.09,3.26,-21.7,8.27,-77.93,0,0,-94.79,0,0,2.21,-15.29,3.64,6.5,-8.42,8.13,2.71,-11.92,3.22,1.92,-9.06,2.57,93.5,108.42,91.87,7.97,6.75,8.93,8.17,6.01,7.05,0.87,0.59,0.71,1.71,0.99,1.2,32.81,30.32,20.4,191.91,184.6,292.58,26047.28,23723.84,23708.8,129.41,117.91,190.76,92.67,94.7,85.15,14.48,12.52,19.27,3.88,3.53,35.42,475745654,400379333,269206038,1925797620,1721085290,1589074703,1378994592,1079813566,1169155887,40.75,20.38,35.74,303306778,254781209,158993314,582079883,470324716,465176264,14.06,7.56,8.23,7.22,6.93,4.42
태림포장(주),011280,4.18,2.76,3.46,4181830,5272101,5701904,19.97,21.12,37.27,-0.31,-1.61,33.63,-17.6,4.73,76.83,17.12,-5.96,11.77,-65.85,154.15,7.34,203.76,26.07,8.15,1.36,3.68,3.53,11.8,13.22,14.53,1.75,4.46,4.61,1.14,2.92,2.7,88.2,86.78,85.47,5.48,4.52,4.73,12.64,13.92,15.54,0.83,0.79,0.76,1.71,1.54,1.75,56.24,49.55,90.58,120.22,140.93,120.66,303.94,312.42,327.6,102.13,121.78,110.82,95.96,88.14,87.02,6.49,11.93,9.3,11.74,11.11,56.69,60513553,54804976,105057928,168118093,165410422,221036424,140591899,132208305,147774462,19.55,2.43,7.94,53949123,48197274,99550472,64855504,67925341,120114051,8.41,1.01,5.64,3.6,5.57,2.81
태양금속공업(주),004100,0.63,1.21,1.28,5342093,9257031,9446468,47.34,48.7,46.06,-12.33,5.28,-3.37,-31.25,26.66,13.98,-2.69,-4.8,7.81,0,0,15.69,-40.64,73.28,2.05,-14.34,1.39,1.49,17.95,20.09,19.41,-36.09,3.72,4.02,-10.69,1.03,1.18,82.05,79.91,80.59,7.08,7.7,6.32,3.77,3.79,3.93,0.75,0.74,0.79,1.39,1.32,1.53,263.91,258.07,221.94,60.62,79.17,92.41,182.39,195.15,209.73,24.87,35.9,51.49,250.08,223.32,179.03,-20.32,-9.9,-3.64,0.02,0.02,0.02,96269110,100724562,93096229,132747453,139754811,135042862,105963085,100878887,108754054,5.9,7.74,4.59,68492462,66430283,64866326,41520912,52591060,59944066,5.36,7.73,3.93,12.73,11.73,11.35
